dataset,scope,mode,mean_step_weight,min_step_weight,max_step_weight,uniform_pressure_share,weighted_pressure_share,pressure_share_delta_pct
ETTh2,1-96,offdiag_block_quadratic,2.611813816744593,1.4071082406652646,13.786788809980997,0.4797619047619047,0.7217033072706209,50.42947347576219
ETTh2,97-192,offdiag_block_quadratic,1.1635442232481878,0.9949757788378814,1.3998363147721298,0.22976190476190472,0.15397550519225822,-32.98475421684097
ETTh2,193-336,offdiag_block_quadratic,0.8558335255738961,0.7521309918108103,0.9923947737670173,0.15714285714285714,0.0774594948923266,-50.70759415942852
ETTh2,337-720,offdiag_block_quadratic,0.6102229179115934,0.5138032828425158,0.7510142413926195,0.13333333333333333,0.04686169264479433,-64.85373051640426
ETTh2,horizon_96,offdiag_block_quadratic,2.611813816744593,1.4071082406652646,13.786788809980997,1.0,2.611813816744593,161.1813816744593
ETTh2,horizon_192,offdiag_block_quadratic,1.8876790199963907,0.9949757788378814,13.786788809980997,1.0,1.8876790199963907,88.76790199963907
ETTh2,horizon_336,offdiag_block_quadratic,1.44545952238675,0.7521309918108103,13.786788809980997,1.0,1.44545952238675,44.54595223867499
ETTh2,horizon_720,offdiag_block_quadratic,0.9999999999999997,0.5138032828425158,13.786788809980997,1.0,0.9999999999999997,-3.3306690738754696e-14
ETTm1,1-96,offdiag_block_quadratic,2.611813816744593,1.4071082406652646,13.786788809980997,0.4797619047619047,0.7217033072706209,50.42947347576219
ETTm1,97-192,offdiag_block_quadratic,1.1635442232481878,0.9949757788378814,1.3998363147721298,0.22976190476190472,0.15397550519225822,-32.98475421684097
ETTm1,193-336,offdiag_block_quadratic,0.8558335255738961,0.7521309918108103,0.9923947737670173,0.15714285714285714,0.0774594948923266,-50.70759415942852
ETTm1,337-720,offdiag_block_quadratic,0.6102229179115934,0.5138032828425158,0.7510142413926195,0.13333333333333333,0.04686169264479433,-64.85373051640426
ETTm1,horizon_96,offdiag_block_quadratic,2.611813816744593,1.4071082406652646,13.786788809980997,1.0,2.611813816744593,161.1813816744593
ETTm1,horizon_192,offdiag_block_quadratic,1.8876790199963907,0.9949757788378814,13.786788809980997,1.0,1.8876790199963907,88.76790199963907
ETTm1,horizon_336,offdiag_block_quadratic,1.44545952238675,0.7521309918108103,13.786788809980997,1.0,1.44545952238675,44.54595223867499
ETTm1,horizon_720,offdiag_block_quadratic,0.9999999999999997,0.5138032828425158,13.786788809980997,1.0,0.9999999999999997,-3.3306690738754696e-14
Weather,1-96,offdiag_block_quadratic,2.611813816744593,1.4071082406652646,13.786788809980997,0.4797619047619047,0.7217033072706209,50.42947347576219
Weather,97-192,offdiag_block_quadratic,1.1635442232481878,0.9949757788378814,1.3998363147721298,0.22976190476190472,0.15397550519225822,-32.98475421684097
Weather,193-336,offdiag_block_quadratic,0.8558335255738961,0.7521309918108103,0.9923947737670173,0.15714285714285714,0.0774594948923266,-50.70759415942852
Weather,337-720,offdiag_block_quadratic,0.6102229179115934,0.5138032828425158,0.7510142413926195,0.13333333333333333,0.04686169264479433,-64.85373051640426
Weather,horizon_96,offdiag_block_quadratic,2.611813816744593,1.4071082406652646,13.786788809980997,1.0,2.611813816744593,161.1813816744593
Weather,horizon_192,offdiag_block_quadratic,1.8876790199963907,0.9949757788378814,13.786788809980997,1.0,1.8876790199963907,88.76790199963907
Weather,horizon_336,offdiag_block_quadratic,1.44545952238675,0.7521309918108103,13.786788809980997,1.0,1.44545952238675,44.54595223867499
Weather,horizon_720,offdiag_block_quadratic,0.9999999999999997,0.5138032828425158,13.786788809980997,1.0,0.9999999999999997,-3.3306690738754696e-14
