short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
96,720,1.48701699147517e-14,6.663800178330348e-08,0.0
192,720,1.2885031312314527e-14,6.161589283237845e-08,0.0
336,720,8.56962545088373e-15,4.431876021726566e-08,0.0
