dataset,batch_index,checkpoint_loaded,left_group,right_group,parameter_group,gradient_cosine
ETTh2,9,False,late_337_720,noisy_hard,target_path,0.8519354462623596
ETTh2,9,False,late_337_720,predictable_easy,all_shared,0.9232375621795654
ETTh2,9,False,late_337_720,predictable_easy,encoder,0.9321296811103821
ETTh2,9,False,late_337_720,predictable_easy,readout_head,0.9240165948867798
ETTh2,9,False,late_337_720,predictable_easy,target_path,0.9112353920936584
ETTh2,9,False,learnable_hard,middle_193_336,all_shared,0.660547137260437
ETTh2,9,False,learnable_hard,middle_193_336,encoder,0.7030342817306519
ETTh2,9,False,learnable_hard,middle_193_336,readout_head,0.6516802906990051
ETTh2,9,False,learnable_hard,middle_193_336,target_path,0.6291990876197815
ETTh2,9,False,learnable_hard,middle_97_192,all_shared,0.3148726224899292
ETTh2,9,False,learnable_hard,middle_97_192,encoder,-0.09566974639892578
ETTh2,9,False,learnable_hard,middle_97_192,readout_head,0.4068962037563324
ETTh2,9,False,learnable_hard,middle_97_192,target_path,0.23725374042987823
ETTh2,9,False,learnable_hard,noisy_hard,all_shared,0.7275187969207764
ETTh2,9,False,learnable_hard,noisy_hard,encoder,0.7515478730201721
ETTh2,9,False,learnable_hard,noisy_hard,readout_head,0.7339536547660828
ETTh2,9,False,learnable_hard,noisy_hard,target_path,0.5856571197509766
ETTh2,9,False,learnable_hard,predictable_easy,all_shared,0.6873276829719543
ETTh2,9,False,learnable_hard,predictable_easy,encoder,0.7203508615493774
ETTh2,9,False,learnable_hard,predictable_easy,readout_head,0.6837985515594482
ETTh2,9,False,learnable_hard,predictable_easy,target_path,0.6763700842857361
ETTh2,9,False,middle_193_336,middle_97_192,all_shared,0.5723416805267334
ETTh2,9,False,middle_193_336,middle_97_192,encoder,0.3531145453453064
ETTh2,9,False,middle_193_336,middle_97_192,readout_head,0.620829701423645
ETTh2,9,False,middle_193_336,middle_97_192,target_path,0.43573617935180664
ETTh2,9,False,middle_193_336,noisy_hard,all_shared,0.7870194911956787
ETTh2,9,False,middle_193_336,noisy_hard,encoder,0.8837246298789978
ETTh2,9,False,middle_193_336,noisy_hard,readout_head,0.773568332195282
ETTh2,9,False,middle_193_336,noisy_hard,target_path,0.6575959920883179
ETTh2,9,False,middle_193_336,predictable_easy,all_shared,0.9247445464134216
ETTh2,9,False,middle_193_336,predictable_easy,encoder,0.9646292924880981
ETTh2,9,False,middle_193_336,predictable_easy,readout_head,0.9188535213470459
ETTh2,9,False,middle_193_336,predictable_easy,target_path,0.8835118412971497
ETTh2,9,False,middle_97_192,noisy_hard,all_shared,0.6184729933738708
ETTh2,9,False,middle_97_192,noisy_hard,encoder,0.442869633436203
ETTh2,9,False,middle_97_192,noisy_hard,readout_head,0.6514595746994019
ETTh2,9,False,middle_97_192,noisy_hard,target_path,0.46591779589653015
ETTh2,9,False,middle_97_192,predictable_easy,all_shared,0.7006831765174866
ETTh2,9,False,middle_97_192,predictable_easy,encoder,0.44413772225379944
ETTh2,9,False,middle_97_192,predictable_easy,readout_head,0.7481259703636169
ETTh2,9,False,middle_97_192,predictable_easy,target_path,0.5756024718284607
ETTh2,9,False,noisy_hard,predictable_easy,all_shared,0.8615418672561646
ETTh2,9,False,noisy_hard,predictable_easy,encoder,0.9331235885620117
ETTh2,9,False,noisy_hard,predictable_easy,readout_head,0.85190749168396
ETTh2,9,False,noisy_hard,predictable_easy,target_path,0.7696788311004639
ETTh2,10,False,early_1_96,full_1_720,all_shared,0.4543136656284332
ETTh2,10,False,early_1_96,full_1_720,encoder,0.5831034779548645
ETTh2,10,False,early_1_96,full_1_720,readout_head,0.4297592341899872
ETTh2,10,False,early_1_96,full_1_720,target_path,0.569206178188324
ETTh2,10,False,early_1_96,late_337_720,all_shared,0.21561335027217865
ETTh2,10,False,early_1_96,late_337_720,encoder,0.0626654103398323
ETTh2,10,False,early_1_96,late_337_720,readout_head,0.23753337562084198
ETTh2,10,False,early_1_96,late_337_720,target_path,0.23601187765598297
ETTh2,10,False,early_1_96,learnable_hard,all_shared,-0.04908646643161774
ETTh2,10,False,early_1_96,learnable_hard,encoder,-0.3519247770309448
ETTh2,10,False,early_1_96,learnable_hard,readout_head,0.00014988420298323035
ETTh2,10,False,early_1_96,learnable_hard,target_path,-0.07112234085798264
ETTh2,10,False,early_1_96,middle_193_336,all_shared,0.439154714345932
ETTh2,10,False,early_1_96,middle_193_336,encoder,0.6819891929626465
ETTh2,10,False,early_1_96,middle_193_336,readout_head,0.3931024968624115
ETTh2,10,False,early_1_96,middle_193_336,target_path,0.5024582147598267
ETTh2,10,False,early_1_96,middle_97_192,all_shared,0.39599737524986267
ETTh2,10,False,early_1_96,middle_97_192,encoder,0.6665932536125183
ETTh2,10,False,early_1_96,middle_97_192,readout_head,0.3388364911079407
ETTh2,10,False,early_1_96,middle_97_192,target_path,0.489412784576416
ETTh2,10,False,early_1_96,noisy_hard,all_shared,0.4163448214530945
ETTh2,10,False,early_1_96,noisy_hard,encoder,0.6473127007484436
ETTh2,10,False,early_1_96,noisy_hard,readout_head,0.3684474527835846
ETTh2,10,False,early_1_96,noisy_hard,target_path,0.53682541847229
ETTh2,10,False,early_1_96,predictable_easy,all_shared,0.5263529419898987
ETTh2,10,False,early_1_96,predictable_easy,encoder,0.6590697765350342
ETTh2,10,False,early_1_96,predictable_easy,readout_head,0.5018578171730042
ETTh2,10,False,early_1_96,predictable_easy,target_path,0.6141276359558105
ETTh2,10,False,full_1_720,late_337_720,all_shared,0.8919050693511963
ETTh2,10,False,full_1_720,late_337_720,encoder,0.7382752895355225
ETTh2,10,False,full_1_720,late_337_720,readout_head,0.9162477850914001
ETTh2,10,False,full_1_720,late_337_720,target_path,0.8010515570640564
ETTh2,10,False,full_1_720,learnable_hard,all_shared,0.6466711759567261
ETTh2,10,False,full_1_720,learnable_hard,encoder,0.34872379899024963
ETTh2,10,False,full_1_720,learnable_hard,readout_head,0.6972646117210388
ETTh2,10,False,full_1_720,learnable_hard,target_path,0.49515512585639954
ETTh2,10,False,full_1_720,middle_193_336,all_shared,0.9335007071495056
ETTh2,10,False,full_1_720,middle_193_336,encoder,0.9351215958595276
ETTh2,10,False,full_1_720,middle_193_336,readout_head,0.9361398816108704
ETTh2,10,False,full_1_720,middle_193_336,target_path,0.8978499174118042
ETTh2,10,False,full_1_720,middle_97_192,all_shared,0.8636671900749207
ETTh2,10,False,full_1_720,middle_97_192,encoder,0.8607547879219055
ETTh2,10,False,full_1_720,middle_97_192,readout_head,0.8689438700675964
ETTh2,10,False,full_1_720,middle_97_192,target_path,0.8529866933822632
ETTh2,10,False,full_1_720,noisy_hard,all_shared,0.8983877301216125
ETTh2,10,False,full_1_720,noisy_hard,encoder,0.8996392488479614
ETTh2,10,False,full_1_720,noisy_hard,readout_head,0.9013546109199524
ETTh2,10,False,full_1_720,noisy_hard,target_path,0.8674298524856567
ETTh2,10,False,full_1_720,predictable_easy,all_shared,0.9790892004966736
ETTh2,10,False,full_1_720,predictable_easy,encoder,0.9816474318504333
ETTh2,10,False,full_1_720,predictable_easy,readout_head,0.978928804397583
ETTh2,10,False,full_1_720,predictable_easy,target_path,0.9716830253601074
ETTh2,10,False,late_337_720,learnable_hard,all_shared,0.80748051404953
ETTh2,10,False,late_337_720,learnable_hard,encoder,0.7892308831214905
ETTh2,10,False,late_337_720,learnable_hard,readout_head,0.8123037815093994
ETTh2,10,False,late_337_720,learnable_hard,target_path,0.7500600218772888
ETTh2,10,False,late_337_720,middle_193_336,all_shared,0.7232663035392761
ETTh2,10,False,late_337_720,middle_193_336,encoder,0.4779033958911896
ETTh2,10,False,late_337_720,middle_193_336,readout_head,0.7707208395004272
ETTh2,10,False,late_337_720,middle_193_336,target_path,0.5612989068031311
ETTh2,10,False,late_337_720,middle_97_192,all_shared,0.5843814611434937
ETTh2,10,False,late_337_720,middle_97_192,encoder,0.3176526129245758
ETTh2,10,False,late_337_720,middle_97_192,readout_head,0.6415578126907349
ETTh2,10,False,late_337_720,middle_97_192,target_path,0.4346298575401306
ETTh2,10,False,late_337_720,noisy_hard,all_shared,0.6696268320083618
ETTh2,10,False,late_337_720,noisy_hard,encoder,0.4147881865501404
ETTh2,10,False,late_337_720,noisy_hard,readout_head,0.7197017669677734
ETTh2,10,False,late_337_720,noisy_hard,target_path,0.5057238936424255
ETTh2,10,False,late_337_720,predictable_easy,all_shared,0.8662233948707581
ETTh2,10,False,late_337_720,predictable_easy,encoder,0.6976110339164734
ETTh2,10,False,late_337_720,predictable_easy,readout_head,0.893376350402832
ETTh2,10,False,late_337_720,predictable_easy,target_path,0.7806563973426819
ETTh2,10,False,learnable_hard,middle_193_336,all_shared,0.4739331007003784
ETTh2,10,False,learnable_hard,middle_193_336,encoder,0.06932620704174042
ETTh2,10,False,learnable_hard,middle_193_336,readout_head,0.5533804297447205
ETTh2,10,False,learnable_hard,middle_193_336,target_path,0.2754291892051697
ETTh2,10,False,learnable_hard,middle_97_192,all_shared,0.4045477509498596
ETTh2,10,False,learnable_hard,middle_97_192,encoder,-0.02354251779615879
ETTh2,10,False,learnable_hard,middle_97_192,readout_head,0.49561524391174316
ETTh2,10,False,learnable_hard,middle_97_192,target_path,0.24461665749549866
ETTh2,10,False,learnable_hard,noisy_hard,all_shared,0.4641400873661041
ETTh2,10,False,learnable_hard,noisy_hard,encoder,0.06490928679704666
ETTh2,10,False,learnable_hard,noisy_hard,readout_head,0.5434057116508484
ETTh2,10,False,learnable_hard,noisy_hard,target_path,0.2796982228755951
ETTh2,10,False,learnable_hard,predictable_easy,all_shared,0.5336353182792664
ETTh2,10,False,learnable_hard,predictable_easy,encoder,0.22835859656333923
ETTh2,10,False,learnable_hard,predictable_easy,readout_head,0.5868362188339233
ETTh2,10,False,learnable_hard,predictable_easy,target_path,0.375644326210022
ETTh2,10,False,middle_193_336,middle_97_192,all_shared,0.8796306252479553
ETTh2,10,False,middle_193_336,middle_97_192,encoder,0.9444223642349243
ETTh2,10,False,middle_193_336,middle_97_192,readout_head,0.8690066933631897
ETTh2,10,False,middle_193_336,middle_97_192,target_path,0.8262515068054199
ETTh2,10,False,middle_193_336,noisy_hard,all_shared,0.8758435845375061
ETTh2,10,False,middle_193_336,noisy_hard,encoder,0.9460130333900452
ETTh2,10,False,middle_193_336,noisy_hard,readout_head,0.8652684092521667
ETTh2,10,False,middle_193_336,noisy_hard,target_path,0.8039501309394836
ETTh2,10,False,middle_193_336,predictable_easy,all_shared,0.9315627217292786
ETTh2,10,False,middle_193_336,predictable_easy,encoder,0.9376564621925354
ETTh2,10,False,middle_193_336,predictable_easy,readout_head,0.9327967166900635
ETTh2,10,False,middle_193_336,predictable_easy,target_path,0.8997235298156738
ETTh2,10,False,middle_97_192,noisy_hard,all_shared,0.9658324122428894
ETTh2,10,False,middle_97_192,noisy_hard,encoder,0.9834886193275452
ETTh2,10,False,middle_97_192,noisy_hard,readout_head,0.9635032415390015
ETTh2,10,False,middle_97_192,noisy_hard,target_path,0.9458708167076111
ETTh2,10,False,middle_97_192,predictable_easy,all_shared,0.8108326196670532
ETTh2,10,False,middle_97_192,predictable_easy,encoder,0.8371049165725708
ETTh2,10,False,middle_97_192,predictable_easy,readout_head,0.8104810118675232
ETTh2,10,False,middle_97_192,predictable_easy,target_path,0.7795253992080688
ETTh2,10,False,noisy_hard,predictable_easy,all_shared,0.8343984484672546
ETTh2,10,False,noisy_hard,predictable_easy,encoder,0.8643824458122253
ETTh2,10,False,noisy_hard,predictable_easy,readout_head,0.8331852555274963
ETTh2,10,False,noisy_hard,predictable_easy,target_path,0.7691758275032043
ETTh2,11,False,early_1_96,full_1_720,all_shared,0.31651440262794495
ETTh2,11,False,early_1_96,full_1_720,encoder,-0.059598393738269806
ETTh2,11,False,early_1_96,full_1_720,readout_head,0.37366151809692383
ETTh2,11,False,early_1_96,full_1_720,target_path,0.19061870872974396
ETTh2,11,False,early_1_96,late_337_720,all_shared,0.06879255175590515
ETTh2,11,False,early_1_96,late_337_720,encoder,-0.2850133776664734
ETTh2,11,False,early_1_96,late_337_720,readout_head,0.14124420285224915
ETTh2,11,False,early_1_96,late_337_720,target_path,-0.09326203912496567
ETTh2,11,False,early_1_96,learnable_hard,all_shared,-0.1456167995929718
ETTh2,11,False,early_1_96,learnable_hard,encoder,-0.5808698534965515
ETTh2,11,False,early_1_96,learnable_hard,readout_head,-0.03906511887907982
ETTh2,11,False,early_1_96,learnable_hard,target_path,-0.2560758590698242
ETTh2,11,False,early_1_96,middle_193_336,all_shared,0.0038790686521679163
ETTh2,11,False,early_1_96,middle_193_336,encoder,-0.48206567764282227
ETTh2,11,False,early_1_96,middle_193_336,readout_head,0.09128321707248688
ETTh2,11,False,early_1_96,middle_193_336,target_path,-0.15526732802391052
ETTh2,11,False,early_1_96,middle_97_192,all_shared,0.08752530068159103
ETTh2,11,False,early_1_96,middle_97_192,encoder,0.2967812120914459
ETTh2,11,False,early_1_96,middle_97_192,readout_head,0.05291915312409401
ETTh2,11,False,early_1_96,middle_97_192,target_path,0.11616382002830505
ETTh2,11,False,early_1_96,noisy_hard,all_shared,0.25218427181243896
ETTh2,11,False,early_1_96,noisy_hard,encoder,0.046538397669792175
ETTh2,11,False,early_1_96,noisy_hard,readout_head,0.2939509451389313
ETTh2,11,False,early_1_96,noisy_hard,target_path,0.09279178082942963
ETTh2,11,False,early_1_96,predictable_easy,all_shared,0.38010090589523315
ETTh2,11,False,early_1_96,predictable_easy,encoder,0.11326770484447479
ETTh2,11,False,early_1_96,predictable_easy,readout_head,0.41666746139526367
ETTh2,11,False,early_1_96,predictable_easy,target_path,0.3007217049598694
ETTh2,11,False,full_1_720,late_337_720,all_shared,0.8927563428878784
ETTh2,11,False,full_1_720,late_337_720,encoder,0.9133520722389221
ETTh2,11,False,full_1_720,late_337_720,readout_head,0.8952677249908447
ETTh2,11,False,full_1_720,late_337_720,target_path,0.8876767158508301
ETTh2,11,False,full_1_720,learnable_hard,all_shared,0.6973186731338501
ETTh2,11,False,full_1_720,learnable_hard,encoder,0.7226422429084778
ETTh2,11,False,full_1_720,learnable_hard,readout_head,0.7103484869003296
ETTh2,11,False,full_1_720,learnable_hard,target_path,0.6951907277107239
ETTh2,11,False,full_1_720,middle_193_336,all_shared,0.8111817240715027
ETTh2,11,False,full_1_720,middle_193_336,encoder,0.7805824279785156
ETTh2,11,False,full_1_720,middle_193_336,readout_head,0.8192576169967651
ETTh2,11,False,full_1_720,middle_193_336,target_path,0.7574989795684814
ETTh2,11,False,full_1_720,middle_97_192,all_shared,0.2965298891067505
ETTh2,11,False,full_1_720,middle_97_192,encoder,-0.30288028717041016
ETTh2,11,False,full_1_720,middle_97_192,readout_head,0.38083910942077637
ETTh2,11,False,full_1_720,middle_97_192,target_path,0.09993525594472885
ETTh2,11,False,full_1_720,noisy_hard,all_shared,0.7520517110824585
ETTh2,11,False,full_1_720,noisy_hard,encoder,0.8024263381958008
ETTh2,11,False,full_1_720,noisy_hard,readout_head,0.7523989081382751
ETTh2,11,False,full_1_720,noisy_hard,target_path,0.6076801419258118
ETTh2,11,False,full_1_720,predictable_easy,all_shared,0.9609748125076294
ETTh2,11,False,full_1_720,predictable_easy,encoder,0.9240572452545166
ETTh2,11,False,full_1_720,predictable_easy,readout_head,0.9662456512451172
ETTh2,11,False,full_1_720,predictable_easy,target_path,0.9440665245056152
ETTh2,11,False,late_337_720,learnable_hard,all_shared,0.7601108551025391
ETTh2,11,False,late_337_720,learnable_hard,encoder,0.8150457739830017
ETTh2,11,False,late_337_720,learnable_hard,readout_head,0.7513633370399475
ETTh2,11,False,late_337_720,learnable_hard,target_path,0.7579953074455261
ETTh2,11,False,late_337_720,middle_193_336,all_shared,0.6516398191452026
ETTh2,11,False,late_337_720,middle_193_336,encoder,0.7137534022331238
ETTh2,11,False,late_337_720,middle_193_336,readout_head,0.642686128616333
ETTh2,11,False,late_337_720,middle_193_336,target_path,0.6145389080047607
ETTh2,11,False,late_337_720,middle_97_192,all_shared,-0.011753362603485584
ETTh2,11,False,late_337_720,middle_97_192,encoder,-0.584584653377533
ETTh2,11,False,late_337_720,middle_97_192,readout_head,0.09400273114442825
ETTh2,11,False,late_337_720,middle_97_192,target_path,-0.1654447317123413
ETTh2,11,False,late_337_720,noisy_hard,all_shared,0.8717915415763855
ETTh2,11,False,late_337_720,noisy_hard,encoder,0.8776841759681702
ETTh2,11,False,late_337_720,noisy_hard,readout_head,0.8755524754524231
ETTh2,11,False,late_337_720,noisy_hard,target_path,0.7561197280883789
ETTh2,11,False,late_337_720,predictable_easy,all_shared,0.7508248090744019
ETTh2,11,False,late_337_720,predictable_easy,encoder,0.7004048228263855
ETTh2,11,False,late_337_720,predictable_easy,readout_head,0.7683209776878357
ETTh2,11,False,late_337_720,predictable_easy,target_path,0.7158910632133484
ETTh2,11,False,learnable_hard,middle_193_336,all_shared,0.7514358758926392
ETTh2,11,False,learnable_hard,middle_193_336,encoder,0.8647934198379517
ETTh2,11,False,learnable_hard,middle_193_336,readout_head,0.7354387044906616
ETTh2,11,False,learnable_hard,middle_193_336,target_path,0.7362275123596191
ETTh2,11,False,learnable_hard,middle_97_192,all_shared,-0.08770743012428284
ETTh2,11,False,learnable_hard,middle_97_192,encoder,-0.5886339545249939
ETTh2,11,False,learnable_hard,middle_97_192,readout_head,0.02961578220129013
ETTh2,11,False,learnable_hard,middle_97_192,target_path,-0.24551700055599213
ETTh2,11,False,learnable_hard,noisy_hard,all_shared,0.45567086338996887
ETTh2,11,False,learnable_hard,noisy_hard,encoder,0.48522964119911194
ETTh2,11,False,learnable_hard,noisy_hard,readout_head,0.4608359634876251
ETTh2,11,False,learnable_hard,noisy_hard,target_path,0.31437447667121887
ETTh2,11,False,learnable_hard,predictable_easy,all_shared,0.5819392800331116
ETTh2,11,False,learnable_hard,predictable_easy,encoder,0.5241350531578064
ETTh2,11,False,learnable_hard,predictable_easy,readout_head,0.6148794889450073
ETTh2,11,False,learnable_hard,predictable_easy,target_path,0.5478857755661011
ETTh2,11,False,middle_193_336,middle_97_192,all_shared,0.2318480759859085
ETTh2,11,False,middle_193_336,middle_97_192,encoder,-0.32584646344184875
ETTh2,11,False,middle_193_336,middle_97_192,readout_head,0.3311174213886261
ETTh2,11,False,middle_193_336,middle_97_192,target_path,-0.07340437918901443
ETTh2,11,False,middle_193_336,noisy_hard,all_shared,0.37002819776535034
ETTh2,11,False,middle_193_336,noisy_hard,encoder,0.380038321018219
ETTh2,11,False,middle_193_336,noisy_hard,readout_head,0.37594303488731384
ETTh2,11,False,middle_193_336,noisy_hard,target_path,0.1828760951757431
ETTh2,11,False,middle_193_336,predictable_easy,all_shared,0.8294923305511475
ETTh2,11,False,middle_193_336,predictable_easy,encoder,0.7340875864028931
ETTh2,11,False,middle_193_336,predictable_easy,readout_head,0.8487685322761536
ETTh2,11,False,middle_193_336,predictable_easy,target_path,0.7589862942695618
ETTh2,11,False,middle_97_192,noisy_hard,all_shared,-0.053623639047145844
ETTh2,11,False,middle_97_192,noisy_hard,encoder,-0.4833512306213379
ETTh2,11,False,middle_97_192,noisy_hard,readout_head,0.019228514283895493
ETTh2,11,False,middle_97_192,noisy_hard,target_path,-0.1481930911540985
ETTh2,11,False,middle_97_192,predictable_easy,all_shared,0.45569369196891785
ETTh2,11,False,middle_97_192,predictable_easy,encoder,0.004493007902055979
ETTh2,11,False,middle_97_192,predictable_easy,readout_head,0.5132051706314087
ETTh2,11,False,middle_97_192,predictable_easy,target_path,0.2637772858142853
ETTh2,11,False,noisy_hard,predictable_easy,all_shared,0.57227623462677
ETTh2,11,False,noisy_hard,predictable_easy,encoder,0.583480715751648
ETTh2,11,False,noisy_hard,predictable_easy,readout_head,0.5830966830253601
ETTh2,11,False,noisy_hard,predictable_easy,target_path,0.3676832616329193
ETTh2,12,False,early_1_96,full_1_720,all_shared,0.7946555018424988
ETTh2,12,False,early_1_96,full_1_720,encoder,0.8014928102493286
ETTh2,12,False,early_1_96,full_1_720,readout_head,0.7980347871780396
ETTh2,12,False,early_1_96,full_1_720,target_path,0.7970585823059082
ETTh2,12,False,early_1_96,late_337_720,all_shared,0.7168658971786499
ETTh2,12,False,early_1_96,late_337_720,encoder,0.7559984922409058
ETTh2,12,False,early_1_96,late_337_720,readout_head,0.7236987352371216
ETTh2,12,False,early_1_96,late_337_720,target_path,0.7065393924713135
ETTh2,12,False,early_1_96,learnable_hard,all_shared,-0.1444871723651886
ETTh2,12,False,early_1_96,learnable_hard,encoder,-0.23965388536453247
ETTh2,12,False,early_1_96,learnable_hard,readout_head,-0.1271965503692627
ETTh2,12,False,early_1_96,learnable_hard,target_path,-0.25111132860183716
ETTh2,12,False,early_1_96,middle_193_336,all_shared,-0.08354175090789795
ETTh2,12,False,early_1_96,middle_193_336,encoder,-0.2500801980495453
ETTh2,12,False,early_1_96,middle_193_336,readout_head,-0.058998581022024155
ETTh2,12,False,early_1_96,middle_193_336,target_path,-0.17057843506336212
ETTh2,12,False,early_1_96,middle_97_192,all_shared,0.6974981427192688
ETTh2,12,False,early_1_96,middle_97_192,encoder,0.7001899480819702
ETTh2,12,False,early_1_96,middle_97_192,readout_head,0.7003977298736572
ETTh2,12,False,early_1_96,middle_97_192,target_path,0.630003809928894
ETTh2,12,False,early_1_96,noisy_hard,all_shared,0.6987517476081848
ETTh2,12,False,early_1_96,noisy_hard,encoder,0.7513092160224915
ETTh2,12,False,early_1_96,noisy_hard,readout_head,0.6955204010009766
ETTh2,12,False,early_1_96,noisy_hard,target_path,0.651362419128418
ETTh2,12,False,early_1_96,predictable_easy,all_shared,0.8346005082130432
ETTh2,12,False,early_1_96,predictable_easy,encoder,0.8325455188751221
ETTh2,12,False,early_1_96,predictable_easy,readout_head,0.8400039672851562
ETTh2,12,False,early_1_96,predictable_easy,target_path,0.8364935517311096
ETTh2,12,False,full_1_720,late_337_720,all_shared,0.9601398706436157
ETTh2,12,False,full_1_720,late_337_720,encoder,0.9813305735588074
ETTh2,12,False,full_1_720,late_337_720,readout_head,0.9586316347122192
ETTh2,12,False,full_1_720,late_337_720,target_path,0.9542785882949829
ETTh2,12,False,full_1_720,learnable_hard,all_shared,0.21550285816192627
ETTh2,12,False,full_1_720,learnable_hard,encoder,0.12554015219211578
ETTh2,12,False,full_1_720,learnable_hard,readout_head,0.24015428125858307
ETTh2,12,False,full_1_720,learnable_hard,target_path,0.03601944074034691
ETTh2,12,False,full_1_720,middle_193_336,all_shared,0.3733644485473633
ETTh2,12,False,full_1_720,middle_193_336,encoder,0.19278137385845184
ETTh2,12,False,full_1_720,middle_193_336,readout_head,0.41309604048728943
ETTh2,12,False,full_1_720,middle_193_336,target_path,0.2022184580564499
ETTh2,12,False,full_1_720,middle_97_192,all_shared,0.7816480994224548
ETTh2,12,False,full_1_720,middle_97_192,encoder,0.7250794768333435
ETTh2,12,False,full_1_720,middle_97_192,readout_head,0.8001255989074707
ETTh2,12,False,full_1_720,middle_97_192,target_path,0.7273410558700562
ETTh2,12,False,full_1_720,noisy_hard,all_shared,0.9430718421936035
ETTh2,12,False,full_1_720,noisy_hard,encoder,0.9703802466392517
ETTh2,12,False,full_1_720,noisy_hard,readout_head,0.9387845396995544
ETTh2,12,False,full_1_720,noisy_hard,target_path,0.903857946395874
ETTh2,12,False,full_1_720,predictable_easy,all_shared,0.9935709834098816
ETTh2,12,False,full_1_720,predictable_easy,encoder,0.9968175292015076
ETTh2,12,False,full_1_720,predictable_easy,readout_head,0.9928929209709167
ETTh2,12,False,full_1_720,predictable_easy,target_path,0.9895908236503601
ETTh2,12,False,late_337_720,learnable_hard,all_shared,0.16650407016277313
ETTh2,12,False,late_337_720,learnable_hard,encoder,0.09115305542945862
ETTh2,12,False,late_337_720,learnable_hard,readout_head,0.1962445229291916
ETTh2,12,False,late_337_720,learnable_hard,target_path,-0.052421268075704575
ETTh2,12,False,late_337_720,middle_193_336,all_shared,0.24831056594848633
ETTh2,12,False,late_337_720,middle_193_336,encoder,0.10935870558023453
ETTh2,12,False,late_337_720,middle_193_336,readout_head,0.2914375066757202
ETTh2,12,False,late_337_720,middle_193_336,target_path,0.044842444360256195
ETTh2,12,False,late_337_720,middle_97_192,all_shared,0.6191357374191284
ETTh2,12,False,late_337_720,middle_97_192,encoder,0.6092842817306519
ETTh2,12,False,late_337_720,middle_97_192,readout_head,0.6404556035995483
ETTh2,12,False,late_337_720,middle_97_192,target_path,0.5593458414077759
ETTh2,12,False,late_337_720,noisy_hard,all_shared,0.9179463982582092
ETTh2,12,False,late_337_720,noisy_hard,encoder,0.9594604969024658
ETTh2,12,False,late_337_720,noisy_hard,readout_head,0.9127853512763977
ETTh2,12,False,late_337_720,noisy_hard,target_path,0.8941481113433838
ETTh2,12,False,late_337_720,predictable_easy,all_shared,0.9538699388504028
ETTh2,12,False,late_337_720,predictable_easy,encoder,0.9785444140434265
ETTh2,12,False,late_337_720,predictable_easy,readout_head,0.9512025713920593
ETTh2,12,False,late_337_720,predictable_easy,target_path,0.9434763193130493
ETTh2,12,False,learnable_hard,middle_193_336,all_shared,0.7496601939201355
ETTh2,12,False,learnable_hard,middle_193_336,encoder,0.8024377226829529
ETTh2,12,False,learnable_hard,middle_193_336,readout_head,0.7417901754379272
ETTh2,12,False,learnable_hard,middle_193_336,target_path,0.7774285078048706
ETTh2,12,False,learnable_hard,middle_97_192,all_shared,0.03857381269335747
ETTh2,12,False,learnable_hard,middle_97_192,encoder,-0.09247401356697083
ETTh2,12,False,learnable_hard,middle_97_192,readout_head,0.05821060389280319
ETTh2,12,False,learnable_hard,middle_97_192,target_path,-0.06053931638598442
ETTh2,12,False,learnable_hard,noisy_hard,all_shared,0.11090188473463058
ETTh2,12,False,learnable_hard,noisy_hard,encoder,0.026679517701268196
ETTh2,12,False,learnable_hard,noisy_hard,readout_head,0.1328975260257721
ETTh2,12,False,learnable_hard,noisy_hard,target_path,-0.05038687214255333
ETTh2,12,False,learnable_hard,predictable_easy,all_shared,0.15000243484973907
ETTh2,12,False,learnable_hard,predictable_easy,encoder,0.07736091315746307
ETTh2,12,False,learnable_hard,predictable_easy,readout_head,0.17205677926540375
ETTh2,12,False,learnable_hard,predictable_easy,target_path,-0.03739398717880249
ETTh2,12,False,middle_193_336,middle_97_192,all_shared,0.3277929425239563
ETTh2,12,False,middle_193_336,middle_97_192,encoder,0.1567215770483017
ETTh2,12,False,middle_193_336,middle_97_192,readout_head,0.3525415360927582
ETTh2,12,False,middle_193_336,middle_97_192,target_path,0.1925506591796875
ETTh2,12,False,middle_193_336,noisy_hard,all_shared,0.37694910168647766
ETTh2,12,False,middle_193_336,noisy_hard,encoder,0.18155571818351746
ETTh2,12,False,middle_193_336,noisy_hard,readout_head,0.41780373454093933
ETTh2,12,False,middle_193_336,noisy_hard,target_path,0.21116748452186584
ETTh2,12,False,middle_193_336,predictable_easy,all_shared,0.29934847354888916
ETTh2,12,False,middle_193_336,predictable_easy,encoder,0.1342763751745224
ETTh2,12,False,middle_193_336,predictable_easy,readout_head,0.33708441257476807
ETTh2,12,False,middle_193_336,predictable_easy,target_path,0.11650369316339493
ETTh2,12,False,middle_97_192,noisy_hard,all_shared,0.7312219142913818
ETTh2,12,False,middle_97_192,noisy_hard,encoder,0.7046493291854858
ETTh2,12,False,middle_97_192,noisy_hard,readout_head,0.7469704151153564
ETTh2,12,False,middle_97_192,noisy_hard,target_path,0.5932144522666931
ETTh2,12,False,middle_97_192,predictable_easy,all_shared,0.7906045913696289
ETTh2,12,False,middle_97_192,predictable_easy,encoder,0.7364668846130371
ETTh2,12,False,middle_97_192,predictable_easy,readout_head,0.808890163898468
ETTh2,12,False,middle_97_192,predictable_easy,target_path,0.7472056746482849
ETTh2,12,False,noisy_hard,predictable_easy,all_shared,0.912743866443634
