epoch,train_loss,mse,mae
1,0.7986086893252574,0.7703811526298523,0.5279847383499146
2,0.6541098738656677,0.688014030456543,0.47529661655426025
3,0.6179985799242519,0.6746348738670349,0.4662395119667053
4,0.6054571007101339,0.6672539114952087,0.45754489302635193
5,0.5969674502863251,0.6678573489189148,0.45610448718070984
6,0.5907476818903372,0.671833872795105,0.45686137676239014
7,0.5851821252094802,0.6722577810287476,0.4564453661441803
8,0.5803205132698073,0.6725723147392273,0.4571504592895508
9,0.5751492716505536,0.676919162273407,0.4597630202770233
10,0.570728428154436,0.6867846250534058,0.46277859807014465
11,0.5654619607446869,0.6908907890319824,0.46778038144111633
12,0.5610152881418933,0.7029018402099609,0.4721348285675049
13,0.5563496734719977,0.7303124070167542,0.48448383808135986
14,0.5502395026359079,0.7372093200683594,0.48479753732681274
