scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,2.935649263235973e-06,0.0013401939067989588,0.07428091764450073,0.001008128747344017,0.0010077259503304958,0.01804114691913128,0.018081894144415855,0.2992141842842102,4.877199685782152e-11
1-96,2.935649263235973e-06,0.0013401939067989588,0.07428091764450073,0.001008128747344017,0.0010077259503304958,0.01804114691913128,0.018081894144415855,0.2992141842842102,4.877199685782152e-11
