scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.6841458060123302,0.4229815239891594,0.4248860598898228,485.179491672067,0.4248860598898228,0.7531986449971612,0.05000000074505806,0.9978616237640381,0.3295981678881763,0.0
