dataset,arm,target_horizon,mse,mae,source_path,relative_mse_vs_h0_full_pct,beats_h0_full,relative_mae_vs_h0_full_pct,relative_mse_vs_h0b_stochastic_k2_pct,beats_h0b_stochastic_k2,relative_mae_vs_h0b_stochastic_k2_pct,relative_mse_vs_h1_target_set_pct,beats_h1_target_set,relative_mae_vs_h1_target_set_pct,relative_mse_vs_h1c_row_gated_pct,beats_h1c_row_gated,relative_mae_vs_h1c_row_gated_pct,relative_mse_vs_fixed_pct,beats_fixed,relative_mae_vs_fixed_pct
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,96,0.2646411061286926,0.3319168984889984,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,6.235045169934961,False,3.8184397073209198,8.798023770356167,False,5.159829531532756,9.817906999939584,False,6.186429915495406,9.288703237843944,False,5.4314314568271405,-1.8804507901822531,True,0.2601187499032154
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,192,0.3100692331790924,0.36848750710487366,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,4.766799099570385,False,4.275533440197488,9.592085840031018,False,6.560357295186092,11.844956413650376,False,8.050694490505528,10.005197763481455,False,6.752173353720714,-7.331016355712472,True,-1.6381145883095138
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,336,0.3387519121170044,0.3954789936542511,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,3.674712520597434,False,4.428088593249635,8.564445857166646,False,6.618292063095188,11.604158797483022,False,8.101974385756883,8.935129293180788,False,6.809730820031823,-9.640110705815152,True,-2.1064120316238055
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,720,0.44574233889579773,0.46907538175582886,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,10.536893531433055,False,7.799654127356481,13.081023187360685,False,9.259639639927308,14.864723617843456,False,10.099522550575335,13.532967122221628,False,9.345670057334443,10.536893531433055,False,7.799654127356481
ETTh2,nested_segment_decoder_multiprefix,96,0.24372325837612152,0.3157911002635956,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-2.1620195694013855,True,-1.2254589866526278,0.19837524900283565,False,0.05076096598797264,1.1376445390743228,False,1.027485158876118,0.6502702716008057,False,0.309167426197976,-9.636047877672471,True,-4.610903040117076
ETTh2,nested_segment_decoder_multiprefix,192,0.2843504548072815,0.3466709554195404,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-3.923112050722921,True,-1.898169930881255,0.501939945432528,False,0.25137938490822354,2.567945545738559,False,1.6534801602043236,0.8807861860448352,False,0.43183884417039575,-15.017470854446358,True,-7.461696434573383
ETTh2,nested_segment_decoder_multiprefix,336,0.31251633167266846,0.3713846504688263,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-4.354662851424262,True,-1.93413606377838,0.15637153846976837,False,0.12263044760636443,2.960665487716896,False,1.515920229491008,0.4983463686958123,False,0.30240590211065843,-16.638282700487352,True,-8.070525782314487
ETTh2,nested_segment_decoder_multiprefix,720,0.39225149154663086,0.42870110273361206,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_nested_segment_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-2.7279718008306197,True,-1.4788829340958487,-0.48914778716896423,True,-0.14456136541455278,1.0805015220316072,False,0.6230311025895441,-0.09143891575277285,True,-0.06593576226944231,-2.7279718008306197,True,-1.4788829340958487
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,96,0.1624244749546051,0.24745002388954163,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-3.096305103469321,True,-2.2235858796220254,-0.16941701423806022,True,-0.3779151645096346,0.7598688102703699,False,0.5042494680372656,0.6243811439036184,False,0.13624388970818746,4.83924860531697,False,2.6200221664473444
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,192,0.221279114484787,0.2871932089328766,analysis/phase5_timealign_hss_a2_interface_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A2_dense_row_initialized_prefix_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.8017004978248865,False,-0.10371519113968608,2.391329889810212,False,0.8960823032513776,2.654261985261952,False,1.3987114038820359,2.852247436501343,False,1.2307440192154129,5.251261704052657,False,2.3288764238706516
