dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,val_mean_mse,lr,epoch_seconds
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,1,0.7451409046101359,0.43458744263754484,0.5236975927795984,0.21656916053157993,0.9398430090034957,multi-prefix,1,0.4492911472916603,0.0005,12.864110946655273
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,2,0.6155685861553766,0.3919799428070541,0.4764869778820899,0.1314033694499362,0.9218527347640654,multi-prefix,1,0.46202537417411804,0.0004877641290737884,12.836830377578735
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,3,0.5618977501856542,0.3708561004790585,0.45000324958721094,0.0994061948319452,0.9163545620652427,multi-prefix,1,0.4936235547065735,0.0004522542485937369,13.620001792907715
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,4,0.5224142740521811,0.3551233826221618,0.430103372815436,0.07603928832485612,0.912516023996657,multi-prefix,1,0.5072347447276115,0.0003969463130731183,13.414880514144897
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,5,0.4902796870575542,0.3443478061034616,0.41870763647345316,0.054910834367691945,0.9102104477650297,multi-prefix,1,0.5250155553221703,0.00032725424859373687,12.430388689041138
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,6,0.4660396928017118,0.3361070070382768,0.40758416676415804,0.03906022216630193,0.9087246089382509,multi-prefix,1,0.535829447209835,0.00025,12.367647409439087
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,7,0.44797101181692783,0.32964218803475387,0.4002589766694381,0.02762683698561339,0.9070198332841417,multi-prefix,1,0.5382460132241249,0.00017274575140626317,12.375821352005005
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,8,0.4377556973326523,0.3253779158128046,0.39534746275275157,0.02183551226734324,0.9054226664315282,multi-prefix,1,0.5357998833060265,0.00010305368692688174,13.214595556259155
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,9,0.43262912108834867,0.32343068211215786,0.3929183381584893,0.018761981014920548,0.9043645473708094,multi-prefix,1,0.5352277308702469,4.7745751406263163e-05,13.48222303390503
ETTh2,dense_row_initialized_prefix_decoder_multiprefix,10,0.4290111745353294,0.32120697101396795,0.39123335071897086,0.01741163716939962,0.903925653052541,multi-prefix,1,0.5386448577046394,1.2235870926211617e-05,13.061368942260742
ETTh2,nested_segment_decoder_multiprefix,1,0.7541562479681674,0.44547626481646985,0.5384707970429311,0.2146520588250287,0.9402792527612331,multi-prefix,1,0.419258002191782,0.0005,13.131358623504639
ETTh2,nested_segment_decoder_multiprefix,2,0.6373802283696369,0.4151378884515931,0.5084673997047728,0.13003995457449846,0.9220238554794177,multi-prefix,1,0.4213334247469902,0.0004877641290737884,11.69296908378601
ETTh2,nested_segment_decoder_multiprefix,3,0.5949717964482518,0.4046975475760688,0.49593472177475956,0.09862438319003687,0.916498657612674,multi-prefix,1,0.44138383865356445,0.0004522542485937369,11.476035833358765
ETTh2,nested_segment_decoder_multiprefix,4,0.5645377017491686,0.3980888046522056,0.48713106009285007,0.07512018577385265,0.9132871171541973,multi-prefix,1,0.43369370698928833,0.0003969463130731183,11.263674259185791
ETTh2,nested_segment_decoder_multiprefix,5,0.5356785720956009,0.39089781375585403,0.4782977312539531,0.05368771102378326,0.9109304573683612,multi-prefix,1,0.43650443851947784,0.00032725424859373687,11.238148212432861
ETTh2,nested_segment_decoder_multiprefix,6,0.5148686959152728,0.38724502657367066,0.4734131211200647,0.03670846822514998,0.9091519971864414,multi-prefix,1,0.44508983939886093,0.00025,11.224174976348877
ETTh2,nested_segment_decoder_multiprefix,7,0.5010740932373874,0.3838290570847756,0.4694671311737162,0.026520342912228233,0.9072469309367964,multi-prefix,1,0.4533911906182766,0.00017274575140626317,11.19191026687622
ETTh2,nested_segment_decoder_multiprefix,8,0.49370379917389523,0.3821422229562185,0.46674913655867617,0.021010246284437917,0.9055132723487584,multi-prefix,1,0.45932498574256897,0.00010305368692688174,12.54510235786438
ETTh2,nested_segment_decoder_multiprefix,9,0.4876169404097363,0.3792579820198295,0.46441252991161514,0.01790385231359211,0.9045510500405742,multi-prefix,1,0.45842957496643066,4.7745751406263163e-05,11.340573787689209
ETTh2,nested_segment_decoder_multiprefix,10,0.4850784904133957,0.37806373689554434,0.46280666829737943,0.01660192783806572,0.9041282368444763,multi-prefix,1,0.4563702791929245,1.2235870926211617e-05,11.372280359268188
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,1,1.4042591850729982,0.3334722543947945,0.3959213081013742,0.13442607278644347,0.9363608584095613,multi-prefix,1,0.18324442766606808,0.0001,60.52397656440735
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,2,1.2804158176924731,0.3110896079840577,0.3751280836502097,0.07475803702940237,0.8945681732939017,multi-prefix,1,0.18598944135010242,9.755282581475769e-05,64.8059184551239
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,3,1.247863823267484,0.30521389537106147,0.36912678432395557,0.05667507770726579,0.8859748512391418,multi-prefix,1,0.18363426253199577,9.045084971874738e-05,59.10319209098816
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,4,1.2300365912407982,0.30066052013037287,0.36402729740474216,0.04526589425374182,0.8841101770580505,multi-prefix,1,0.1894736923277378,7.938926261462366e-05,60.226564168930054
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,5,1.2180123032290042,0.29755247851768973,0.3605811999801503,0.036380804025183316,0.8840790201683302,multi-prefix,1,0.18828432261943817,6.545084971874738e-05,60.93372941017151
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,6,1.208955062747462,0.29505281222257834,0.357920125098072,0.029424040233105075,0.8844782099645571,multi-prefix,1,0.18603559955954552,5e-05,61.23703861236572
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,7,1.2018620605404313,0.293115995464753,0.35573208698837455,0.02417173806728946,0.8845743275747336,multi-prefix,1,0.18700103275477886,3.4549150281252636e-05,62.29002046585083
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,8,1.1970621417618166,0.292014596070447,0.3546523155220227,0.020587495265665202,0.8844600514325396,multi-prefix,1,0.1892851460725069,2.061073738537635e-05,61.69274830818176
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,9,1.1938422942483746,0.29103004581449576,0.3535477548521228,0.01852165532755058,0.8842905932987059,multi-prefix,1,0.18842306174337864,9.549150281252633e-06,60.27782940864563
ETTm2,dense_row_initialized_prefix_decoder_multiprefix,10,1.1924994530364814,0.2906928675745445,0.3532119805000464,0.01760522010070937,0.8842013670440806,multi-prefix,1,0.188277967274189,2.4471741852423237e-06,58.78994703292847
