scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.16598387631807435,0.06665680188099656,0.054859575260891004,0.1319631359989891,0.054859575260891004,0.9474176175138923,0.05000000074505806,0.9997393488883972,0.8328548448809078,0.0
