origin,channel,visibility96,persistent_fraction96,gain_h96,gain_h192,gain_h336,gain_h720,mse_gain_1_96_h96,mae_gain_1_96_h96,mse_gain_1_96_h192,mae_gain_1_96_h192,mse_gain_1_96_h336,mae_gain_1_96_h336,mse_gain_1_96_h720,mae_gain_1_96_h720,mse_gain_97_192_h192,mae_gain_97_192_h192,mse_gain_97_192_h336,mae_gain_97_192_h336,mse_gain_97_192_h720,mae_gain_97_192_h720,mse_gain_193_336_h336,mae_gain_193_336_h336,mse_gain_193_336_h720,mae_gain_193_336_h720,mse_gain_337_720_h720,mae_gain_337_720_h720,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,min_segment_mse_gain,min_segment_mae_gain,min_prefix_mse_gain,fit_eligible,segment_eligible,prefix_eligible,eligible
9233,4,0.1984069129113499,0.9375,0.747110875375108,0.6200798535674577,0.5172667835029847,0.5255110473112496,0.747110875375108,0.5300124663430055,0.7784218724489933,0.513242882598736,0.6997428261407241,0.4797254387073331,0.8185420865714044,0.5540587707014362,0.3995830658767622,0.18383007028838316,0.3419442466496089,0.2124993940569796,0.5069347769138141,0.2640680743056202,0.5070727979013971,0.34040164043299004,0.5280574119268331,0.3474873315907824,0.46802918055864795,0.24545925992951212,0.710492569768681,0.8758193440587128,0.6440095248001174,0.053208658637951683,0.6683487586665064,0.916658669147009,0.5952326285930728,0.2619153632562979,0.7963912331747823,0.9408900804396063,0.6451442613894426,0.03764732140822772,0.3419442466496089,0.18383007028838316,0.6997428261407241,True,True,True,True
8849,4,0.1922301091527224,0.9583333333333334,0.5965018669578415,0.7731843310741076,0.7448640767275374,0.7631805926662263,0.5965018669578415,0.32041527991545027,0.7986162147240592,0.5386679417888471,0.8897428244896537,0.6564029960588352,0.8476147099212427,0.6096192185622151,0.7311420178755352,0.510302060742436,0.8374034932574943,0.5932702034080544,0.8011080212930998,0.5675576458273992,0.4690507143143807,0.3512169096851494,0.5092447338444333,0.37018135878681,0.7958732967211979,0.5669398604925742,0.8104314373548247,0.9012733201755668,0.9166933917807832,0.04030361890891429,0.8266494367973025,0.9152606316208782,0.8279582233987919,0.05857368450397134,0.7977935584755441,0.916815019873181,0.7921165031269725,0.16494393626566728,0.4690507143143807,0.32041527991545027,0.5965018669578415,True,True,True,True
3488,2,0.1915974939973548,1.0,0.8600245762548817,0.83300488535956,0.6444845182964976,0.7798676695441046,0.8600245762548817,0.5835354189483682,0.7950518127120467,0.4823372498843391,0.6157918053078211,0.18957725268135328,0.815413392804382,0.5113031464291774,0.8676987065614058,0.6508184661083828,0.7516324372761569,0.5350712702950733,0.819383555639204,0.5874322254770259,0.6262823713109558,0.31688584022736155,0.7614369330664352,0.48091990240637317,0.7805157076483754,0.507383743297561,0.7092682306004823,0.8807608372673646,0.7642950644384358,0.23001553343804224,0.7541990151529411,0.9083333909551152,0.6962891725930955,0.16095894951917794,0.7295204608433234,0.85648161853357,0.7931951672011414,0.005926813672495405,0.6157918053078211,0.18957725268135328,0.6157918053078211,True,True,True,True
8802,4,0.19007184529922627,0.9166666666666666,0.8663531724002698,0.7056156222970187,0.8111650285240952,0.7757956945573887,0.8663531724002698,0.5955155918419885,0.7654005922756932,0.48875987982374647,0.8886566019009682,0.6333536034811169,0.8731016700874176,0.6292198122072001,0.2934699230831991,0.05726126110525165,0.7062956006312116,0.46684401768848827,0.8244818154815893,0.6060470322152545,0.707475890240004,0.4647929371097398,0.7217762192593858,0.4781673152250343,0.7502047422048326,0.5242375378262194,0.8036881444244185,0.9028404089764898,0.8921671506712627,0.106389572861097,0.7796967597390924,0.8879070483734961,0.8063564346714084,0.045073986034680956,0.7281720942270046,0.8813274055084198,0.7784731074758545,0.19490226999557034,0.2934699230831991,0.05726126110525165,0.7654005922756932,True,True,True,True
8800,4,0.18951307609074192,0.875,0.9167011436234955,0.8134551611810312,0.8646328796050247,0.7959526608745213,0.9167011436234955,0.691619640875015,0.8671101541326675,0.616834582791449,0.9250463698087865,0.7064016161310587,0.9162741639547118,0.6893580009346532,0.38512247736562477,0.14129200058860258,0.8102309303859709,0.5881629532450807,0.826470320788444,0.6113612351222383,0.7800509296574065,0.5352274398891943,0.7890918718416311,0.5473354469101823,0.7498614651235015,0.5155718320344109,0.8186185963948882,0.905140345207631,0.8990562646823199,0.024968622145864174,0.7806902109300933,0.8860340473241012,0.8212085292709479,0.012797433202588372,0.7506350886504736,0.8824802325515275,0.7893657790832017,0.1395205029700616,0.38512247736562477,0.14129200058860258,0.8671101541326675,True,True,True,True
8671,4,0.1885398243948523,0.9375,0.8179578339363877,0.711027268750592,0.8281342348739957,0.5924487254144586,0.8179578339363877,0.5010061666371217,0.7254443236753587,0.40808945076412173,0.8289254731960988,0.5883608985952298,0.7205874833673374,0.41736341992665016,0.6694026899512202,0.36579419651474476,0.7485858004493466,0.4520535586784058,0.6412861509597152,0.3536429959609533,0.871675938105469,0.6388830744561919,0.773342226657533,0.4898483935163248,0.4436705039303688,0.252253946321896,0.7481998879694018,0.9076584676175494,0.8091409158563476,0.25678453587281136,0.6900750998929546,0.8753754702474712,0.7657222319306416,0.25334419540352465,0.718369979787057,0.9133878737245207,0.6793377531728786,0.247240710947258,0.4436705039303688,0.252253946321896,0.7205874833673374,True,True,True,True
8972,4,0.187502431756662,0.8854166666666666,0.918522944939572,0.6819333928684653,0.7283782960222906,0.6635757577989742,0.918522944939572,0.7239764411047971,0.8373725565608774,0.5924772473414612,0.8809077616122287,0.6609142696647867,0.8839521861761941,0.663446129601889,0.15798754422120398,0.1274134206853339,0.5372750590627267,0.34553459558587785,0.38874180203230013,0.23586182360127572,0.6788841755380282,0.3726712070196997,0.6934843788963458,0.41543420809533727,0.6236569820465228,0.38928106031949716,0.7263871498541654,0.8766513665148278,0.6864194001171393,0.07708610457545856,0.6948569339231494,0.870430762727145,0.6335302651717092,0.08167577998768737,0.6126162087488879,0.8997530528906991,0.5960109208482225,0.32354298734408676,0.15798754422120398,0.1274134206853339,0.8373725565608774,True,True,True,True
8837,4,0.18734588208594705,0.9166666666666666,0.2846827116277417,0.7877512195306864,0.8984331580637296,0.746760282585599,0.2846827116277417,0.08515754267550102,0.585763129983723,0.3339918763320706,0.8441004518761768,0.6322004286500569,0.7239225499445279,0.46409356596805196,0.881610360899699,0.7102475534660087,0.9539644433570932,0.8193881640952219,0.833692433096437,0.6474935087228183,0.872752333653278,0.7064489947532828,0.6959460920407404,0.5221967975530295,0.7497634808992022,0.5388782692767795,0.8092418715625033,0.902827035322732,0.8403758400990361,0.04421122439225643,0.7837370446214664,0.8969348916655028,0.762789451508718,0.052537188263962725,0.7813660707270265,0.907966706194698,0.7257268300584727,0.09912666834346724,0.2846827116277417,0.08515754267550102,0.2846827116277417,True,True,True,True
8855,4,0.18680330236566525,0.9583333333333334,0.8054828717167521,0.8016203840243061,0.6889782819509676,0.7324758685466282,0.8054828717167521,0.5297601079543128,0.8566504802062594,0.6410035889193093,0.9098775031089011,0.7175030702811342,0.9307820738474372,0.7593266936330003,0.6667590327564817,0.44539695403452395,0.6571368598334946,0.43291342212141015,0.8252565261998126,0.61941491071246,0.32891900563741006,0.23288909470614805,0.5234065708935431,0.35252664158308256,0.6758312057632014,0.4449523449600915,0.8077178917371206,0.8989204681455125,0.8883548948861433,0.015115719484292517,0.824046493833568,0.9158332872616998,0.7978661763777409,0.028069146276557464,0.803693374803546,0.9158213715680356,0.782444238983327,0.13132383759505814,0.32891900563741006,0.23288909470614805,0.8054828717167521,True,True,True,True
3421,0,0.1866399855740386,0.9375,0.8526829026012008,0.8627285770201557,0.5323863603223987,0.8175697755639584,0.8526829026012008,0.5693531477293537,0.8506664381510539,0.5645124137812451,0.6168559622561776,0.3319848579812762,0.8136678330380042,0.4748152008083002,0.8737649292122412,0.6508616685841178,0.5457900631574616,0.1504213115566373,0.8031605306285207,0.5060605749531127,0.47540091093906445,0.012431083397041132,0.7218684621435743,0.39818147935447135,0.8516459598050491,0.5695826158634861,0.7765773512609827,0.9030124520591175,0.7877311013170402,0.15988854706926192,0.82196780989876,0.9314270493941333,0.723104551490927,0.046800377259912485,0.8171107693625126,0.9413368195556169,0.6811370664392103,0.03606004668234104,0.47540091093906445,0.012431083397041132,0.6168559622561776,True,True,True,True
