dataset,horizon,seed,mse,mae,published_mse,published_mae,mse_vs_published_pct,mae_vs_published_pct,historical_repro_mse,historical_repro_mae,mse_vs_historical_pct,mae_vs_historical_pct
ETTm2,96,2021,0.15499722522993883,0.2411568321598073,0.155,0.241,-0.0017901742330073134,0.06507558498227706,0.15492716431617737,0.24113230407238007,0.04522183961135351,0.010172045392908835
ETTm2,192,2021,0.21022817205327252,0.28047390716771287,0.21,0.28,0.10865335870120507,0.16925255989743704,0.21023891866207123,0.2806570529937744,-0.005111617233910515,-0.06525609248295705
ETTm2,336,2021,0.26339305747699526,0.3170770688558973,0.263,0.315,0.14945151216549935,0.6593869383801021,0.26330146193504333,0.31695154309272766,0.0347873275289734,0.03960408646217495
ETTm2,720,2021,0.3429375028444661,0.37138505656686094,0.343,0.372,-0.018220745053620924,-0.16530737449974575,0.343566358089447,0.3716011643409729,-0.18303749193545604,-0.05815583879970054
Weather,96,2021,0.14042058404690275,0.17825754665924856,0.14,0.179,0.30041717635909126,-0.41477840265442545,0.14042679965496063,0.1782880425453186,-0.004426226384957044,-0.017104840927451015
Weather,192,2021,0.18236330883034194,0.22042006071812162,0.182,0.22,0.1996202364516142,0.1909366900552767,0.1822342574596405,0.22007882595062256,0.07081619696560626,0.15505115770457767
Weather,336,2021,0.2331089600144575,0.2626470230475423,0.232,0.262,0.4780000062316825,0.24695536165735277,0.2326551377773285,0.2622069716453552,0.19506220299478905,0.16782597328581783
Weather,720,2021,0.30730863438608746,0.317576495397629,0.307,0.317,0.10053237331839604,0.18185974688611495,0.3067764937877655,0.31663402915000916,0.17346198587500083,0.2976515980136041
