epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h720_l1
1,1036,0.39228443566954274,0.39228443566954274,0.39228443566954274,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.19563751690212583,0.0001,10.983597040176392,1,5,0.0,1,0,0,0.39228443566954274
2,1036,0.3751671940491006,0.3751671940491006,0.3751671940491006,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.18785065030568232,9.938441702975689e-05,10.5053391456604,1,5,0.0,2,0,0,0.3751671940491006
3,1036,0.37055375565087934,0.37055375565087934,0.37055375565087934,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.18884035333282395,9.755282581475769e-05,10.417939901351929,1,5,0.0,2,1,0,0.37055375565087934
4,1036,0.3661373070653341,0.3661373070653341,0.3661373070653341,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.19154858335119024,9.45503262094184e-05,10.356957912445068,1,5,0.0,2,2,0,0.3661373070653341
5,1036,0.3635013997267112,0.3635013997267112,0.3635013997267112,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.19203905875753935,9.045084971874738e-05,10.601984024047852,1,5,0.0,2,3,0,0.3635013997267112
6,1036,0.36144123476674656,0.36144123476674656,0.36144123476674656,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.18648879239201688,8.535533905932738e-05,10.510042428970337,1,5,0.0,6,0,0,0.36144123476674656
7,1036,0.36012211470760436,0.36012211470760436,0.36012211470760436,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.1914907120824662,7.938926261462366e-05,10.20882511138916,1,5,0.0,6,1,0,0.36012211470760436
8,1036,0.3584534264669455,0.3584534264669455,0.3584534264669455,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.1868022032507089,7.269952498697734e-05,10.362194538116455,1,5,0.0,6,2,0,0.3584534264669455
9,1036,0.35739050443108017,0.35739050443108017,0.35739050443108017,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.19159891602198875,6.545084971874738e-05,10.410871028900146,1,5,0.0,6,3,0,0.35739050443108017
10,1036,0.3561353625938239,0.3561353625938239,0.3561353625938239,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.18876389393694737,5.782172325201155e-05,10.37535810470581,1,5,0.0,6,4,0,0.3561353625938239
11,1036,0.3555932058215602,0.3555932058215602,0.3555932058215602,0.0,0.0,0.0,0.0,full,off,1,32,"96,192,336,720",0.19004398159708621,5e-05,10.401916027069092,1,5,0.0,6,5,1,0.3555932058215602
