epoch,train_loss,train_mse_loss,train_residual_loss,train_smoothness_loss,mse,mae
1,0.819723572771428,0.819723572771428,4.918441155070749e-07,1.8129989083649696e-07,0.6224578022956848,0.5522814989089966
2,0.7613834597296634,0.7613834597296634,2.9526695432311607e-06,6.847692436737924e-07,0.6349012851715088,0.5549596548080444
3,0.7364538210933491,0.7364538210933491,8.842658621302937e-06,1.550565184708707e-06,0.6441246867179871,0.556378960609436
4,0.7131905575930062,0.7131905575930062,1.7176100546918352e-05,2.4141339890312816e-06,0.6740748882293701,0.5674450993537903
5,0.6948877179016502,0.6948877179016502,2.5645561729137532e-05,3.1928940049927068e-06,0.6712894439697266,0.5676707625389099
6,0.6775290703369399,0.6775290703369399,3.842668593279086e-05,4.220874701385875e-06,0.6872283220291138,0.5710322260856628
7,0.6632774133803481,0.6632774133803481,5.7324902581197006e-05,5.572429399300314e-06,0.7483965158462524,0.5946138501167297
8,0.655371037075075,0.655371037075075,7.188063904384578e-05,6.742194673895907e-06,0.7355734705924988,0.5897032022476196
9,0.6440302163867627,0.6440302163867627,0.00010434301595708702,8.582714160137723e-06,0.7133565545082092,0.5809995532035828
10,0.6327234521760778,0.6327234516709538,0.0001532742848582329,1.1840536976474835e-05,0.7187654972076416,0.5839017033576965
11,0.6247305369983285,0.6247305354829562,0.0002048989058416968,1.4650560179858477e-05,0.7464056015014648,0.5932657122612
