scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,3.480144243894756e-07,0.00037866338971070945,0.021030375733971596,0.00027899935957975686,0.00027900299755856395,0.01800292730331421,0.018046963959932327,0.1493038684129715,2.6373068225810092e-12
1-96,2.7312489692121744e-07,0.00031247586593963206,0.017353149130940437,0.00023023235553409904,0.00023023536778055131,0.01800713874399662,0.018038174137473106,0.1493038684129715,2.2553662496621607e-12
97-192,1.5733117209038028e-07,0.00024145816860254854,0.013418643735349178,0.00017790649144444615,0.00017790881975088269,0.017993973568081856,0.018015775829553604,0.1493038684129715,7.911965353712969e-13
193-336,1.1404435440454108e-07,0.00024795831996016204,0.013778092339634895,0.00018269580323249102,0.00018269818974658847,0.017996663227677345,0.018020212650299072,0.1493038684129715,7.624982459666918e-13
337-720,5.021463493903866e-07,0.000478525907965377,0.026572221890091896,0.00035257809213362634,0.00035258271964266896,0.018006358295679092,0.018046963959932327,0.1493038684129715,3.9101174555133955e-12
