scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,6.418222824322584e-07,0.0005740257329307497,0.03185354545712471,0.00043713365448638797,0.0004371317627374083,0.018020501360297203,0.018058577552437782,0.20191414654254913,6.382833497853291e-12
1-96,5.141992573953758e-07,0.0005100796115584671,0.028305869549512863,0.00038843724178150296,0.00038843555375933647,0.018019404262304306,0.018053166568279266,0.20191414654254913,4.195633424020073e-12
97-192,7.694452506257221e-07,0.0006379717378877103,0.03540122136473656,0.00048583000898361206,0.0004858278844039887,0.018021613359451294,0.018058577552437782,0.20191414654254913,8.696458483892222e-12
