variant,mean_mse,mean_relative_mse_vs_a6_lbf_r256_pct,mean_relative_mse_vs_a6_der_pct,mean_relative_mse_vs_best_stage_control_pct,wins_vs_best_stage_control,best_epoch,last_epoch,last_train_loss,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_mse_pct,ema_decay,ema_eval,self_teacher_decay,self_teacher_loss_weight,self_teacher_warmup_epochs,last_train_self_teacher_l1,basis_operator_smoothness_weight,last_train_basis_operator_smoothness_loss,last_weighted_basis_operator_smoothness_loss,last_weighted_smoothness_to_train_loss,source_path
a6st_w02_d0999_wu1,0.3022141642868518,-1.9066675668727133,-1.9025858883001372,0.20772780865644103,2,1,10,0.5065800691336657,0.423269473016262,0.423269473016262,0.4396008849143982,3.858395877632481,0.0,0,0.999,0.2,1,0.060173588747208,0.0,0.0,0.0,0.0,analysis/phase5_timealign_hss_a6st_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a6st_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
a6st_w01_d0999_wu1,0.3036471530795097,-1.4231550656675251,-1.4189718529594249,0.7024832187735586,1,3,10,0.4965467896081705,0.423269473016262,0.4195788316428661,0.4453399442136287,6.139755065786967,0.0,0,0.999,0.1,1,0.0674929436032487,0.0,0.0,0.0,0.0,analysis/phase5_timealign_hss_a6st_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a6st_w01_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
a6st_w01_d0999_wu3,0.3038873970508575,-1.3467666220475016,-1.3425335136302534,0.7807546789722758,1,3,10,0.4961970807176775,0.423269473016262,0.4175242930650711,0.4457385763525963,6.7575189650409095,0.0,0,0.999,0.1,3,0.0661747734499188,0.0,0.0,0.0,0.0,analysis/phase5_timealign_hss_a6st_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a6st_w01_d0999_wu3_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
a6st_w01_d0995_wu1,0.3046349845826626,-1.0861216766951565,-1.0819787144988824,1.046676490543219,1,3,10,0.4917468727953666,0.423269473016262,0.4103153720498085,0.4427259229123592,7.898936542552049,0.0,0,0.995,0.1,1,0.0249187790961787,0.0,0.0,0.0,0.0,analysis/phase5_timealign_hss_a6st_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a6st_w01_d0995_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
a6st_w005_d0999_wu1,0.30544187128543854,-0.8307681002897693,-0.826473077777401,1.3083347271270085,1,3,10,0.491877385209092,0.423269473016262,0.4185509532690048,0.4509107321500778,7.731383390321711,0.0,0,0.999,0.05,1,0.0716995435841051,0.0,0.0,0.0,0.0,analysis/phase5_timealign_hss_a6st_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a6st_w005_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
