dataset,horizon,mean_target_state_cosine,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
ETTh2,96,0.7361506223678589,0.4528786540031433,0.4243301451206207,7.282614231109619,0.8969167470932007,10.325804710388184
ETTh2,192,0.8093743721644083,0.4529452919960022,0.42937934398651123,7.4630537033081055,0.8288862109184265,10.347627639770508
ETTh2,336,0.8581188377879915,0.4596787095069885,0.43221065402030945,7.65708065032959,0.8024737238883972,10.273703575134277
ETTh2,720,0.9182233526593163,0.4561946988105774,0.432115375995636,7.610905647277832,0.8113236427307129,10.480510711669922
ETTm1,96,-0.5587694644927979,0.8555914163589478,0.376382052898407,11.576019287109375,1.3366376161575317,11.005040168762207
ETTm1,192,-0.026988327503204346,0.8451266288757324,0.38176804780960083,10.31567668914795,1.9218335151672363,11.001689910888672
ETTm1,336,0.13937348127365112,0.826572835445404,0.3817240595817566,9.728063583374023,1.8173563480377197,10.993654251098633
ETTm1,720,0.23566165907042366,0.828855037689209,0.3814082145690918,9.062936782836914,1.6068781614303589,11.001083374023438
Weather,96,-0.10819604247808456,0.7008042335510254,0.4046265184879303,10.480850219726562,2.356346368789673,11.18264102935791
Weather,192,0.17949342735422155,0.7210437655448914,0.4131198525428772,9.399060249328613,2.0787007808685303,11.194053649902344
Weather,336,0.24336401807210808,0.7310549020767212,0.41657233238220215,8.97690486907959,1.8385971784591675,11.218087196350098
Weather,720,0.33350300153570495,0.7421684861183167,0.41826456785202026,8.472792625427246,1.5898351669311523,11.200285911560059
