dataset,horizon,target_mse,target_mae,fixed_mse,fixed_mae,relative_mse_pct,relative_mae_pct,target_wins_mse,target_wins_mae
ETTh2,96,0.30479592084884644,0.35886070132255554,0.3074484169483185,0.36609065532684326,-0.8627450828338268,-1.9749080996981139,True,True
ETTh2,192,0.3690433204174042,0.4003613591194153,0.37734004855155945,0.4069473147392273,-2.1987404109377495,-1.618380409766873,True,True
ETTh2,336,0.3829101622104645,0.41559359431266785,0.3841150403022766,0.4212876260280609,-0.313676363951787,-1.3515782006409571,True,True
ETTh2,720,0.41047340631484985,0.43929871916770935,0.4074031412601471,0.4438471794128418,0.7536184049062644,-1.0247807029323819,False,True
ETTm1,96,0.2986849546432495,0.35228273272514343,0.29047533869743347,0.3442326486110687,2.826269514868307,2.3385591536873918,False,False
ETTm1,192,0.32966214418411255,0.3730504512786865,0.3377011716365814,0.3733891248703003,-2.380515120368043,-0.09070258586973967,True,True
ETTm1,336,0.36072883009910583,0.3924419581890106,0.361540287733078,0.3907651901245117,-0.22444459483620394,0.42909862671356436,True,False
ETTm1,720,0.41729286313056946,0.4242476224899292,0.412788063287735,0.42070141434669495,1.0913105885269836,0.8429275543894166,False,False
Weather,96,0.14802636206150055,0.19702932238578796,0.14708691835403442,0.1950538456439972,0.6386997008156259,1.0127853338489423,False,False
Weather,192,0.19240911304950714,0.23990498483181,0.19520847499370575,0.24188493192195892,-1.4340370951050563,-0.8185491648515453,True,True
Weather,336,0.24479345977306366,0.28043317794799805,0.25078684091567993,0.28711846470832825,-2.389830790456582,-2.3284071148546692,True,True
Weather,720,0.3208470046520233,0.3337559103965759,0.32312721014022827,0.33546921610832214,-0.7056680516677627,-0.5107192044688236,True,True
