dataset,horizon,segment,target_mse,target_mae,fixed_mse,fixed_mae,relative_mse_pct,relative_mae_pct,target_wins_mse,target_wins_mae
ETTh2,96,1-96,0.30479592084884644,0.35886070132255554,0.3074484169483185,0.36609065532684326,-0.8627450828338268,-1.9749080996981139,True,True
ETTh2,192,1-96,0.30273088812828064,0.35670754313468933,0.3041790723800659,0.3596230745315552,-0.4760959524446884,-0.8107186672222322,True,True
ETTh2,192,97-192,0.4353557229042053,0.4440152645111084,0.45050108432769775,0.4542715549468994,-3.3618923350860586,-2.2577443654797857,True,True
ETTh2,336,1-96,0.27497684955596924,0.3399970233440399,0.28333091735839844,0.34809982776641846,-2.948519660444171,-2.327724341138049,True,True
ETTh2,336,97-192,0.3836177885532379,0.4158962666988373,0.39427974820137024,0.4292934834957123,-2.704161118284709,-3.1207594132997896,True,True
ETTh2,336,193-336,0.4543939232826233,0.4657894968986511,0.4445280134677887,0.4647422432899475,2.219412391554365,0.2253407396947571,False,False
ETTh2,720,1-96,0.2497519701719284,0.3200547695159912,0.2543378472328186,0.3262273371219635,-1.8030651398461828,-1.8921061798277794,True,True
ETTh2,720,97-192,0.33811911940574646,0.386177659034729,0.3411703407764435,0.3901240825653076,-0.8943395735259374,-1.0115816241408226,True,True
ETTh2,720,193-336,0.36967068910598755,0.41950738430023193,0.35521161556243896,0.41422906517982483,4.070552006204586,1.27425126918983,False,False
ETTh2,720,337-720,0.4840433597564697,0.4898116886615753,0.48179948329925537,0.4977897107601166,0.46572828219921814,-1.6026892332424825,False,True
ETTm1,96,1-96,0.2986849546432495,0.35228273272514343,0.29047533869743347,0.3442326486110687,2.826269514868307,2.3385591536873918,False,False
ETTm1,192,1-96,0.2984122335910797,0.35257115960121155,0.2987188696861267,0.35031452775001526,-0.10265039345160876,0.6441730708943494,True,False
ETTm1,192,97-192,0.3609120845794678,0.3935297429561615,0.37668347358703613,0.39646369218826294,-4.186907606373724,-0.7400297404051459,True,True
ETTm1,336,1-96,0.2952735424041748,0.3523743450641632,0.29374390840530396,0.35131213068962097,0.5207372664083554,0.30235630419510606,False,False
ETTm1,336,97-192,0.35754311084747314,0.39348411560058594,0.35962292551994324,0.391627699136734,-0.5783320597437136,0.47402583319413605,True,False
ETTm1,336,193-336,0.4064895808696747,0.4184590280056,0.4080162048339844,0.4164922535419464,-0.3741576795781576,0.47222354003648714,True,False
ETTm1,720,1-96,0.2841739356517792,0.3501632809638977,0.29211053252220154,0.35281580686569214,-2.716984150449675,-0.7518160610089031,True,True
ETTm1,720,97-192,0.3520488142967224,0.3932366371154785,0.3583531081676483,0.3930736482143402,-1.7592407397165832,0.041465232248127926,True,False
ETTm1,720,193-336,0.40565091371536255,0.42062100768089294,0.41059064865112305,0.4203362762928009,-1.2030802338018565,0.06773895191802826,True,False
ETTm1,720,337-720,0.4712492525577545,0.4518813490867615,0.4573901295661926,0.4447166323661804,3.0300441779770093,1.6110746032726775,False,False
Weather,96,1-96,0.14802636206150055,0.19702932238578796,0.14708691835403442,0.1950538456439972,0.6386997008156259,1.0127853338489423,False,False
Weather,192,1-96,0.14898328483104706,0.1976671665906906,0.15198560059070587,0.20113612711429596,-1.9753948716128678,-1.7246829663942531,True,True
Weather,192,97-192,0.23583491146564484,0.2821427881717682,0.23843136429786682,0.2826337516307831,-1.0889728538307164,-0.17371013057784213,True,True
Weather,336,1-96,0.15019100904464722,0.19839726388454437,0.15354138612747192,0.2040555626153946,-2.1820677586192883,-2.77292059982458,True,True
Weather,336,97-192,0.23710891604423523,0.28319600224494934,0.2438506931066513,0.2894735634326935,-2.764715152754338,-2.168612951491078,True,True
Weather,336,193-336,0.31298476457595825,0.33328187465667725,0.32024121284484863,0.34092363715171814,-2.2659320467931177,-2.2414880232080048,True,True
Weather,720,1-96,0.14746259152889252,0.1975940763950348,0.15367551147937775,0.20635920763015747,-4.042882233269129,-4.2475115774004095,True,True
Weather,720,97-192,0.2326873242855072,0.2828315794467926,0.23720782995224,0.2855444550514221,-1.9057151982052822,-0.9500711908907333,True,True
Weather,720,193-336,0.3130928874015808,0.3351799249649048,0.31677156686782837,0.3358266353607178,-1.1613035546787165,-0.1925726930856242,True,True
Weather,720,337-720,0.3891408443450928,0.3799934387207031,0.38935336470603943,0.3800938129425049,-0.05458290083280026,-0.026407749451307083,True,True
