dataset,arm,target_horizon,mse,mae,source_path,relative_mse_vs_a2_nested_pct,beats_a2_nested,relative_mae_vs_a2_nested_pct,relative_mse_vs_a3c_warm_pct,beats_a3c_warm,relative_mae_vs_a3c_warm_pct,relative_mse_vs_a3d_teacher_w03_pct,beats_a3d_teacher_w03,relative_mae_vs_a3d_teacher_w03_pct,relative_mse_vs_h1_target_set_pct,beats_h1_target_set,relative_mae_vs_h1_target_set_pct,relative_mse_vs_h1c_row_gated_pct,beats_h1c_row_gated,relative_mae_vs_h1c_row_gated_pct,relative_mse_vs_fixed_pct,beats_fixed,relative_mae_vs_fixed_pct
ETTm1,target_conditioned_nested_warm,336,0.34720441699028015,0.3727342188358307,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.25343651732454564,True,-0.4063414040215152,0.1470023672014431,False,0.005949077337286113,-0.5124227461182906,True,-0.31021527197460097,-0.42272860725975914,True,-0.31460925270977436,-0.2972875018667165,True,-0.4047869529150927,-0.7563568252112018,True,-0.5709254533457386
ETTm1,target_conditioned_nested_warm,720,0.4076308310031891,0.4036690592765808,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.14277011061607503,False,-0.34715092350532384,0.08433155552902694,False,-0.009559889979326996,-0.2205418960664951,True,-0.28087972661197114,-0.055686911683228146,True,-0.2544802463547269,0.14535837248996764,False,-0.3292290509518736,0.22666706138425585,False,-0.4788298063453822
ETTm1,target_conditioned_nested_scratch,96,0.2749602198600769,0.3319808840751648,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.06356644754443863,False,-0.01786127800585957,1.611632237314442,False,0.9268439548567597,-0.04321719223027154,True,0.18412698241390135,-0.036253396724406084,True,0.11773873325706674,-0.054337758567457595,True,-0.09218178628535023,-1.3062768552995152,True,0.6015994485955467
ETTm1,target_conditioned_nested_scratch,192,0.31070253252983093,0.3534335792064667,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.11595667570505341,False,0.004545177035919501,0.8170618671099472,False,0.544005699995509,-0.09272530855649608,True,0.11948390517269036,-0.036972748802099886,True,0.09947264725875815,0.03294948874079662,False,-0.0258970936160563,-3.5434355587213973,True,-0.7150717189817413
ETTm1,target_conditioned_nested_scratch,336,0.3482643663883209,0.3741178512573242,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.05107087010036704,False,-0.03663825350597172,0.45273221878243675,False,0.37718269768427515,-0.20870599465272477,True,0.05984470983286805,-0.11873803655733095,True,0.05543441813429251,0.007086016798485417,False,-0.035078032097712875,-0.45338475833961445,True,-0.20183325780883665
ETTm1,target_conditioned_nested_scratch,720,0.40743815898895264,0.4049670696258545,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.09543632778874489,False,-0.026714104127323335,0.03702539444483399,False,0.31196246381175463,-0.26770395474835507,True,0.03977018985001912,-0.10292689121769172,True,0.06625455845279404,0.09802336628699226,False,-0.008734603238191863,0.17929362357191891,False,-0.15881640448918155
Weather,target_conditioned_nested_warm,96,0.14141488075256348,0.18112167716026306,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.08551918391770386,False,-0.1329958441571688,0.04278877388710356,False,-0.17851442524178252,0.0529669058049409,False,0.11446364307046153,-0.1269488137289554,True,0.003488435425191838,-0.006943529089220579,True,-0.20018472400313847,0.7036271566614349,False,1.5893576341353244
Weather,target_conditioned_nested_warm,192,0.18259301781654358,0.2231481671333313,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.061407355327292024,False,0.07401024248294696,-0.11180920764639612,True,-0.17572147895611456,0.17365403002918,False,0.3243762678955875,0.09321037829885803,False,0.31815292442043397,0.0022606094195021242,False,0.011747451040200474,0.19686768113977848,False,1.3946553783403814
Weather,target_conditioned_nested_warm,336,0.23207344114780426,0.26394450664520264,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.17556565975573868,False,0.2029060343897049,-0.18805362479562548,True,-0.22612312399595824,0.15902806123713198,False,0.42813314174159345,0.10257596206662001,False,0.42434107393227727,0.11195770226823942,False,0.16721853873955528,-0.2500252670460945,True,0.6626578191053945
Weather,target_conditioned_nested_warm,720,0.30421581864356995,0.31481292843818665,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.28962568442107983,False,0.1762292757766737,-0.2763656158149663,True,-0.333869402585496,0.19058000630522987,False,0.31683742630346234,0.21132381914741316,False,0.337562409578962,0.14263360557231763,False,0.12929242068682179,-0.83470383032902,True,-0.5751437129834613
Weather,target_conditioned_nested_scratch,96,0.14138707518577576,0.18093807995319366,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.06583996364510902,False,-0.23422780782309527,0.023117955440854487,False,-0.2797002481890076,0.03329408609316076,False,0.012980837697273984,-0.14658625768304567,True,-0.09788187795642944,-0.0266045689685801,True,-0.30134858046689805,0.6838264014950024,False,1.4863797762552977
Weather,target_conditioned_nested_scratch,192,0.18244335055351257,0.22255884110927582,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.020610660218889354,True,-0.1902815028857363,-0.1936852415921786,True,-0.4393536921208474,0.09154400848634392,False,0.059423315149720324,0.01116629455215623,False,0.05321640729363253,-0.07970892491047099,True,-0.25237986060804296,0.11473863190534228,False,1.1268758582025917
Weather,target_conditioned_nested_scratch,336,0.2316729873418808,0.26294970512390137,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.002707937085810741,False,-0.17475669717762488,-0.360283905024561,True,-0.602168853319629,-0.013801125016776883,True,0.04962153374989953,-0.070155813394146,True,0.04584375816765185,-0.060790261833310044,True,-0.210309687376542,-0.42214861224671996,True,0.2832622923355066
Weather,target_conditioned_nested_scratch,720,0.3035188615322113,0.3139050602912903,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.05986259015495765,False,-0.11266231481605882,-0.5048320264851469,True,-0.6212899533954652,-0.03895617474509727,True,0.02754034518119841,-0.018259885887494942,True,0.04820556105051832,-0.0867927304834093,True,-0.1594638118192382,-1.0618910905891954,True,-0.8618684687949241
