dataset,arm,target_horizon,mse,mae,source_path,relative_mse_vs_a2_nested_pct,beats_a2_nested,relative_mae_vs_a2_nested_pct,relative_mse_vs_a3c_warm_pct,beats_a3c_warm,relative_mae_vs_a3c_warm_pct,relative_mse_vs_a3d_teacher_w03_pct,beats_a3d_teacher_w03,relative_mae_vs_a3d_teacher_w03_pct,relative_mse_vs_h1_target_set_pct,beats_h1_target_set,relative_mae_vs_h1_target_set_pct,relative_mse_vs_h1c_row_gated_pct,beats_h1c_row_gated,relative_mae_vs_h1c_row_gated_pct,relative_mse_vs_fixed_pct,beats_fixed,relative_mae_vs_fixed_pct
ETTh2,target_conditioned_nested_warm,96,0.2456708550453186,0.314505398273468,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.7991016869598466,False,-0.4071368664456898,-0.7969606128837015,True,-0.6450088310944957,1.582034031079238,False,0.6795959784067884,1.9458371627375293,False,0.6161650215513736,1.454568279270818,False,-0.09922817481879953,-8.913948011859363,True,-4.999267220410375
ETTh2,target_conditioned_nested_warm,192,0.28359556198120117,0.34349045157432556,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.2654797322522162,True,-0.9174416822331777,-0.9470308117067949,True,-0.585165715728897,2.068794490708692,False,0.8254023851936632,2.2956484385271203,False,0.720868761773974,0.6129681449841939,False,-0.4895647076192833,-15.243082245283135,True,-8.310681403514074
ETTh2,target_conditioned_nested_warm,336,0.3058938682079315,0.365240216255188,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-2.119077562856253,True,-1.6544663883878208,-0.9069096420140754,True,-0.4801553153718774,1.088513480773079,False,0.30001383117941316,0.7788491267992192,False,-0.16362654956851852,-1.6312915402447836,True,-1.357063690284066,-18.404782147792975,True,-9.591468034267736
ETTh2,target_conditioned_nested_warm,720,0.3863719701766968,0.42522668838500977,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.4989162556785618,True,-0.810451460574213,-0.5511896852699594,True,-0.24672928663558302,0.5388441790807663,False,0.3538207449830688,-0.43461054660353104,True,-0.1924697226554306,-1.5889845786591028,True,-0.8758528454953063,-4.185998043736205,True,-2.2773487663305003
ETTh2,target_conditioned_nested_scratch,96,0.2404634952545166,0.31343233585357666,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.3374854510497136,True,-0.746938215817361,-2.8997168325196165,True,-0.9839985840121468,-0.5711485244328518,True,0.3360868002262096,-0.21505674217016102,True,0.27287226374523854,-0.6959124497240676,True,-0.44008007927651693,-10.844652590302129,True,-5.323400659033517
ETTh2,target_conditioned_nested_scratch,192,0.27935200929641724,0.34303292632102966,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.7578468493225863,True,-1.0494184879457302,-2.429199610112265,True,-0.7175851091321461,0.5414987041744146,False,0.6911041316220778,0.7649581465478672,False,0.5867097457628923,-0.8925435354984246,True,-0.6221114404441952,-16.511333565506124,True,-8.432810500620313
ETTh2,target_conditioned_nested_scratch,336,0.3073994517326355,0.3677480220794678,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.6373160124611985,True,-0.9792080487892374,-0.41918190451797344,True,0.20316605786143693,1.5860625206577605,False,0.9886919878187461,1.274874025149897,False,0.5218681678013537,-1.1471291486575663,True,-0.6797633296120487,-18.00317744609491,True,-8.970706593063682
ETTh2,target_conditioned_nested_scratch,720,0.3914077579975128,0.42728716135025024,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_scratch_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.21510015061797505,True,-0.32981986151792153,0.7449786355027133,False,0.2366338773272192,1.8492194809029971,False,0.8400939264452845,0.8630772110123308,False,0.29115636075185414,-0.30634238112523526,True,-0.3955381545475589,-2.937204079996192,True,-1.8038251459685295
ETTm1,target_conditioned_nested_warm,96,0.2713322937488556,0.3290770947933197,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.2567089933237297,True,-0.8923907365488426,0.27093104793816103,False,0.04405129484259529,-1.3620836905423706,True,-0.6921692385355893,-1.3552117779116468,True,-0.7579767991781616,-1.3730575280436308,True,-0.9660611739787273,-2.6084780805986307,True,-0.2783483442694301
ETTm1,target_conditioned_nested_warm,192,0.3087998032569885,0.35163816809654236,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3e/official-last/TimeAlignOfficialUnified720_A3E_target_conditioned_nested_warm_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.49714924233955626,True,-0.503469007289481,0.19966241028996912,False,0.033251104251208474,-0.7045532668853105,True,-0.3891141576566226,-0.6491421334675951,True,-0.4090237601622859,-0.5796480967736217,True,-0.5337566339173483,-4.13413151226213,True,-1.2194303135555917
