dataset,arm,target_horizon,mse,mae,source_path
ETTh2,row_gated_dense_head_multiprefix,96,0.24214863777160645,0.31481778621673584,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,row_gated_dense_head_multiprefix,192,0.2818678021430969,0.34518033266067505,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,row_gated_dense_head_multiprefix,336,0.3109666407108307,0.3702649474143982,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,row_gated_dense_head_multiprefix,720,0.39261049032211304,0.4289839565753937,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,row_gated_dense_head_multiprefix,96,0.2751097083091736,0.3322871923446655,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,row_gated_dense_head_multiprefix,192,0.3106001913547516,0.3535251319408417,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,row_gated_dense_head_multiprefix,336,0.3482396900653839,0.374249130487442,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,row_gated_dense_head_multiprefix,720,0.40703916549682617,0.4050024449825287,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,row_gated_dense_head_multiprefix,96,0.14142470061779022,0.18148498237133026,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,row_gated_dense_head_multiprefix,192,0.18258889019489288,0.22312195599079132,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,row_gated_dense_head_multiprefix,336,0.23181390762329102,0.26350387930870056,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,row_gated_dense_head_multiprefix,720,0.30378252267837524,0.3144064247608185,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1c/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
