dataset,arm,target_horizon,mse,mae,source_path
ETTh2,target_set_decoder_multiprefix,96,0.24098174273967743,0.3125793933868408,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_decoder_multiprefix,192,0.2772313058376312,0.3410320580005646,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_decoder_multiprefix,336,0.30352982878685,0.36583882570266724,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,target_set_decoder_multiprefix,720,0.38805851340293884,0.4260466992855072,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,target_set_decoder_multiprefix,96,0.27505993843078613,0.331590473651886,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,target_set_decoder_multiprefix,192,0.3108174502849579,0.3530823588371277,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,target_set_decoder_multiprefix,336,0.3486783802509308,0.3739105761051178,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,target_set_decoder_multiprefix,720,0.4078579545021057,0.4046989381313324,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_set_decoder_multiprefix,96,0.14159463346004486,0.18111535906791687,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_set_decoder_multiprefix,192,0.18242298066616058,0.2224404662847519,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_set_decoder_multiprefix,336,0.23183563351631165,0.2628292143344879,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,target_set_decoder_multiprefix,720,0.3035742938518524,0.31375381350517273,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/h1/official-last/TimeAlignOfficialUnified720_H1_target_set_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
