dataset,arm,target_horizon,mse,mae,source_path
ETTh2,teacher_preserved_nested_w03,96,0.2418447881937027,0.31238245964050293,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,teacher_preserved_nested_w03,192,0.2778474688529968,0.34067848324775696,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,teacher_preserved_nested_w03,336,0.30260002613067627,0.36414772272109985,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,teacher_preserved_nested_w03,720,0.38430118560791016,0.42372745275497437,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,teacher_preserved_nested_w03,96,0.2750791013240814,0.3313707411289215,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,teacher_preserved_nested_w03,192,0.3109908998012543,0.3530117869377136,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,teacher_preserved_nested_w03,336,0.3489927351474762,0.3738940954208374,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTm1,teacher_preserved_nested_w03,720,0.4085318148136139,0.40480607748031616,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,teacher_preserved_nested_w03,96,0.14134001731872559,0.18091459572315216,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,teacher_preserved_nested_w03,192,0.18227648735046387,0.2224266678094864,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,teacher_preserved_nested_w03,336,0.2317049652338028,0.2628192901611328,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
Weather,teacher_preserved_nested_w03,720,0.30363714694976807,0.31381863355636597,analysis/phase5_timealign_hss_a3e_ettm1_replacement_gate_20260701/raw/a3d/official-last/TimeAlignOfficialUnified720_A3D_teacher_preserved_nested_w03_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
