scale,future_step,mse
1,211,0.3176894187927246
1,212,0.3427921235561371
1,213,0.3796345591545105
1,214,0.3878324031829834
1,215,0.5464079976081848
1,216,0.4991876780986786
1,217,0.3322813808917999
1,218,0.24705441296100616
1,219,0.3157115578651428
1,220,0.3053646683692932
1,221,0.4099559187889099
1,222,0.27706533670425415
1,223,0.26303744316101074
1,224,0.25075381994247437
1,225,0.22232362627983093
1,226,0.16435983777046204
1,227,0.15610268712043762
1,228,0.15882991254329681
1,229,0.15275277197360992
1,230,0.18678471446037292
1,231,0.20694038271903992
1,232,0.29728808999061584
1,233,0.20574797689914703
1,234,0.1709042340517044
1,235,0.16511590778827667
1,236,0.20154111087322235
1,237,0.17444288730621338
1,238,0.19520418345928192
1,239,0.18210585415363312
1,240,0.18559546768665314
1,241,0.16656289994716644
1,242,0.13990142941474915
1,243,0.11517485231161118
1,244,0.17508350312709808
1,245,0.15593735873699188
1,246,0.158267542719841
1,247,0.13376964628696442
1,248,0.21144327521324158
1,249,0.5810515284538269
1,250,0.5096549391746521
1,251,0.19036255776882172
1,252,0.2260880321264267
1,253,0.25163912773132324
1,254,0.2579074203968048
1,255,0.3432190716266632
1,256,0.26039353013038635
1,257,0.25446122884750366
1,258,0.19246406853199005
1,259,0.2578849196434021
1,260,0.224507674574852
1,261,0.19444425404071808
1,262,0.20345239341259003
1,263,0.2125391960144043
1,264,0.19384635984897614
1,265,0.19379684329032898
1,266,0.21121004223823547
1,267,0.28282710909843445
1,268,0.24670378863811493
1,269,0.2844451069831848
1,270,0.27897658944129944
1,271,0.239011749625206
1,272,0.23339365422725677
1,273,0.22191430628299713
1,274,0.26485517621040344
1,275,0.16817598044872284
1,276,0.25262218713760376
1,277,0.29155492782592773
1,278,0.21130940318107605
1,279,0.206735759973526
1,280,0.16297170519828796
1,281,0.2567689120769501
1,282,0.2712565064430237
1,283,0.2490067034959793
1,284,0.3869539201259613
1,285,0.4430710971355438
1,286,0.28175705671310425
1,287,0.24875472486019135
1,288,0.24721097946166992
1,289,0.2905794084072113
1,290,0.35640668869018555
1,291,0.23333241045475006
1,292,0.3914070725440979
1,293,0.30620744824409485
1,294,0.32713228464126587
1,295,0.3740485608577728
1,296,0.32976678013801575
1,297,0.33951541781425476
1,298,0.26144200563430786
1,299,0.2366899698972702
1,300,0.31498363614082336
1,301,0.23077377676963806
1,302,0.22671949863433838
1,303,0.22742033004760742
1,304,0.295684278011322
1,305,0.24499599635601044
1,306,0.19446228444576263
1,307,0.27733802795410156
1,308,0.2560887932777405
1,309,0.2297021597623825
1,310,0.17186224460601807
1,311,0.28663352131843567
1,312,0.26962393522262573
1,313,0.23229868710041046
1,314,0.22774216532707214
1,315,0.18350091576576233
1,316,0.16036354005336761
1,317,0.18132732808589935
1,318,0.15483680367469788
1,319,0.14333476126194
1,320,0.16694380342960358
1,321,0.19619402289390564
1,322,0.22914807498455048
1,323,0.19945822656154633
1,324,0.18079662322998047
1,325,0.18798592686653137
1,326,0.13672734797000885
1,327,0.34697654843330383
1,328,0.5932983756065369
1,329,0.5957802534103394
1,330,0.31647634506225586
1,331,0.34778982400894165
1,332,0.3925969898700714
1,333,0.1767614334821701
1,334,0.25398433208465576
1,335,0.19632603228092194
1,336,0.1921684890985489
1,337,0.20014998316764832
1,338,0.25818705558776855
1,339,0.2899555563926697
1,340,0.3024697005748749
1,341,0.23020625114440918
1,342,0.22806239128112793
1,343,0.33115682005882263
1,344,0.2519848644733429
1,345,0.264385849237442
1,346,0.22745537757873535
1,347,0.23418591916561127
1,348,0.30322250723838806
1,349,0.3168938159942627
1,350,0.2765568792819977
1,351,0.32477766275405884
1,352,0.2476157397031784
1,353,0.34214189648628235
1,354,0.323345422744751
1,355,0.32683470845222473
1,356,0.3255130648612976
1,357,0.28648069500923157
1,358,0.33488649129867554
1,359,0.3064791262149811
1,360,0.27726736664772034
1,361,0.341300904750824
1,362,0.27768954634666443
1,363,0.22959479689598083
1,364,0.26673275232315063
1,365,0.26633700728416443
1,366,0.2763601839542389
1,367,0.2729882001876831
1,368,0.3797072768211365
1,369,0.7096182107925415
1,370,0.4120182991027832
1,371,0.36684173345565796
1,372,0.3173830807209015
1,373,0.3779636323451996
1,374,0.4213825762271881
1,375,0.406452476978302
1,376,0.2817786633968353
1,377,0.27101898193359375
1,378,0.6777505278587341
1,379,0.759088397026062
1,380,0.7778757214546204
1,381,0.9776483178138733
1,382,1.1428931951522827
1,383,0.6659135818481445
1,384,0.7043789029121399
1,385,0.7045108675956726
1,386,0.44295740127563477
1,387,0.4833509027957916
1,388,0.3434949517250061
1,389,0.20803022384643555
1,390,0.22545921802520752
1,391,0.19348807632923126
1,392,0.21705392003059387
1,393,0.19746293127536774
1,394,0.3988044857978821
1,395,0.26828649640083313
1,396,0.37239572405815125
1,397,0.2728038430213928
1,398,0.1878460794687271
1,399,0.1539420336484909
1,400,0.10851166397333145
1,401,0.08703390508890152
1,402,0.19222088158130646
1,403,0.1382714956998825
1,404,0.07699598371982574
1,405,0.11663972586393356
1,406,0.27450719475746155
1,407,0.3318351209163666
1,408,0.19280044734477997
1,409,0.1725633144378662
1,410,0.4164009392261505
1,411,0.5853036642074585
1,412,0.2878553867340088
1,413,0.3186500370502472
1,414,0.42179402709007263
1,415,0.3437032699584961
1,416,0.5445627570152283
1,417,0.21762944757938385
1,418,0.20022454857826233
1,419,0.20377838611602783
1,420,0.260303795337677
1,421,0.17352840304374695
1,422,0.2892257273197174
1,423,0.3195214867591858
1,424,0.4377507269382477
1,425,0.3116866648197174
1,426,0.20395992696285248
1,427,0.30878493189811707
1,428,0.2868686020374298
1,429,0.25726789236068726
1,430,0.16557781398296356
1,431,0.20363450050354004
1,432,0.14898116886615753
1,433,0.11899971216917038
1,434,0.29098591208457947
1,435,0.29445669054985046
1,436,0.3052487373352051
1,437,0.22159649431705475
1,438,0.15409891307353973
1,439,0.20466849207878113
1,440,0.22615721821784973
1,441,0.34500423073768616
1,442,0.3597230911254883
1,443,0.34412869811058044
1,444,0.31789153814315796
1,445,0.1401461362838745
1,446,0.32465261220932007
1,447,0.4054547846317291
1,448,0.3636637032032013
1,449,0.3709540367126465
1,450,0.39863207936286926
1,451,0.34539303183555603
1,452,0.3407253324985504
1,453,0.35629966855049133
1,454,0.19350983202457428
1,455,0.2508006989955902
1,456,0.3698067367076874
1,457,0.37534064054489136
1,458,0.3811914920806885
1,459,0.37684130668640137
1,460,0.37067776918411255
1,461,0.39241519570350647
1,462,0.3682544529438019
1,463,0.48168137669563293
1,464,0.3898811340332031
1,465,0.3660663962364197
1,466,0.46322017908096313
1,467,0.2889692783355713
1,468,0.2653729319572449
1,469,0.23464490473270416
1,470,0.30980557203292847
1,471,0.2559964060783386
1,472,0.3000622093677521
1,473,0.25785574316978455
1,474,0.24042686820030212
1,475,0.33139434456825256
1,476,0.24423016607761383
1,477,0.10886979848146439
1,478,0.14869078993797302
1,479,0.18057814240455627
1,480,0.15078605711460114
1,481,0.10235445946455002
1,482,0.12154700607061386
1,483,0.2645987570285797
1,484,0.14916053414344788
1,485,0.12939469516277313
1,486,0.21082337200641632
1,487,0.16659118235111237
1,488,0.25046783685684204
1,489,0.21818698942661285
1,490,0.40212517976760864
1,491,0.36449265480041504
1,492,0.18192997574806213
1,493,0.17773202061653137
1,494,0.17597602307796478
1,495,0.12630023062229156
1,496,0.28639164566993713
1,497,0.22885863482952118
1,498,0.211348295211792
1,499,0.15995493531227112
1,500,0.23525302112102509
1,501,0.21025261282920837
1,502,0.3113202750682831
1,503,0.43209192156791687
1,504,0.27903446555137634
1,505,0.22294171154499054
1,506,0.1978931427001953
1,507,0.3190307021141052
1,508,0.40914011001586914
1,509,0.37439218163490295
1,510,0.35571569204330444
1,511,0.3406260311603546
1,512,0.37783652544021606
1,513,0.25376662611961365
1,514,0.2964126765727997
1,515,0.2940155863761902
1,516,0.2800212800502777
1,517,0.30520209670066833
1,518,0.2917986512184143
1,519,0.3046555817127228
1,520,0.3248308300971985
1,521,0.3393609821796417
1,522,0.28647395968437195
1,523,0.2507854402065277
1,524,0.2425926774740219
1,525,0.25102582573890686
1,526,0.24959589540958405
1,527,0.24561257660388947
1,528,0.26596125960350037
1,529,0.2672078311443329
1,530,0.267169326543808
1,531,0.299227774143219
1,532,0.2537629306316376
1,533,0.2997749447822571
1,534,0.25296834111213684
1,535,0.578434944152832
1,536,0.4953003525733948
1,537,0.45159491896629333
1,538,0.5241430997848511
1,539,0.39114704728126526
1,540,0.32803916931152344
1,541,0.3897421061992645
1,542,0.5625773072242737
1,543,0.45468831062316895
1,544,0.3919525444507599
1,545,0.48463374376296997
1,546,0.3866593539714813
1,547,0.33082178235054016
1,548,0.36002734303474426
1,549,0.32219094038009644
1,550,0.28255537152290344
1,551,0.37153300642967224
1,552,0.33665844798088074
1,553,0.22584350407123566
1,554,0.22114726901054382
1,555,0.2805957794189453
1,556,0.19239160418510437
1,557,0.22051990032196045
1,558,0.572600245475769
1,559,0.6123851537704468
1,560,0.4761045575141907
1,561,0.5037345290184021
1,562,0.35760003328323364
1,563,0.2737526297569275
1,564,0.2019602507352829
1,565,0.24895243346691132
1,566,0.13918671011924744
1,567,0.2216213196516037
1,568,0.25523364543914795
1,569,0.320812463760376
1,570,0.30726927518844604
1,571,0.2995883822441101
1,572,0.3953821063041687
1,573,0.3319370150566101
1,574,0.4027073085308075
1,575,0.42742919921875
1,576,0.22358901798725128
1,577,0.4513687491416931
1,578,0.43552330136299133
1,579,0.2192244529724121
1,580,0.2676803171634674
1,581,0.33808737993240356
1,582,0.23303239047527313
1,583,0.6713852286338806
1,584,0.6690414547920227
1,585,0.35405832529067993
1,586,0.4430634677410126
1,587,0.3936859667301178
1,588,0.4120492935180664
1,589,0.23286445438861847
1,590,0.3203120529651642
1,591,0.31882598996162415
1,592,0.31276580691337585
1,593,0.2952030301094055
1,594,0.41425174474716187
1,595,0.375778466463089
1,596,0.37639960646629333
1,597,0.40699896216392517
1,598,0.4722248911857605
1,599,0.26345181465148926
1,600,0.24148716032505035
1,601,0.21525628864765167
1,602,0.3501465320587158
1,603,0.3527563512325287
1,604,0.6692903637886047
1,605,0.5598968863487244
1,606,0.580622673034668
1,607,0.5124820470809937
1,608,0.5689341425895691
1,609,0.4573536217212677
1,610,0.42601218819618225
1,611,0.36248478293418884
1,612,0.33813196420669556
1,613,0.5195675492286682
1,614,0.28767523169517517
1,615,0.16634680330753326
1,616,0.23474328219890594
1,617,0.2565244734287262
1,618,0.30773302912712097
1,619,0.22222229838371277
1,620,0.3140023350715637
1,621,0.27980419993400574
1,622,0.15100331604480743
1,623,0.17943234741687775
1,624,0.18448109924793243
1,625,0.22231920063495636
1,626,0.3003024458885193
1,627,0.22981171309947968
1,628,0.2753342092037201
1,629,0.39269882440567017
1,630,0.30543750524520874
1,631,0.30460283160209656
1,632,0.3094603419303894
1,633,0.3037042021751404
1,634,0.28984561562538147
1,635,0.22927136719226837
1,636,0.21845614910125732
1,637,0.2224389761686325
1,638,0.20974943041801453
1,639,0.2551354169845581
1,640,0.33322873711586
1,641,0.35266056656837463
1,642,0.34261825680732727
1,643,0.34455373883247375
1,644,0.2710798382759094
1,645,0.3422542214393616
1,646,0.17527291178703308
1,647,0.2483094036579132
1,648,0.34483280777931213
1,649,0.3552233576774597
1,650,0.23929469287395477
1,651,0.22664594650268555
1,652,0.24091149866580963
1,653,0.24936465919017792
1,654,0.3032757639884949
1,655,0.36138391494750977
1,656,0.35182732343673706
1,657,0.28765445947647095
1,658,0.1898108869791031
1,659,0.2613832354545593
1,660,0.2182130515575409
1,661,0.24288249015808105
1,662,0.36978620290756226
1,663,0.2488531768321991
1,664,0.23767061531543732
1,665,0.25957876443862915
1,666,0.23428797721862793
1,667,0.2679540812969208
1,668,0.2771180272102356
1,669,0.27864477038383484
1,670,0.2870594561100006
1,671,0.2529814839363098
1,672,0.29272690415382385
1,673,0.25115731358528137
1,674,0.3971700668334961
1,675,0.3830417990684509
1,676,0.31395792961120605
1,677,0.3366648554801941
1,678,0.28108686208724976
1,679,0.30555492639541626
1,680,0.2727031111717224
1,681,0.2283266931772232
1,682,0.343752384185791
1,683,0.34196802973747253
1,684,0.37829333543777466
1,685,0.3515908420085907
1,686,0.3298349678516388
1,687,0.313144713640213
1,688,0.34329384565353394
1,689,0.26579585671424866
1,690,0.2656070590019226
1,691,0.2619113624095917
1,692,0.26531919836997986
1,693,0.26456254720687866
1,694,0.27893027663230896
1,695,0.3724605441093445
1,696,0.23306533694267273
1,697,0.2441299706697464
1,698,0.21388673782348633
1,699,0.27547159790992737
1,700,0.3175918757915497
1,701,0.42544034123420715
1,702,0.42723801732063293
1,703,0.34164586663246155
1,704,0.3471972346305847
1,705,0.3938191831111908
1,706,0.3264099657535553
1,707,0.34880146384239197
1,708,0.2298830896615982
1,709,0.310809463262558
1,710,0.29340237379074097
1,711,0.3475988805294037
1,712,0.3856116235256195
1,713,0.37190765142440796
1,714,0.4890969395637512
1,715,0.3724606931209564
1,716,0.3302801549434662
1,717,0.2652512788772583
1,718,0.2627282738685608
1,719,0.3327140808105469
1,720,0.3198244571685791
8,1,0.05007278174161911
8,2,0.06150355935096741
8,3,0.03833290934562683
8,4,0.021206451579928398
8,5,0.10623852163553238
8,6,0.10943140834569931
8,7,0.24968434870243073
8,8,0.28158482909202576
8,9,0.16245238482952118
8,10,0.10774081200361252
8,11,0.0908350795507431
8,12,0.17181898653507233
8,13,0.12657736241817474
8,14,0.2339402288198471
8,15,0.22071559727191925
8,16,0.1224445179104805
8,17,0.07155539095401764
8,18,0.1070159450173378
8,19,0.15258881449699402
8,20,0.18359552323818207
8,21,0.197639599442482
8,22,0.2013629823923111
8,23,0.24682018160820007
8,24,0.246902197599411
8,25,0.09878496080636978
8,26,0.13291949033737183
8,27,0.06473077833652496
8,28,0.10113687813282013
8,29,0.14946648478507996
8,30,0.15758773684501648
8,31,0.4115578830242157
8,32,0.044553421437740326
8,33,0.06881863623857498
8,34,0.03475898876786232
8,35,0.039217378944158554
8,36,0.02899421751499176
8,37,0.03533580154180527
8,38,0.08022431284189224
8,39,0.05433887988328934
8,40,0.011804734356701374
8,41,0.055324189364910126
8,42,0.018478628247976303
8,43,0.09167458862066269
8,44,0.03502984717488289
8,45,0.03926195576786995
8,46,0.06215924024581909
8,47,0.10071705281734467
8,48,0.12674717605113983
8,49,0.07242416590452194
8,50,0.06825446337461472
8,51,0.046084631234407425
8,52,0.04539487510919571
8,53,0.022852981463074684
8,54,0.07065816968679428
8,55,0.09767608344554901
8,56,0.24071113765239716
8,57,0.1124630719423294
8,58,0.11001849919557571
8,59,0.16314555704593658
8,60,0.14690783619880676
8,61,0.08130309730768204
8,62,0.08111546188592911
8,63,0.07628071308135986
8,64,0.08301559835672379
8,65,0.10082865506410599
8,66,0.028037669137120247
8,67,0.07463540136814117
8,68,0.07497141510248184
8,69,0.09930586814880371
8,70,0.08345489203929901
8,71,0.11642033606767654
8,72,0.12861882150173187
8,73,0.1333436220884323
8,74,0.14050228893756866
8,75,0.1260918229818344
8,76,0.10617250204086304
8,77,0.21161715686321259
8,78,0.21294595301151276
8,79,0.21859748661518097
8,80,0.26615047454833984
8,81,0.19212780892848969
8,82,0.2625647485256195
8,83,0.10089368373155594
8,84,0.08738023787736893
8,85,0.12417303770780563
8,86,0.29081007838249207
8,87,0.343267023563385
8,88,0.3195445239543915
8,89,0.42396241426467896
8,90,0.17966865003108978
8,91,0.16170868277549744
8,92,0.17157931625843048
8,93,0.2730851173400879
8,94,0.4364597201347351
8,95,0.4244491159915924
8,96,0.5454067587852478
8,97,0.5677397847175598
8,98,0.5891299247741699
8,99,0.5792217254638672
8,100,0.3408166468143463
8,101,0.1102321669459343
8,102,0.23724892735481262
8,103,0.07657817751169205
8,104,0.07381085306406021
8,105,0.08270690590143204
8,106,0.10300255566835403
8,107,0.18487025797367096
8,108,0.0941251888871193
8,109,0.1324182003736496
8,110,0.09404435008764267
8,111,0.0753180980682373
8,112,0.05312996357679367
8,113,0.15273787081241608
8,114,0.14387449622154236
8,115,0.07896549254655838
8,116,0.10487834364175797
8,117,0.18533048033714294
8,118,0.25019267201423645
8,119,0.25905653834342957
8,120,0.2606613039970398
8,121,0.1556037813425064
8,122,0.24930234253406525
8,123,0.20954644680023193
8,124,0.21065811812877655
8,125,0.1682540625333786
8,126,0.14218224585056305
8,127,0.22427883744239807
8,128,0.0709390789270401
8,129,0.06594560295343399
8,130,0.012010208331048489
8,131,0.05149342864751816
8,132,0.10353796929121017
8,133,0.14250925183296204
8,134,0.11339522898197174
8,135,0.1645394116640091
8,136,0.11126277595758438
8,137,0.05310092493891716
8,138,0.07146277278661728
8,139,0.11989860236644745
8,140,0.138968363404274
8,141,0.08329109102487564
8,142,0.060460250824689865
8,143,0.02903612144291401
8,144,0.08095193654298782
8,145,0.1515285074710846
8,146,0.19557668268680573
8,147,0.2017633467912674
8,148,0.28897055983543396
8,149,0.2195415496826172
8,150,0.26808908581733704
8,151,0.0830056220293045
8,152,0.11360234767198563
8,153,0.08571656048297882
8,154,0.07629157602787018
8,155,0.13009902834892273
8,156,0.19843031466007233
8,157,0.13643419742584229
8,158,0.10887563228607178
8,159,0.13845577836036682
8,160,0.23213636875152588
8,161,0.14213089644908905
8,162,0.17676053941249847
8,163,0.18168549239635468
8,164,0.14590346813201904
8,165,0.14165055751800537
8,166,0.12421844154596329
8,167,0.17579327523708344
8,168,0.16878533363342285
8,169,0.11384428292512894
8,170,0.12923051416873932
8,171,0.16275252401828766
8,172,0.17637693881988525
8,173,0.18488799035549164
8,174,0.17374782264232635
8,175,0.2218574732542038
8,176,0.30503565073013306
8,177,0.30352383852005005
8,178,0.30303025245666504
8,179,0.26002493500709534
8,180,0.19340047240257263
8,181,0.23135800659656525
8,182,0.1826448291540146
8,183,0.14868588745594025
8,184,0.15394343435764313
8,185,0.1629885584115982
8,186,0.2223874032497406
8,187,0.28065070509910583
8,188,0.3596239387989044
8,189,0.3138177692890167
8,190,0.28393644094467163
8,191,0.21236896514892578
8,192,0.19542881846427917
8,193,0.20730240643024445
8,194,0.19584624469280243
8,195,0.22579945623874664
8,196,0.16192872822284698
8,197,0.207041397690773
8,198,0.3083241581916809
8,199,0.19312098622322083
8,200,0.18017151951789856
8,201,0.22077682614326477
8,202,0.18086007237434387
8,203,0.17106103897094727
8,204,0.17772173881530762
8,205,0.22749856114387512
8,206,0.18288469314575195
8,207,0.2262890487909317
8,208,0.2796543538570404
8,209,0.23935618996620178
8,210,0.22591567039489746
8,211,0.18911872804164886
8,212,0.1951192170381546
8,213,0.25065723061561584
8,214,0.2487974464893341
8,215,0.39313459396362305
8,216,0.3303930461406708
8,217,0.1922289878129959
8,218,0.14394770562648773
8,219,0.2099592685699463
8,220,0.20012453198432922
8,221,0.30956941843032837
8,222,0.1996050626039505
8,223,0.18279454112052917
8,224,0.17913934588432312
8,225,0.16180236637592316
8,226,0.12732192873954773
8,227,0.12306622415781021
8,228,0.11746952682733536
8,229,0.1277785450220108
8,230,0.18507133424282074
8,231,0.1778469830751419
8,232,0.2691614627838135
8,233,0.19029244780540466
8,234,0.16822372376918793
8,235,0.14013871550559998
8,236,0.19692395627498627
8,237,0.18531958758831024
8,238,0.1921081840991974
8,239,0.17914332449436188
8,240,0.16887667775154114
8,241,0.15658605098724365
8,242,0.13806477189064026
8,243,0.13361966609954834
8,244,0.17404024302959442
8,245,0.1757749617099762
8,246,0.1927870362997055
8,247,0.16770796477794647
8,248,0.1938672810792923
8,249,0.4816139340400696
8,250,0.41398170590400696
8,251,0.1730545610189438
8,252,0.2128257006406784
8,253,0.22668753564357758
8,254,0.2308807075023651
8,255,0.28336670994758606
8,256,0.24460665881633759
8,257,0.28792688250541687
8,258,0.21190635859966278
8,259,0.2231060266494751
8,260,0.1863495260477066
8,261,0.17245151102542877
8,262,0.1962536871433258
8,263,0.23784412443637848
8,264,0.1971033364534378
8,265,0.15840761363506317
8,266,0.18306228518486023
8,267,0.2598232924938202
8,268,0.19394506514072418
8,269,0.268149733543396
8,270,0.19145965576171875
8,271,0.1580081731081009
8,272,0.1645573079586029
8,273,0.14106835424900055
8,274,0.18030378222465515
8,275,0.11045297235250473
8,276,0.1740419864654541
8,277,0.20912612974643707
8,278,0.13731099665164948
8,279,0.14891645312309265
8,280,0.12206991761922836
8,281,0.18432272970676422
8,282,0.1912936419248581
8,283,0.14448979496955872
8,284,0.3871404230594635
8,285,0.4250354766845703
8,286,0.2342766970396042
8,287,0.18643103539943695
8,288,0.21798919141292572
8,289,0.18404950201511383
8,290,0.2583359181880951
8,291,0.15056999027729034
8,292,0.24771077930927277
8,293,0.18409405648708344
8,294,0.2216087132692337
8,295,0.2502124011516571
8,296,0.21650491654872894
8,297,0.23459580540657043
8,298,0.14741484820842743
8,299,0.10833872109651566
8,300,0.1680409163236618
8,301,0.09589719027280807
8,302,0.08549170941114426
8,303,0.08658135682344437
8,304,0.14815083146095276
8,305,0.13150504231452942
8,306,0.08766192942857742
8,307,0.16144482791423798
8,308,0.13176146149635315
8,309,0.13794223964214325
8,310,0.07144884020090103
8,311,0.1389203667640686
8,312,0.1387699544429779
8,313,0.16895434260368347
8,314,0.1373894363641739
8,315,0.10414420068264008
8,316,0.12568308413028717
8,317,0.15844599902629852
8,318,0.15681661665439606
8,319,0.14526209235191345
8,320,0.1756376326084137
8,321,0.18466030061244965
8,322,0.2962626516819
8,323,0.22751595079898834
8,324,0.23085619509220123
8,325,0.18098293244838715
8,326,0.1562313288450241
8,327,0.39299073815345764
8,328,0.6740928292274475
8,329,0.6190382242202759
8,330,0.3578135669231415
8,331,0.3511691987514496
8,332,0.43483081459999084
8,333,0.203886017203331
8,334,0.22873394191265106
8,335,0.2084137350320816
8,336,0.22623006999492645
8,337,0.2349875271320343
8,338,0.24958543479442596
8,339,0.2989017367362976
8,340,0.3570753037929535
8,341,0.2678362727165222
8,342,0.27142569422721863
8,343,0.4382997453212738
8,344,0.34316110610961914
8,345,0.3331279754638672
8,346,0.3005242347717285
8,347,0.3295741379261017
8,348,0.35951974987983704
8,349,0.34740447998046875
8,350,0.3618365228176117
8,351,0.4093165695667267
8,352,0.35768380761146545
8,353,0.39782360196113586
8,354,0.40499645471572876
8,355,0.37519344687461853
8,356,0.41137728095054626
8,357,0.42704343795776367
8,358,0.44839954376220703
