measure,step_weight_sum,step_weight_first,step_weight_last,first_to_last_weight_ratio,offblock_fro_ratio,offblock_energy_fraction,max_cross_scale_block_fro,trace_preservation_abs,component_quadratic_identity_max_abs,random_error_relative_risk_gap_mean,random_error_relative_risk_gap_max
delta_720,0.9999999999999998,0.001388888888888889,0.001388888888888889,1.0,3.0497804452672885e-16,9.301160764334769e-32,2.4076686664192593e-18,0.0,4.440892098500626e-16,1.3326909662284802e-16,4.401811393820596e-16
uniform_h,1.0000000000000002,0.009940501611951499,1.9290123456790124e-06,5153.156035635657,0.058786216960966566,0.0034558193045815537,0.0011611178346309394,4.440892098500626e-16,1.1102230246251565e-15,0.0030911935400580867,0.019291515407197746
log_uniform_h,1.0,0.22963659824589325,2.695219937615503e-07,852014.3200226391,0.45293910952515665,0.20515383693746309,0.05183540421630152,1.1102230246251565e-15,1.9984014443252818e-15,0.10783161522083873,0.4626961556481665
benchmark_h,1.0,0.004997519841269841,0.00034722222222222224,14.39285714285714,0.04979728975250173,0.0024797700666946507,0.0009097484568926681,3.774758283725532e-15,7.771561172376096e-16,0.0026858717197519428,0.014502931044091864
