epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.42087486228256515,0.3606585959593455,0.8104330159046433,0.39389232495291665,0.7694334589848013,0.6637885570526123,0.5485085844993591
2,0.3648914531099074,0.33267045720960153,0.48718960199392203,0.1572302948175506,0.3073432728873961,0.6697981357574463,0.5537172555923462
3,0.3475713448768312,0.323786142536185,0.3719337776754842,0.10377028333305409,0.20267623747614297,0.6813812851905823,0.5570142865180969
4,0.33413703536445444,0.31466446162173245,0.31487199596383353,0.07457944563110218,0.14540885481983423,0.6784868240356445,0.5525841116905212
5,0.32134738756400166,0.30500243773514574,0.27186883782798593,0.055030162559088436,0.10748047889633612,0.7067227363586426,0.559191107749939
6,0.30884823778813536,0.2946192169505538,0.24257729789524368,0.04200313538030693,0.08191532441273783,0.7261796593666077,0.5665336847305298
7,0.2983987712950418,0.2856736541020148,0.2213254640951301,0.03317686495596938,0.06478151309332161,0.7703813910484314,0.5789598226547241
8,0.28911357068202714,0.27751219650786935,0.20510213099645846,0.026925372199691607,0.05254988368092613,0.8072860836982727,0.5890441536903381
9,0.28148691542446613,0.27077136826560355,0.19209268644000543,0.022218261630217912,0.043354637497528034,0.8009815812110901,0.5886535048484802
10,0.27399967921276885,0.264004060998559,0.18126733104387918,0.01864500932931674,0.03637950922447172,0.8324044346809387,0.5977697372436523
11,0.26760181897517404,0.25818785415454343,0.17238365565285538,0.015895635372902634,0.03100569408640943,0.7937952876091003,0.5880852937698364
