scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.47498226165771484,0.43201372027397156,0.529440701007843,0.018126100301742554,0.4204130470752716
