target_horizon,segment_start,segment_end,mse,mae,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0,96,0.11534257233142853,0.23161308467388153,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,0,96,0.11534257233142853,0.23161308467388153,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,96,192,0.20001733303070068,0.3078819513320923,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,0,96,0.11534257233142853,0.23161308467388153,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,96,192,0.20001733303070068,0.3078819513320923,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,192,288,0.2588881254196167,0.3496720790863037,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,288,336,0.2911551892757416,0.3722110390663147,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,0,96,0.11534257233142853,0.23161308467388153,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,96,192,0.20001733303070068,0.3078819513320923,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,192,288,0.2588881254196167,0.3496720790863037,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,288,384,0.299818217754364,0.37693750858306885,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,384,480,0.3405154347419739,0.3976427912712097,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,480,576,0.37376630306243896,0.41194748878479004,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,576,672,0.39687401056289673,0.4201514422893524,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,672,720,0.41435274481773376,0.42942169308662415,unified,CPSI_iscf_v1_cpsi,ETTm2,720,best-val,val,1,method_screening,stage_c_iscf_v1_cpsi_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
