epoch,train_loss,mse,mae
1,0.2876325552176712,0.4029064178466797,0.4291505217552185
2,0.250041088551507,0.38837143778800964,0.4172235429286957
3,0.23889119009998508,0.39673542976379395,0.42184850573539734
4,0.23134577621642807,0.3830707371234894,0.41387712955474854
5,0.22515005439071728,0.38334646821022034,0.4137960970401764
6,0.2195362543925307,0.3850492537021637,0.41270574927330017
7,0.21381484952412153,0.3870198428630829,0.41603338718414307
8,0.20850543128816704,0.4022945761680603,0.42520830035209656
9,0.20311239619452254,0.4194324314594269,0.4325003921985626
10,0.19778862119393242,0.42660555243492126,0.43699711561203003
11,0.19300698685018639,0.4197889268398285,0.4325025975704193
12,0.18831924489118101,0.4357486665248871,0.4411112070083618
13,0.18437130390701437,0.43036502599716187,0.4359290301799774
14,0.1797338472609233,0.4428943395614624,0.44230547547340393
