epoch,train_loss,train_prediction_loss,train_future_local_alignment_loss,train_future_relation_alignment_loss,train_future_reconstruction_loss,train_future_raw_reconstruction_loss,train_future_normalized_reconstruction_loss,train_future_alignment_confidence_mean,train_error_energy_loss,train_error_smoothness_loss,val_mean_mse,epoch_elapsed_sec,elapsed_sec,train_steps_h96,train_steps_h192,train_steps_h336,train_steps_h720,val_mse_h96,val_mae_h96,val_mse_h192,val_mae_h192,val_mse_h336,val_mae_h336,val_mse_h720,val_mae_h720
1,0.24972318436696447,0.24972318436696447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6237726584076881,104.53080674493685,104.53081269201357,273,257,272,254,0.39149805903434753,0.42068877816200256,0.5119571685791016,0.4803290069103241,0.65058833360672,0.5404502153396606,0.9410470724105835,0.6428506970405579
2,0.2161678266147095,0.2161678266147095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662751816213131,103.35483449907042,207.89152975706384,265,233,261,297,0.3975878655910492,0.42550599575042725,0.5388137102127075,0.49221161007881165,0.7000799179077148,0.5600996017456055,1.0145257711410522,0.6691739559173584
3,0.187633754579689,0.187633754579689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6919037997722626,101.3604574999772,309.25272093107924,245,286,251,274,0.4134945869445801,0.434956818819046,0.5648612380027771,0.5045102834701538,0.7348691821098328,0.5735692381858826,1.0543901920318604,0.684991180896759
4,0.16461926810161182,0.16461926810161182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7202029004693031,99.03199976996984,408.2864237750182,245,296,270,245,0.4460783302783966,0.4507688581943512,0.5930229425430298,0.5195836424827576,0.7622774839401245,0.5884813070297241,1.0794328451156616,0.6964961886405945
5,0.15234880241085635,0.15234880241085635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7413568422198296,99.45359981898218,507.74090714310296,267,257,267,265,0.46093127131462097,0.45541274547576904,0.6174578070640564,0.5277464985847473,0.7908499836921692,0.596443235874176,1.0961883068084717,0.7016499042510986
6,0.13990015006680606,0.13990015006680606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7478533089160919,99.28263476595748,607.0251370130572,234,303,268,251,0.4653255343437195,0.4595414996147156,0.6254571080207825,0.5329574346542358,0.7931171655654907,0.6018595099449158,1.107513427734375,0.7103652954101562
7,0.13293268869870878,0.13293268869870878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7530438080430031,99.150687814923,706.1766088610748,265,256,263,272,0.47147247195243835,0.4635479748249054,0.6291799545288086,0.5365145802497864,0.7989403605461121,0.60515296459198,1.1125824451446533,0.7105722427368164
8,0.12446466451299122,0.12446466451299122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7519680112600327,97.46259533194825,803.6399323180085,263,268,257,268,0.4714878797531128,0.4653801918029785,0.6318350434303284,0.5381125211715698,0.7924541234970093,0.6025365591049194,1.1120949983596802,0.7103442549705505
9,0.11737122515456355,0.11737122515456355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7802073135972023,97.69801429694053,901.3387744030915,264,273,257,262,0.49810734391212463,0.47520318627357483,0.6587505340576172,0.5491824746131897,0.8243547677993774,0.6129246354103088,1.13961660861969,0.7167947888374329
10,0.10983377548682531,0.10983377548682531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7621599286794662,98.18061116500758,999.5201900510583,267,276,268,245,0.4861851930618286,0.47120264172554016,0.6450355648994446,0.5449426770210266,0.8003486394882202,0.6066675782203674,1.1170703172683716,0.7109843492507935
11,0.10463351626160809,0.10463351626160809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7731289938092232,98.37474839400966,1097.8956576040946,286,267,254,249,0.4952085316181183,0.4734325706958771,0.6561893820762634,0.5475652813911438,0.8120653033256531,0.6082148551940918,1.129052758216858,0.7120121121406555
