dataset,comparison,feature,positive_count,negative_count,positive_mean,negative_mean,standardized_mean_diff,rank_auc_abs,horizon,is_known_short_gap,aligned_mse,positive_group_mse,positive_group,negative_group
ETTh2,h96_short_extra_vs_h720_aligned,history_mean,624,2161,-1.2216064263410307,-1.2730606726060119,0.3553882809572718,0.6796028666690397,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h96_short_extra_vs_h720_aligned,history_std,624,2161,1.351521239212349,1.1971671022118087,3.5650843421892566,0.9942497537939463,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h96_short_extra_vs_h720_aligned,history_abs_mean,624,2161,1.3808394740895398,1.34642939609255,0.3679508873248891,0.6095720760806369,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h96_short_extra_vs_h720_aligned,history_last_abs_mean,624,2161,1.4652996712499702,1.32985395688333,0.45215673515935134,0.6227344593552367,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h96_short_extra_vs_h720_aligned,history_recent_mean,624,2161,-1.3381424938705138,-1.2456638983479,-0.32138399505448423,0.5447286690634678,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h96_short_extra_vs_h720_aligned,history_recent_std,624,2161,1.2996843807544696,1.1806455550477388,0.7815906193594427,0.752192865363851,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h96_short_extra_vs_h720_aligned,history_recent_minus_previous_mean,624,2161,-0.003043929130774533,0.0028026084025769924,-0.02154391957204989,0.5447627819504266,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h96_short_extra_vs_h720_aligned,history_second_minus_first_mean,624,2161,-0.19974822685334,0.043009644403288236,-0.8071848117878343,0.6626265143155472,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h96_short_extra_vs_h720_aligned,history_slope_abs_mean,624,2161,0.4425472962360332,0.20100484375660377,1.8555206140574572,0.8930649983981774,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h96_short_extra_vs_h720_aligned,window_index_norm,624,2161,0.8881106321839081,0.3879310344827586,3.032884161394266,1.0,96,False,0.24975197521179723,0.49542089386503235,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,history_mean,528,2161,-1.1904040844967134,-1.2730606726060119,0.6021669944105855,0.7691514871061377,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,history_std,528,2161,1.3609656081829835,1.1971671022118087,3.992495191462244,0.9977677632409239,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,history_abs_mean,528,2161,1.3617194165131714,1.34642939609255,0.1698340216920552,0.5559943488564497,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,history_last_abs_mean,528,2161,1.475519997187976,1.32985395688333,0.47534992404487963,0.6269447716405143,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,history_recent_mean,528,2161,-1.318073620782155,-1.2456638983479,-0.24299539555945499,0.5055188044255605,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,history_recent_std,528,2161,1.3558529200721083,1.1806455550477388,1.4543374512585914,0.8607660945409673,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,history_recent_minus_previous_mean,528,2161,-0.030593088290670745,0.0028026084025769924,-0.12000477281678497,0.511497728324429,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,history_second_minus_first_mean,528,2161,-0.14368713211502707,0.043009644403288236,-0.6267944925525312,0.6067906622915877,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,history_slope_abs_mean,528,2161,0.418008420128132,0.20100484375660377,1.685433803527685,0.8736222708342097,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h192_short_extra_vs_h720_aligned,window_index_norm,528,2161,0.9019717261904763,0.40178571428571425,2.9608794949595727,1.0,192,False,0.2939355667038069,0.676444585498784,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,history_mean,384,2161,-1.1760139522561743,-1.2730606726060119,0.7054995359823552,0.7913774487120161,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,history_std,384,2161,1.3696444981086386,1.1971671022118087,4.136664459240451,0.9969487505784359,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,history_abs_mean,384,2161,1.348951824035663,1.34642939609255,0.027771279866543572,0.5113433691963597,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,history_last_abs_mean,384,2161,1.3691682426325704,1.32985395688333,0.15310848156753892,0.5370849722350763,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,history_recent_mean,384,2161,-1.1710384542654955,-1.2456638983479,0.3076166486090745,0.6655399217183403,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,history_recent_std,384,2161,1.3584835201077177,1.1806455550477388,1.412417479018904,0.8471157739472467,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,history_recent_minus_previous_mean,384,2161,0.037009884411028385,0.0028026084025769924,0.14861472601567632,0.5745194161653555,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,history_second_minus_first_mean,384,2161,-0.08579778797494586,0.043009644403288236,-0.42407106527186295,0.5381671294153941,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,history_slope_abs_mean,384,2161,0.4139685853906096,0.20100484375660377,1.8238784782760142,0.8787200659416936,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTh2,h336_short_extra_vs_h720_aligned,window_index_norm,384,2161,0.9247248427672957,0.42452830188679247,2.8402605691515768,1.0,336,False,0.3263934732813481,0.7009637145295151,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,history_mean,624,10801,-0.30971284178910935,0.05038737289036813,-3.2215144483524534,0.9976193740370668,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,history_std,624,10801,1.0159509757483953,1.0296035928124232,-0.10322538015212906,0.5208517314398714,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,history_abs_mean,624,10801,0.7447076473163984,0.7946078639558825,-0.5110631102449116,0.6272874484556273,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,history_last_abs_mean,624,10801,0.7125156822560749,0.7963151273047797,-0.2679873524115795,0.5664735458967475,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,history_recent_mean,624,10801,-0.28066434098418674,0.047090204871436114,-1.1203480830467192,0.7828673270993427,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,history_recent_std,624,10801,0.888887564261039,0.975958542904002,-0.3399438320948858,0.5991846374623433,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,history_recent_minus_previous_mean,624,10801,0.011756514899176894,0.00019235325657167182,0.02628849055011394,0.5151202761377746,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,history_second_minus_first_mean,624,10801,0.0008441091333292211,-0.0035434950170785923,0.019250117133157833,0.509584820019039,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,history_slope_abs_mean,624,10801,0.25524921742932594,0.18834375678573442,0.6791612939723798,0.674477256379395,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h96_short_extra_vs_h720_aligned,window_index_norm,624,10801,0.9727328431372549,0.47268907563025214,2.586689595057574,1.0,96,True,0.28417394492911296,0.549860348651057,short_only_extra_windows,h720_aligned_windows
ETTm1,h192_short_extra_vs_h720_aligned,history_mean,528,10801,-0.31865106377554914,0.05038737289036813,-3.270886800510848,0.9974243055497106,192,False,0.318111375956115,0.565949853312613,short_only_extra_windows,h720_aligned_windows
ETTm1,h192_short_extra_vs_h720_aligned,history_std,528,10801,1.0261952822822218,1.0296035928124232,-0.02543745265089159,0.5047216096713828,192,False,0.318111375956115,0.565949853312613,short_only_extra_windows,h720_aligned_windows
ETTm1,h192_short_extra_vs_h720_aligned,history_abs_mean,528,10801,0.7504894424641703,0.7946078639558825,-0.44837436963115374,0.6026998762740824,192,False,0.318111375956115,0.565949853312613,short_only_extra_windows,h720_aligned_windows
ETTm1,h192_short_extra_vs_h720_aligned,history_last_abs_mean,528,10801,0.719537246349551,0.7963151273047797,-0.24090814696280752,0.5633970830422548,192,False,0.318111375956115,0.565949853312613,short_only_extra_windows,h720_aligned_windows
ETTm1,h192_short_extra_vs_h720_aligned,history_recent_mean,528,10801,-0.31501306903930765,0.047090204871436114,-1.2261355838686572,0.804858486728221,192,False,0.318111375956115,0.565949853312613,short_only_extra_windows,h720_aligned_windows
ETTm1,h192_short_extra_vs_h720_aligned,history_recent_std,528,10801,0.8964591385939398,0.975958542904002,-0.30231995494886044,0.593244382534726,192,False,0.318111375956115,0.565949853312613,short_only_extra_windows,h720_aligned_windows
