dataset,comparison,feature,positive_count,negative_count,positive_mean,negative_mean,standardized_mean_diff,rank_auc_abs,horizon,segment,is_known_h720_segment_gap,positive_group_mse,aligned_mse,positive_group,negative_group
ETTh2,h720_97-192_top_quartile_error,history_recent_mean,541,1620,-1.0930530426909875,-1.2966283877987577,0.7717311110571824,0.7161977134250702,720,97-192,False,0.7633548955759892,0.19611142127588257,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_97-192_top_quartile_error,history_recent_std,541,1620,1.1591849863291717,1.1878123252185688,-0.2634162285538022,0.531591018005066,720,97-192,False,0.7633548955759892,0.19611142127588257,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_97-192_top_quartile_error,history_recent_minus_previous_mean,541,1620,-0.02174653515783746,0.011000810048369713,-0.14375968596036495,0.5267759749891605,720,97-192,False,0.7633548955759892,0.19611142127588257,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_97-192_top_quartile_error,history_second_minus_first_mean,541,1620,0.07559488964770925,0.03212778163956493,0.22263551627341108,0.5022934209625523,720,97-192,False,0.7633548955759892,0.19611142127588257,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_97-192_top_quartile_error,history_slope_abs_mean,541,1620,0.2388351288779286,0.18837139668830954,0.4122176711686276,0.6596357910590812,720,97-192,False,0.7633548955759892,0.19611142127588257,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_97-192_top_quartile_error,window_index_norm,541,1620,0.740323988498665,0.41974365569272976,1.3530766680926463,0.8204319846648866,720,97-192,False,0.7633548955759892,0.19611142127588257,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,history_mean,541,1620,-1.1927327589319827,-1.299886228962586,0.6922556520121549,0.7819321786358139,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,history_std,541,1620,1.2123308882905126,1.192103146490464,0.4854910323825962,0.6460395700691449,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,history_abs_mean,541,1620,1.295070599616704,1.3635806978786198,-0.755956648832557,0.7543574998288491,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,history_last_abs_mean,541,1620,1.2519962155087658,1.3558545976757,-0.44255914775917043,0.6025935053969558,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,history_recent_mean,541,1620,-1.130705269609246,-1.2840544033772896,0.6013948102022747,0.610337509413295,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,history_recent_std,541,1620,1.206022962971952,1.1721707540063813,0.37445291605516445,0.6652598069418771,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,history_recent_minus_previous_mean,541,1620,-0.0017225182644858479,0.004313777246330694,-0.029630331589383045,0.521414390360786,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,history_second_minus_first_mean,541,1620,0.12142145136594877,0.01682397306575779,0.5312468800504876,0.5613849524200726,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,history_slope_abs_mean,541,1620,0.25152368387005236,0.18413404591624843,0.5235312691681154,0.6494237922457269,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_193-336_top_quartile_error,window_index_norm,541,1620,0.70809029917163,0.43050811614083234,1.165939523132722,0.7774537322288401,720,193-336,True,0.7530923820997195,0.2416267685213817,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,history_mean,541,1620,-1.1906267930836452,-1.300589517557617,0.5054481092170973,0.5329225713698912,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,history_std,541,1620,1.2263751466412056,1.1874130577449546,0.9877359749584939,0.7473483033248899,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,history_abs_mean,541,1620,1.3286891576288917,1.352353759678253,-0.17085834680763473,0.5123376919741677,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,history_last_abs_mean,541,1620,1.3169889912120338,1.3341502201105964,-0.06282374428193432,0.526689258574656,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,history_recent_mean,541,1620,-1.159743631058343,-1.2743570246464495,0.4087731008177197,0.6505419775906529,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,history_recent_std,541,1620,1.1742909763867078,1.1827676705141696,-0.0869715793770029,0.5264154172656945,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,history_recent_minus_previous_mean,541,1620,-0.012486731082945256,0.007908492761631032,-0.07593079825856493,0.5601891787042742,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,history_second_minus_first_mean,541,1620,0.05548301371697699,0.0388441550213712,0.07133661766027967,0.5882476438237375,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,history_slope_abs_mean,541,1620,0.30557554755561045,0.16608339267310837,1.262857184624474,0.8288354898336414,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTh2,h720_337-720_top_quartile_error,window_index_norm,541,1620,0.7594141507496406,0.4133684842249657,1.5438151961810493,0.8458855343328541,720,337-720,True,0.8264503497939872,0.36969631383075374,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,history_mean,2701,8100,0.09379116907813985,0.03591408233442104,0.44298770165697154,0.6298522723636879,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,history_std,2701,8100,1.0428052537858963,1.025201409319911,0.10615279302369414,0.5009903967894835,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,history_abs_mean,2701,8100,0.8188730893918138,0.7865164597703946,0.2495938572477808,0.5571502095703009,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,history_last_abs_mean,2701,8100,0.8111370040719815,0.7913726718543833,0.05672035089797958,0.5262377445939089,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,history_recent_mean,2701,8100,0.08756786126050563,0.03359265550021674,0.18866393680156396,0.556359738734168,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,history_recent_std,2701,8100,1.0178785959890022,0.9619800165604729,0.20476569674960374,0.56507178411288,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,history_recent_minus_previous_mean,2701,8100,-0.04057517668613079,0.013786562932527148,-0.12806435674369146,0.5344472783285569,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,history_second_minus_first_mean,2701,8100,0.03622410800103589,-0.01680427227040294,0.32284502437540924,0.5927846110951134,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,history_slope_abs_mean,2701,8100,0.20240097606360594,0.18365628156727382,0.21303450125099566,0.5506446172199597,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_1-96_top_quartile_error,window_index_norm,2701,8100,0.5900432624405226,0.46997446273433924,0.4504797959850368,0.6200576832540303,720,1-96,False,0.5272635272101686,0.20311407300225606,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,history_mean,2701,8100,0.0935212094364336,0.036004102210007286,0.4470207377612266,0.6302782234289084,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,history_std,2701,8100,1.029529331022076,1.0296283559106612,-0.0006055884390074032,0.5399030994464784,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,history_abs_mean,2701,8100,0.809268664876802,0.7897191203401535,0.15184722349848723,0.5159810495426934,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,history_last_abs_mean,2701,8100,0.8165910777704416,0.7895539739457981,0.0764419565749095,0.52567503576636,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,history_recent_mean,2701,8100,0.10779320103152053,0.026848378621017837,0.2967723410698786,0.5864152737212098,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,history_recent_std,2701,8100,0.9802647292664567,0.9745226158219045,0.02062635058209397,0.5009063401300844,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,history_recent_minus_previous_mean,2701,8100,-0.022548541715032892,0.007775459098337587,-0.07153670502824012,0.5190931113762164,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,history_second_minus_first_mean,2701,8100,0.03437734415174282,-0.016188456325101637,0.3121804822108606,0.5868382994867013,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,history_slope_abs_mean,2701,8100,0.19177769211841342,0.18719868773220774,0.053509270920976404,0.5127517928887791,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_97-192_top_quartile_error,window_index_norm,2701,8100,0.5973145748488213,0.4675497942386831,0.48362227139160463,0.6297527664650953,720,97-192,False,0.6428412153075107,0.255082103388586,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,history_mean,2701,8100,0.08002128717362945,0.040505742954678146,0.29936844202915197,0.58819920376998,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,history_std,2701,8100,1.0241126813841528,1.0314345745121467,-0.048455722541719974,0.531061563846952,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,history_abs_mean,2701,8100,0.7993482137645046,0.7930271621246369,0.05305936397621029,0.5266945027219,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,history_last_abs_mean,2701,8100,0.842395388824967,0.7809493512102089,0.17867554063357366,0.5694307092480608,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,history_recent_mean,2701,8100,0.12258105993635367,0.0219172666578136,0.36223971305641467,0.6176181661113168,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,history_recent_std,2701,8100,0.9643784219712639,0.9798200128594743,-0.059444884892672537,0.5000501871734748,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,history_recent_minus_previous_mean,2701,8100,0.08892678380881051,-0.029396745128810686,0.27634184305828063,0.582787307855801,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,history_second_minus_first_mean,2701,8100,0.01827228311538669,-0.01081811436717597,0.1731815006220363,0.5594251786032608,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,history_slope_abs_mean,2701,8100,0.18303957151528572,0.19011247338023832,-0.0833880654148693,0.5273091813274462,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_193-336_top_quartile_error,window_index_norm,2701,8100,0.6411556419433131,0.45293069272976677,0.7096102266645787,0.6882075225910842,720,193-336,False,0.7393070993190686,0.29439100718092076,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,history_mean,2701,8100,0.10109716651564452,0.033477847880260536,0.5248288646746788,0.6481407891910175,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,history_std,2701,8100,1.0594748068891806,1.0196428336492973,0.25158728125518653,0.5344580196634992,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,history_abs_mean,2701,8100,0.8304101366220422,0.7826693530334999,0.3751514578677737,0.5924008026291131,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,history_last_abs_mean,2701,8100,0.8282378234629197,0.7856702875118001,0.12648155351326434,0.5629300533410122,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,history_recent_mean,2701,8100,0.049068495225276204,0.0464305305201124,0.009354134875508584,0.5202546381998436,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,history_recent_std,2701,8100,1.0279901457974876,0.958608251618162,0.2653976213868559,0.5976003400660935,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,history_recent_minus_previous_mean,2701,8100,-0.052320528462744535,0.017703130234827603,-0.16066538027637567,0.540858986840722,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,history_second_minus_first_mean,2701,8100,-0.01973021296095948,0.0018540759911216907,-0.1250979627412967,0.5144275325553864,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,history_slope_abs_mean,2701,8100,0.1902489013659379,0.18770847338929866,0.028972396059836678,0.5036629780465397,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
ETTm1,h720_337-720_top_quartile_error,window_index_norm,2701,8100,0.7151321184197895,0.4282627343392775,1.2198489668699017,0.7868428245597195,720,337-720,True,0.8144829865330074,0.3567956593651115,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,history_mean,2455,7365,-0.17315617928138197,-0.23558878572045436,0.31742702500160247,0.5884087091060681,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,history_std,2455,7365,0.678607535016634,0.7042782940671692,-0.20236429841630144,0.5612617059549834,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,history_abs_mean,2455,7365,0.5508115357493011,0.5989102383513363,-0.3259027695359823,0.5884207106048728,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,history_last_abs_mean,2455,7365,0.5700502525457591,0.6022622717482663,-0.15993772391913796,0.5509276411939003,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,history_recent_mean,2455,7365,-0.17457218961844115,-0.2409831269900493,0.3009950329904216,0.5836827732864335,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,history_recent_std,2455,7365,0.6873970032461016,0.6820649530149744,0.027622771307930158,0.509600341793837,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,history_recent_minus_previous_mean,2455,7365,0.007918822460849975,-0.00456723958911187,0.100581296071778,0.5246286517809367,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,history_second_minus_first_mean,2455,7365,-0.009683425346844061,-0.0035328898325180753,-0.052606180611114155,0.5208083037098181,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,history_slope_abs_mean,2455,7365,0.2103589235712515,0.19287088403016475,0.15969040185343264,0.5128130932480508,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_1-96_top_quartile_error,window_index_norm,2455,7365,0.551489454026225,0.48283684865792503,0.22560095132784944,0.568645614267957,720,1-96,False,0.32465315808177336,0.0883990693398562,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,history_mean,2455,7365,-0.1293486380696421,-0.25019129945770097,0.6212318342575394,0.662495067356338,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,history_std,2455,7365,0.6729128022397626,0.7061765383261264,-0.26455482870568403,0.5865474259688652,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,history_abs_mean,2455,7365,0.5386741323715672,0.6029560394772476,-0.44521330984572943,0.617616043293886,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,history_last_abs_mean,2455,7365,0.55159223972515,0.6084149426884693,-0.28375208009921205,0.581557235949743,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,history_recent_mean,2455,7365,-0.14956933966931021,-0.24931741030642626,0.4515555757481227,0.6253829487461338,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,history_recent_std,2455,7365,0.6465242084952327,0.6956892179319305,-0.2666520053725184,0.5686877577798886,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,history_recent_minus_previous_mean,2455,7365,-0.006931676599740831,0.0003829267644184015,-0.060129547376985476,0.5108179685112749,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,history_second_minus_first_mean,2455,7365,-0.016296615059752367,-0.0013284932615486413,-0.12174298534985076,0.5280171671208709,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,history_slope_abs_mean,2455,7365,0.23418106974284497,0.18493016863963357,0.44022597871020475,0.593314612101327,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_97-192_top_quartile_error,window_index_norm,2455,7365,0.5154558610649083,0.4948480463116973,0.06610266871596719,0.5206057161977371,720,97-192,False,0.49897928048196677,0.14392332401363117,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,history_mean,2455,7365,-0.11589216380554038,-0.2546767908790682,0.7073754649379216,0.682789104077053,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,history_std,2455,7365,0.6760966825381385,0.7051152448933344,-0.23446286887420165,0.5735935501622553,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,history_abs_mean,2455,7365,0.5369170683801144,0.6035417274743986,-0.47160387857633135,0.6269246712377444,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,history_last_abs_mean,2455,7365,0.5418536274344862,0.6116611467853573,-0.3461109017928786,0.5990180893558597,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,history_recent_mean,2455,7365,-0.15068290561705308,-0.24894622165717867,0.4373705864815262,0.6150054684248586,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,history_recent_std,2455,7365,0.6344777616247386,0.6997047002220954,-0.3520434643552756,0.5954966173194901,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,history_recent_minus_previous_mean,2455,7365,-0.0155277057584198,0.003248269817311389,-0.15280860357728973,0.5410041714886975,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,history_second_minus_first_mean,2455,7365,-0.029535419156449434,0.0030844414373503806,-0.2677912442573699,0.5523724114854897,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,history_slope_abs_mean,2455,7365,0.23191152610555166,0.18568668318539802,0.41273580511825714,0.5886372906478182,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_193-336_top_quartile_error,window_index_norm,2455,7365,0.513463630614323,0.49551212312855913,0.05670101678595909,0.5179496794300118,720,193-336,False,0.6840734159904005,0.18943267197050007,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_337-720_top_quartile_error,history_mean,2455,7365,-0.09776395737437556,-0.26071952635612317,0.8674139539025215,0.7259894115808933,720,337-720,False,0.7399288487479546,0.2722115097869064,top_quartile_segment_error,lower_three_quartiles_segment_error
Weather,h720_337-720_top_quartile_error,history_std,2455,7365,0.6717712624211418,0.706557051599,-0.279667226989868,0.585172065267137,720,337-720,False,0.7399288487479546,0.2722115097869064,top_quartile_segment_error,lower_three_quartiles_segment_error
