2022	Weather	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p12_d64_ff128_medium	12	64	128
2022	Weather	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p12_d64_ff128_medium	12	64	128
2022	Weather	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	116	r2b_p12_d64_ff128_medium	12	64	128
2023	Weather	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p12_d64_ff128_medium	12	64	128
2023	Weather	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p12_d64_ff128_medium	12	64	128
2023	Weather	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	116	r2b_p12_d64_ff128_medium	12	64	128
2022	ETTm1	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p24_d32_ff64_narrow	24	32	64
2022	ETTm1	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p24_d32_ff64_narrow	24	32	64
2022	ETTm1	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	116	r2b_p24_d32_ff64_narrow	24	32	64
2023	ETTm1	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p24_d32_ff64_narrow	24	32	64
2023	ETTm1	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p24_d32_ff64_narrow	24	32	64
2023	ETTm1	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	116	r2b_p24_d32_ff64_narrow	24	32	64
2022	ETTh1	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p24_d64_ff128_medium	24	64	128
2022	ETTh1	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p24_d64_ff128_medium	24	64	128
2022	ETTh1	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	109	r2b_p24_d64_ff128_medium	24	64	128
2023	ETTh1	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p24_d64_ff128_medium	24	64	128
2023	ETTh1	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p24_d64_ff128_medium	24	64	128
2023	ETTh1	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	109	r2b_p24_d64_ff128_medium	24	64	128
2022	ETTm2	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p48_d64_ff128_medium	48	64	128
2022	ETTm2	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p48_d64_ff128_medium	48	64	128
2022	ETTm2	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	106	r2b_p48_d64_ff128_medium	48	64	128
2023	ETTm2	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p48_d64_ff128_medium	48	64	128
2023	ETTm2	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p48_d64_ff128_medium	48	64	128
2023	ETTm2	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	106	r2b_p48_d64_ff128_medium	48	64	128
2022	ETTh2	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p12_d64_ff128_medium	12	64	128
2022	ETTh2	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p12_d64_ff128_medium	12	64	128
2022	ETTh2	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	116	r2b_p12_d64_ff128_medium	12	64	128
2023	ETTh2	siff_equal	siff-coupling-field	direct	equal_skill	256	r2b_p12_d64_ff128_medium	12	64	128
2023	ETTh2	a6_full	learned-basis-forecast-operator	direct	off	256	r2b_p12_d64_ff128_medium	12	64	128
2023	ETTh2	siff_independent_equal	siff-independent-scope-control	direct	equal_skill	116	r2b_p12_d64_ff128_medium	12	64	128
