epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h96_l1
1,1128,0.3750814108561117,0.30156105521617205,0.30156105521617205,0.024935398578184744,0.4858495720417787,0.024935398578184744,0.048584957204177874,full,off,1,32,96,0.3840201551405092,0.0001,29.977046728134155,0,3,0.0,1,0,0,0.30156105521617205
2,1128,0.3297894789658962,0.2748119297126929,0.2748119297126929,0.00720838879207017,0.4776916092274882,0.00720838879207017,0.04776916092274883,full,off,1,32,96,0.37814891097756725,9.755282581475769e-05,30.02137851715088,0,3,0.0,2,0,0,0.2748119297126929
3,1128,0.32325977993243976,0.26962189043455936,0.26962189043455936,0.0057867319147261054,0.4785115786213824,0.0057867319147261054,0.04785115786213824,full,off,1,32,96,0.3810984735998015,9.045084971874738e-05,30.39396095275879,0,3,0.0,2,1,0,0.26962189043455936
4,1128,0.31955793877759725,0.26690224680970326,0.26690224680970326,0.004773901306309057,0.47881790741961056,0.004773901306309057,0.047881790741961056,full,off,1,32,96,0.382524088723585,7.938926261462366e-05,30.26486587524414,0,3,0.0,2,2,0,0.26690224680970326
5,1128,0.3165226641329045,0.26486195269839985,0.26486195269839985,0.00389412794087135,0.4776658316453298,0.00389412794087135,0.04776658316453298,full,off,1,32,96,0.38331990828737617,6.545084971874738e-05,30.13539457321167,0,3,0.0,2,3,0,0.26486195269839985
6,1128,0.3140470941967152,0.2633489213672513,0.2633489213672513,0.003149376352150852,0.4754879632106064,0.003149376352150852,0.04754879632106064,full,off,1,32,96,0.38499647836821776,5e-05,30.111570835113525,0,3,0.0,2,4,0,0.2633489213672513
7,1128,0.31185956455185904,0.26206614646452964,0.26206614646452964,0.002501165675550884,0.4729225294175723,0.002501165675550884,0.047292252941757235,full,off,1,32,96,0.38244957926993567,3.4549150281252636e-05,30.289432048797607,0,3,0.0,2,5,0,0.26206614646452964
8,1128,0.31016620930205,0.2611388367673395,0.2611388367673395,0.0020016379231679524,0.47025734545491266,0.0020016379231679524,0.04702573454549127,full,off,1,32,96,0.38172191637568176,2.061073738537635e-05,30.110867023468018,0,3,0.0,2,6,0,0.2611388367673395
9,1128,0.30894432285576,0.26046029383197744,0.26046029383197744,0.0016522076749160277,0.4683182124603302,0.0016522076749160277,0.04683182124603302,full,off,1,32,96,0.38218654684411985,9.549150281252633e-06,29.94529390335083,0,3,0.0,2,7,0,0.26046029383197744
10,1128,0.30825594136266843,0.26006481348675614,0.26006481348675614,0.0014609028016595196,0.4673022532716711,0.0014609028016595196,0.04673022532716711,full,off,1,32,96,0.3809607904404402,2.4471741852423237e-06,30.100146293640137,0,3,0.0,2,8,0,0.26006481348675614
