dataset,short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
ETTh2,96,720,1.571572563654599e-14,6.730095236662237e-08,0.0
ETTh2,192,720,1.4269776021078907e-14,6.395529084102236e-08,0.0
ETTh2,336,720,9.695773541950215e-15,4.744957138314021e-08,0.0
ETTm1,96,720,4.7864754423431605e-14,1.23215514236108e-07,0.0
ETTm1,192,720,4.4603623366393924e-14,1.1888521100900107e-07,0.0
ETTm1,336,720,2.947564542161822e-14,8.921811911477562e-08,0.0
Weather,96,720,1.0303481565122549e-14,5.6858372232682086e-08,0.0
Weather,192,720,0.0,0.0,0.0
Weather,336,720,0.0,0.0,0.0
