epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered
1,1108,0.3487833557307505,0.3487833557307505,0.4035459511277908,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.4909306094414436,0.0001,15.394971132278442,1,5,0.0,1,0,0
2,1108,0.32573255659871153,0.32573255659871153,0.38463822717270696,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.4876391057630942,9.938441702975689e-05,14.068341732025146,1,5,0.0,2,0,0
3,1108,0.31376390621765426,0.31376390621765426,0.3728440740424803,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.48740273121382216,9.755282581475769e-05,14.477885007858276,1,5,0.0,3,0,0
4,1108,0.30129811716424,0.30129811716424,0.3600411091524341,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.4900946918449971,9.45503262094184e-05,13.29702615737915,1,5,0.0,3,1,0
5,1108,0.2883154474978843,0.2883154474978843,0.3464093364317925,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.49672049829340903,9.045084971874738e-05,13.332704544067383,1,5,0.0,3,2,0
6,1108,0.27540791294258427,0.27540791294258427,0.33258366799957056,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.5058218633890935,8.535533905932738e-05,13.030363321304321,1,5,0.0,3,3,0
7,1108,0.2635088804907532,0.2635088804907532,0.31983996430136236,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.5139537968358675,7.938926261462366e-05,13.365671396255493,1,5,0.0,3,4,0
8,1108,0.2529407007223002,0.2529407007223002,0.3083935942675663,0.0,0.0,0.0,0.0,full,measure_only,1,32,"96,192,336,720",0.5198074864609803,7.269952498697734e-05,13.492420434951782,1,5,0.0,3,5,1
