short_horizon,long_horizon,chpd_raw,nchpd
96,192,0.15662858878544395,0.15052422105024255
96,336,0.2576564310994321,0.247614652539293
96,720,0.08393426312520047,0.080663049283127
192,336,0.12689199192569642,0.12194656409944096
192,720,0.09694323574399825,0.09316501642266908
336,720,0.15680636054219052,0.15069506441553435
