scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.21231909096240997,0.2856411039829254,0.6593826413154602,0.030598092824220657,0.41374722123146057
