epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h720_l1
1,1061,0.5684924869465446,0.3206495427220189,0.3206495427220189,0.13527471109396103,0.37522742902187667,0.13527471109396103,0.112568228706563,full,off,1,16,720,0.17577119874250557,0.0005,75.34752345085144,0,3,0.0,1,0,0,0.3206495427220189
2,1061,0.4897489080611093,0.29665537581592094,0.29665537581592094,0.08105156149339496,0.373473225170211,0.08105156149339496,0.11204196755106328,full,off,1,16,720,0.17253770728905996,0.0004877641290737884,70.61949038505554,0,3,0.0,2,0,0,0.29665537581592094
3,1061,0.47176166807110864,0.2908380807962876,0.2908380807962876,0.06930352324000177,0.3720668672560297,0.06930352324000177,0.11162006017680891,full,off,1,16,720,0.16744943966364695,0.0004522542485937369,70.07699203491211,0,3,0.0,3,0,0,0.2908380807962876
4,1061,0.4621769972391335,0.2863627866851508,0.2863627866851508,0.06448500905393094,0.37109732417201907,0.06448500905393094,0.11132919725160571,full,off,1,16,720,0.16668794406577944,0.0003969463130731183,59.120487213134766,0,3,0.0,4,0,0,0.2863627866851508
5,1061,0.4551430021840149,0.2826472382209528,0.2826472382209528,0.06140948871710635,0.3702875711690919,0.06140948871710635,0.11108627135072756,full,off,1,16,720,0.16672985452330774,0.00032725424859373687,63.177846908569336,0,3,0.0,4,1,0,0.2826472382209528
6,1061,0.4500099615203559,0.2795814883304474,0.2795814883304474,0.0595151151580478,0.3697111808837977,0.0595151151580478,0.1109133542651393,full,off,1,16,720,0.16433366732154456,0.00025,60.254231214523315,0,3,0.0,6,0,0,0.2795814883304474
7,1061,0.44542363142764985,0.2766253797795613,0.2766253797795613,0.058067723733006955,0.36910174670475593,0.058067723733006955,0.11073052401142677,full,off,1,16,720,0.16369827104628915,0.00017274575140626317,59.89447474479675,0,3,0.0,7,0,0,0.2766253797795613
8,1061,0.44198569756538436,0.27431363979675766,0.27431363979675766,0.057065200176472715,0.368689514352509,0.057065200176472715,0.1106068543057527,full,off,1,16,720,0.16366682918742298,0.00010305368692688174,67.32264256477356,0,3,0.0,8,0,0,0.27431363979675766
9,1061,0.4395639396972189,0.2725931734520798,0.2725931734520798,0.056447757873245276,0.368410016488175,0.056447757873245276,0.1105230049464525,full,off,1,16,720,0.16204697579766314,4.7745751406263163e-05,63.67404532432556,0,3,0.0,9,0,0,0.2725931734520798
10,1061,0.43817248496663225,0.27159438711309297,0.27159438711309297,0.05612171283667656,0.3681879363230778,0.05612171283667656,0.11045638089692333,full,off,1,16,720,0.16227880937771666,1.2235870926211617e-05,65.25710082054138,0,3,0.0,9,1,0,0.27159438711309297
