epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,mse,mae
1,129.21294158883393,0.460297760553658,0.8820277526974678,2574.170795097947,0.2189599722623825,0.32535412907600403
2,129.55827821651474,0.3837938718497753,0.8315745247527957,2582.6580468676984,0.21466898918151855,0.3214433193206787
3,128.40739624202251,0.3571271086111665,0.7974699055776,2560.2078850269318,0.2122815102338791,0.31968042254447937
4,128.6398848220706,0.3315319649409503,0.7636544369161129,2565.403347671032,0.21460062265396118,0.3204359710216522
5,128.61544535309076,0.3124943310394883,0.7369036320596933,2565.3220584243536,0.21233972907066345,0.3198753893375397
6,128.58981491439044,0.2983808242715895,0.7122321017086506,2565.116407699883,0.21341636776924133,0.31923922896385193
7,128.35598836746067,0.28881098004058003,0.6923281047493219,2560.651190634817,0.2152833491563797,0.3210110068321228
8,128.13644897937775,0.2814517030492425,0.6747376099228859,2556.425159096718,0.21585629880428314,0.3205355703830719
9,127.41759715322405,0.2731119361706078,0.6593105625361204,2542.2303487062454,0.215058833360672,0.3198595345020294
10,127.66980719007552,0.26695092441514134,0.6406563194468617,2547.4164153188467,0.22670382261276245,0.32839369773864746
11,126.9196097701788,0.2593829941470176,0.626054915599525,2532.5784294605255,0.22419442236423492,0.32856518030166626
12,127.19215913303196,0.2512908075004816,0.6100496370345354,2538.20728752017,0.2247742861509323,0.3281875252723694
13,126.94999475358054,0.24453846248798072,0.5942916860803962,2533.514802729711,0.23072026669979095,0.3314298093318939
