dataset,profile,macro_dense_regret,max_dense_regret,h720_regret,h720_val_mse,h48_regret,h96_regret,h144_regret,h192_regret,h288_regret,h336_regret,h512_regret,selected
Weather,r2a_p12_d64_ff128,0.00020799770035173637,0.001663981602813891,0.0,0.5898309350013733,0.001663981602813891,0.0,0.0,0.0,0.0,0.0,0.0,1
Weather,r2a_p24_d64_ff128,0.003372919712543998,0.0074055240643911,0.0074055240643911,0.5941989421844482,0.0,0.0006640837886040529,0.002954422966606529,0.0019416570175236902,0.0035193052160717997,0.00392190853279728,0.006576456114357532,0
Weather,r2a_p48_d64_ff128,0.017741129435806302,0.028788739083484005,0.010733224996945623,0.5961617231369019,0.028788739083484005,0.02047359034405538,0.02194171905888731,0.01896988804939026,0.01600502606785903,0.013567793479999812,0.011449054405828996,0
ETTm1,r2a_p24_d64_ff128,2.4182626459923195e-05,0.00017847769263679147,0.0,0.9642050862312317,0.0,0.0,0.0,0.00017847769263679147,1.498331904259409e-05,0.0,0.0,1
ETTm1,r2a_p48_d64_ff128,0.0027476363105149726,0.008910369764925985,0.0002492477286899497,0.9644454121589661,0.008910369764925985,0.00860362809132642,0.002834606423217645,0.0,0.0,0.00036002843274407503,0.0010232100432157054,0
ETTm1,r2a_p12_d64_ff128,0.04732279629242503,0.09539192333938407,0.011399127274408727,0.9751961827278137,0.09539192333938407,0.06658476129488955,0.056713393608617935,0.048412297783991365,0.040127495794540335,0.03699864039116041,0.022954730852407845,0
ETTh2,r2a_p12_d64_ff128,0.0,0.0,0.0,0.6463289260864258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ETTh2,r2a_p48_d64_ff128,0.014436497965488737,0.02382465232948472,0.02382465232948472,0.6617274880409241,0.0034439533957735247,0.010907081957492792,0.012846837841504533,0.016307679217649973,0.016861362883601183,0.014783150496651576,0.016517265601751596,0
ETTh2,r2a_p24_d64_ff128,0.029564984491418977,0.07735625161277437,0.009457836880740755,0.6524417996406555,0.07735625161277437,0.04345470369883753,0.032561111595833525,0.026934015463796257,0.019091698288417502,0.01563509779828398,0.012029160592667898,0
