epoch,train_loss,mse,mae
1,0.5982153350487351,0.32177504897117615,0.39826875925064087
2,0.5165193076245487,0.27224278450012207,0.37366601824760437
3,0.4663789547048509,0.26693397760391235,0.3703964650630951
4,0.45242449874058366,0.26884740591049194,0.37042170763015747
5,0.43940724013373256,0.2603980302810669,0.3655637502670288
6,0.42670517368242145,0.26043233275413513,0.3654157221317291
7,0.42073424672707915,0.2618931531906128,0.36593323945999146
8,0.413740451913327,0.26075220108032227,0.36652058362960815
9,0.40578868240118027,0.2520206570625305,0.36061063408851624
10,0.3975310907699168,0.25066235661506653,0.36147570610046387
11,0.3897876413539052,0.24967435002326965,0.3615647256374359
12,0.3818983160890639,0.263082891702652,0.37083524465560913
13,0.3739554872736335,0.26763686537742615,0.37322503328323364
14,0.3702392880804837,0.2577281892299652,0.3671640157699585
15,0.36280010687187314,0.2495180368423462,0.36122655868530273
16,0.357639011926949,0.2532244920730591,0.36422446370124817
17,0.35008329758420587,0.2701452672481537,0.3743484318256378
18,0.344831052236259,0.26007357239723206,0.3684271574020386
19,0.3368659312836826,0.26043781638145447,0.36952266097068787
20,0.3319129729643464,0.2622263729572296,0.3699246346950531
21,0.3280489770695567,0.25249436497688293,0.3635084331035614
22,0.32170657510869205,0.258632630109787,0.3668500781059265
23,0.31862017628736794,0.2680705189704895,0.3719111979007721
24,0.3147120315115899,0.27235522866249084,0.3751656413078308
25,0.30922362161800265,0.26311516761779785,0.36956483125686646
