epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.377852160750695,0.3191256046295166,0.7642385597498912,0.41029258196084006,0.7130660116672516,0.5184009671211243,0.48648878931999207
2,0.3190862554424214,0.2895705572276745,0.43360135780190523,0.15671260143226048,0.2724635826529197,0.5141491889953613,0.4842209815979004
3,0.3028128266334534,0.2803535257307988,0.34454293430976146,0.10464307904805777,0.18213688663716587,0.5318049788475037,0.49220651388168335
4,0.29103560751339175,0.27208446292382366,0.302762304836849,0.07626058819159022,0.1327950104789914,0.530692458152771,0.4891526401042938
5,0.28011816222712677,0.26366047088829975,0.27180525086960705,0.05734857717212641,0.09980160678332707,0.5338929295539856,0.48782017827033997
6,0.27089709161587483,0.2562653193496308,0.24809327035580042,0.044542194256242715,0.07754870266565737,0.5596509575843811,0.4974546432495117
7,0.2617331160126992,0.24851559709827856,0.22875357551394768,0.03559680590933224,0.06196311782553511,0.5891839265823364,0.5067432522773743
8,0.2540306473678013,0.2419171099955181,0.21319363949433812,0.029077101224717104,0.05065805881090884,0.6045014262199402,0.514546811580658
9,0.24720482365140375,0.23600465722803798,0.19981181239182094,0.024191528952346657,0.042104817990143345,0.5965071320533752,0.5079147219657898
10,0.24074409660303367,0.23029474790366192,0.18862378349844014,0.020363183530434124,0.035478423634227714,0.6001869440078735,0.5098530650138855
11,0.23540007702584537,0.2255764258920022,0.1791689690553917,0.017304059451902814,0.030174634458040292,0.6358280777931213,0.5242602825164795
12,0.23026596763223972,0.22097986987176932,0.1708259515042575,0.014896004752449269,0.02596132735598762,0.614662230014801,0.5188024640083313
