dataset,arm,dense_mse_auc,dense_mae_auc,gain_over_a6_percent,h1_mse,h48_mse,h96_mse,h192_mse,h336_mse,h720_mse
ETTm1,siff_equal,0.6520077545184901,0.5189633434885408,2.1829908859244185,0.07312555611133575,0.3158595026470721,0.38561187335290015,0.5109997621038929,0.6640839021253798,0.9488942882977426
ETTm1,siff_pcc,0.6512568285832017,0.5189250250590047,2.2956480261916434,0.07153449207544327,0.3178328763072689,0.38709381703908247,0.5108753296080977,0.6626661685517147,0.9469308564025495
ETTm1,siff_mcca,0.6496913428182267,0.5176598034217957,2.5305089373990564,0.06819122284650803,0.3151604606149097,0.3853069291605304,0.5084987692146873,0.6602951616181859,0.9474290501636763
ETTm1,siff_const_mcca,0.6530252550261272,0.5203471775122646,2.030341081164644,0.06379474699497223,0.31946613065277535,0.3898185630484174,0.5129265901244556,0.6638759804579119,0.9492695662193
ETTm1,siff_permuted_mcca,0.6530547184210551,0.518980359980146,2.025920855867891,0.06139789894223213,0.316264456215625,0.38725233268147957,0.5113858999878479,0.6644255976702663,0.9513203329561899
ETTm1,pcsd_q1_wide_mcca,0.6620722135781282,0.5266910892943668,0.67307742746886,0.2564244568347931,0.3320906269364059,0.3980848097708076,0.5204138261033222,0.6714217263007802,0.9531335227708849
ETTm1,independent_scope_matched_mcca,0.6567877986760594,0.5220718057412252,1.4658680914694133,0.0670570582151413,0.32165270919601124,0.3916083397343755,0.5171835658450922,0.6676089884269805,0.952918337037166
ETTm1,dense_siff_matched,0.6704331686273012,0.5238876544162284,-0.5812690286577382,0.08318185806274414,0.33027581544592977,0.4074710848896454,0.5325370831027006,0.6793698740990034,0.9721901612873707
ETTm1,pcsd_pointwise_mcca,0.6510958778034108,0.5191822657135552,2.31979455479443,0.0770663395524025,0.30765284318476915,0.38584644300863147,0.5101199961112192,0.6594411513014209,0.9503964849851197
ETTm1,pcsd_uniform_balanced_ot,0.6473573686342763,0.5165167922692545,2.8806617882529473,0.06115155667066574,0.3053235304541886,0.38399402354843915,0.5080351971943552,0.6560543032052616,0.9459403959309889
ETTm1,a6,0.6665586695235278,0.5278022984740388,0.0,0.10077529400587082,0.3437509598831336,0.408873182721436,0.5305366207224628,0.676602384430312,0.9540847590814034
ETTm1,pcsd_direct,0.6821613483834065,0.5352864175263715,-2.34078102547699,0.11725248396396637,0.36174273273597163,0.42691384302452207,0.5467493856170526,0.6920874499760213,0.9697331401829918
ETTm1,dense_matched,0.6824753421371151,0.5312889854341828,-2.3878877196158887,0.1192588210105896,0.34684500843286514,0.419794915864865,0.5445526499922076,0.6900744214653969,0.9826027047302988
ETTm1,equal_skill,0.6468899196010318,0.5159351895553733,2.950790503791012,0.06777330487966537,0.3047470545085768,0.38311266565384966,0.5065085644600913,0.6557236167690939,0.9452206445754402
ETTm1,pcc_transport_full,0.6463738930241042,0.5157960634461533,3.0282070314758935,0.0639234408736229,0.3053347187427183,0.38309257562893134,0.5067622433028495,0.6549593177180559,0.9449986780165798
ETTm2,pcsd_mcca,0.1956036226484229,0.29437169232198995,-0.4655202347691789,0.03495572879910469,0.09578730864450336,0.11573573908147712,0.155231538733157,0.20005103681857386,0.27921602416576613
ETTm2,siff_equal,0.21397898251661748,0.3199195586685324,-9.903433825855501,0.13072465360164642,0.15641729471584162,0.1573150628246367,0.17812596160608032,0.21168896178936675,0.27689436684466073
ETTm2,siff_pcc,0.2137860542076077,0.31898840959377434,-9.80434239457091,0.3910864591598511,0.1516399389753739,0.1546123318063716,0.17723372019827366,0.2116096251688543,0.27730606428037086
ETTm2,siff_mcca,0.21440244793686777,0.3206841729658391,-10.120933242128306,0.26898181438446045,0.15557557243543366,0.15760510814531395,0.17872779705794528,0.21231010444240556,0.2775372374544127
ETTm2,siff_const_mcca,0.19822440860227217,0.2976152764453675,-1.8116027904624188,0.1014164388179779,0.0969609257299453,0.11818828119430691,0.15694288488399857,0.20241215686491204,0.2821183379066901
ETTm2,siff_permuted_mcca,0.22148513357153987,0.3271208405434854,-13.758727303977691,0.22866936028003693,0.17549136529366174,0.1701235092865924,0.18563834562276801,0.2175350882379072,0.28071869804213445
ETTm2,pcsd_q1_wide_mcca,0.19593392573847776,0.2959517882969762,-0.6351698114396509,0.0428943894803524,0.09632093754286568,0.11791532890250285,0.15582330408506095,0.19863883849410785,0.2789013918903139
ETTm2,independent_scope_matched_mcca,0.1914155617454166,0.29261790744234756,1.6855427757134445,0.03033297508955002,0.09256653712751965,0.11509811168070883,0.15154159032196426,0.19413558621003868,0.27409752543705207
ETTm2,dense_siff_matched,0.1954030665864045,0.2947393125559754,-0.3625110530674158,0.04231129214167595,0.09341515647247434,0.11471586488187313,0.15331045367444554,0.19678012813840592,0.28385189229415525
ETTm2,pcsd_pointwise_mcca,0.19623297876355367,0.2947906882620398,-0.7887687956263267,0.03480257838964462,0.09614015781941514,0.11594108519299577,0.15564627702891207,0.2007014020456977,0.28028329097044963
ETTm2,pcsd_uniform_balanced_ot,0.19579169747357686,0.29461311195811546,-0.5621188299093083,0.03497163578867912,0.09630446112714708,0.1159318844244505,0.15541968318090463,0.20015336450056306,0.27935332590196693
ETTm2,a6,0.194697267471799,0.29554897295086724,0.0,0.03607607260346413,0.0907382615065823,0.11226977916279186,0.15205569904840863,0.19879004327092498,0.28115178919397293
ETTm2,pcsd_direct,0.19840487948338598,0.29590785738141107,-1.9042958638975316,0.04149467125535011,0.0969420625672986,0.11764130729716271,0.15638340670072162,0.1991715961734631,0.28982904065503845
ETTm2,dense_matched,0.20084351081488977,0.2975543872021829,-3.156820546534389,0.04622071608901024,0.09537006658501923,0.11893217323813587,0.1598385491524823,0.2028654640695701,0.28958459268324077
ETTm2,equal_skill,0.19492792711649107,0.2938502674218357,-0.11847092036125773,0.03487769886851311,0.09576660518844922,0.11555036817056437,0.1549009521258995,0.19927762748141373,0.27778089869146544
ETTm2,pcc_transport_full,0.19528665189010908,0.2942072999883902,-0.3027183822163604,0.03536549210548401,0.09582154747719566,0.11560111260041595,0.15502588381059468,0.19963451550297795,0.2785404986184504
Weather,pcsd_mcca,0.4914988509276444,0.32112289430348856,1.128586077155691,0.17069807648658752,0.33793897833675146,0.3947064775663118,0.4462238695317258,0.5060674964583346,0.5888220781874326
Weather,siff_equal,0.4968444786953036,0.32903780228660695,0.05324322600527287,0.17918334901332855,0.3394153503080209,0.396991145486633,0.451969994387279,0.5126889153782811,0.5943726208888822
Weather,siff_pcc,0.4932373723229173,0.3232804271107991,0.7788597895736715,0.17610973119735718,0.3402070890491207,0.3949614081842204,0.4484926431905478,0.5093329409137368,0.5900374377146363
Weather,siff_mcca,0.49307064776209325,0.3234279951079375,0.8123986127738236,0.17587411403656006,0.3396768122911453,0.3947732939074437,0.44779881245146197,0.5089742143948873,0.5903671332531505
Weather,siff_const_mcca,0.493815065896795,0.32435878580381206,0.6626491812362856,0.16864047944545746,0.3400759706273675,0.3959630757259826,0.45001291926018894,0.5102987571929892,0.5897360973267092
Weather,siff_permuted_mcca,0.49435055305101827,0.3245868012825922,0.5549289455212936,0.17386838793754578,0.3401364317784707,0.39571595812837285,0.4495229166932404,0.5106748481768937,0.5914628492047389
Weather,pcsd_q1_wide_mcca,0.4922347783916573,0.32295835966107383,0.9805446549340902,0.16405315697193146,0.3389151291921735,0.39345746596033376,0.4463308645257105,0.5077571524307132,0.5895591867259807
Weather,independent_scope_matched_mcca,0.49184995805686804,0.3201133111001401,1.0579562918790475,0.18040552735328674,0.3382732269043724,0.39488884232317406,0.4474495865870267,0.5063208355346606,0.5889913260729777
Weather,dense_siff_matched,0.4972546697368815,0.3241068699544582,-0.029272060007579093,0.18929259479045868,0.35240124724805355,0.4042511802787582,0.45480300299823284,0.5121571476615611,0.5891671540008651
Weather,pcsd_pointwise_mcca,0.4899627649566914,0.32158702083717716,1.4375898348827354,0.14915038645267487,0.33800023266424734,0.39424288909261423,0.44551947301564115,0.504691259092873,0.587169292382896
Weather,pcsd_uniform_balanced_ot,0.49165993946665837,0.3213915261222336,1.096181013361508,0.17104960978031158,0.3381442700823148,0.3947680840889613,0.44629495792711776,0.506192077572147,0.5890296273347404
Weather,a6,0.4971091556465374,0.326180357334431,0.0,0.21874241530895233,0.34394659226139385,0.40138302246729535,0.45435843694334227,0.5130039587439525,0.5898309545798435
Weather,pcsd_direct,0.49815221675322247,0.3270047762230551,-0.2098253662877081,0.225294828414917,0.3500924526403348,0.40319278339544934,0.4543944780404369,0.5122346734361989,0.5926343293653594
Weather,dense_matched,0.5066337718790481,0.33108009696984775,-1.9160009676593148,0.27194681763648987,0.36853464754919213,0.41534484705577296,0.4621201084616284,0.5190647036014568,0.5955459751602676
Weather,equal_skill,0.4925132580778365,0.32304953621697263,0.9245248285003838,0.17549452185630798,0.33782222867012024,0.3947641539076964,0.4472794664713244,0.5073922110632771,0.589358494306604
Weather,pcc_transport_full,0.49121600366702556,0.3210018627110544,1.1854844982380652,0.17084091901779175,0.3376009787122409,0.3942823537314932,0.446063748250405,0.5057438620853991,0.588610130134556
