dataset,arm,dense_mse_auc,dense_mae_auc,gain_over_a6_percent,h1_mse,h48_mse,h96_mse,h192_mse,h336_mse,h720_mse
ETTh1,pcsd_mcca,1.1802898386697935,0.7446120895293735,-0.8440540105508099,0.2314659208059311,0.6675349011396369,0.831692179509749,1.0738013382845868,1.2770677323763568,1.418093890013794
ETTh1,siff_equal,1.1649116871733693,0.7308029460838084,0.46985642846102404,0.1726892590522766,0.6130385436117649,0.7828478043278059,1.04935069133838,1.269241472085317,1.4167665301097765
ETTh1,siff_pcc,1.17590804128493,0.735804625140196,-0.469672907142793,0.2081231325864792,0.6179070755218466,0.785353368613869,1.0564110936441768,1.2900376021418543,1.4220317764207722
ETTh1,siff_mcca,1.1694397111563284,0.7388113251193251,0.08298171333747106,0.2626483142375946,0.647944163531065,0.8099651591231426,1.0521262309824426,1.2635904364287853,1.4212218191060755
ETTh1,siff_const_mcca,1.191264628256653,0.7443004529815516,-1.7817408715162575,0.18123091757297516,0.6550694924468795,0.8187749967910349,1.0804718992828082,1.2975954359752082,1.4293255222961307
ETTh1,siff_permuted_mcca,1.1763673404895787,0.736412173850037,-0.5089154662863971,0.19202856719493866,0.6369836768135428,0.8025813042186201,1.0640190412135173,1.2843279799978649,1.4153658579000168
ETTh1,pcsd_q1_wide_mcca,1.175462705673114,0.7373602175674749,-0.4316233984378748,0.2002698928117752,0.6350878306354085,0.8042265973053873,1.0609306917370607,1.2814612633859117,1.4172410662182504
ETTh1,independent_scope_matched_mcca,1.1558374591480673,0.7329876268100011,1.2451591643711457,0.34467706084251404,0.6163779913137356,0.7830625291292866,1.0357748668951292,1.2553919054390419,1.4077148466060558
ETTh1,dense_siff_matched,1.2451222585261768,0.760156623112385,-6.383340917400915,0.31998616456985474,0.7086803913116455,0.8769133724272251,1.1457314894845088,1.3683490001019978,1.4606082171201706
ETTh1,pcsd_pointwise_mcca,1.1881835751409822,0.7481991456858266,-1.5184954578674636,0.2516222596168518,0.6799133246143659,0.8412477094680071,1.0810800036415458,1.2854267140584332,1.4248510123127036
ETTh1,pcsd_uniform_balanced_ot,1.1839705638602929,0.7465116480053751,-1.158535452098275,0.24504302442073822,0.6719146467124423,0.8371500240949293,1.0779625999275595,1.2810317882381024,1.4204736476764084
ETTh1,a6,1.1704109382059409,0.7349016880901598,0.0,0.36219751834869385,0.6703490267197291,0.8188300660500923,1.0564278609429796,1.2625895059179693,1.4085524039963881
ETTh1,pcsd_direct,1.1795412341007072,0.7422351926596841,-0.7800931789617049,0.30773603916168213,0.6528098614265522,0.8174126095448931,1.07015103334561,1.2820757580477566,1.4144875179976224
ETTh1,dense_matched,1.2162847145279045,0.7533917029188204,-3.919458954500299,0.45480647683143616,0.7292434641470512,0.8696910313641032,1.1113963560201228,1.3158495616877364,1.4364184486783214
ETTh1,equal_skill,1.1762340728488876,0.7430413670288953,-0.4975290688817857,0.26680052280426025,0.6646151275684437,0.8275261530652642,1.0685308120834331,1.2716622025306736,1.4157541905426316
ETTh1,pcc_transport_full,1.1779162203234266,0.7435882320544153,-0.6412518776516274,0.24790187180042267,0.666325586847961,0.8290099844646951,1.0711684938675414,1.2742274359666876,1.4160071355808113
ETTh2,pcsd_mcca,0.4218087921324819,0.4445395083949507,1.5398480256485492,0.066391721367836,0.17238840895394483,0.23271185454602042,0.3181846218649298,0.4245715317360702,0.6448194549522466
ETTh2,siff_equal,0.4119952732216345,0.4383322533921848,3.830555524845791,0.10163084417581558,0.1750340930496653,0.2335388882396122,0.31558644080845016,0.41488008116859765,0.623416090860135
ETTh2,siff_pcc,0.4107777344292125,0.4369236825414213,4.114757885660703,0.09072241932153702,0.17335938305283585,0.23210892135587832,0.31421845433457446,0.4137519395555414,0.6224291123346322
ETTh2,siff_mcca,0.4117632469644446,0.43768317716936317,3.8847159429571843,0.08920525014400482,0.17303499579429626,0.2321450679252545,0.31461085146293044,0.4151373011547895,0.6240660453422202
ETTh2,siff_const_mcca,0.4149426594464539,0.4405851929946174,3.1425658455512817,0.12370989471673965,0.17814925964921713,0.23655079196517667,0.31872988779408234,0.4184458492146361,0.624679074374338
ETTh2,siff_permuted_mcca,0.41603931048813075,0.43994279550915955,2.8865815459342636,0.10074084252119064,0.174282586046805,0.23429674368041256,0.3184574165303881,0.42120416726296145,0.6273950917749769
ETTh2,pcsd_q1_wide_mcca,0.417073300143307,0.4447444189256371,2.645223896479243,0.07296936213970184,0.1766143407051762,0.2358692007449766,0.3171834561508149,0.41698899523665506,0.6355581193127566
ETTh2,independent_scope_matched_mcca,0.41864374933065385,0.4398432928273352,2.2786438997171032,0.06943534314632416,0.16974607715383172,0.2315524444760134,0.3167534677389388,0.4216140879628559,0.6400120394200914
ETTh2,dense_siff_matched,0.46439018354972394,0.46153228599906665,-8.399656196217432,0.10710940510034561,0.2074222887555758,0.27082930722584325,0.36059854412451386,0.4680218578626712,0.698769296747115
ETTh2,pcsd_pointwise_mcca,0.42645844869027305,0.4467354478454425,0.45450817534767873,0.06545694917440414,0.17299539983893433,0.234691965005671,0.3236915428424254,0.43413485194157275,0.6470707095228135
ETTh2,pcsd_uniform_balanced_ot,0.4223128153833657,0.4448389500893176,1.422197073828091,0.065484918653965,0.17237723913664618,0.23279284522868693,0.3184595910133794,0.4254437926047969,0.6456744247737031
ETTh2,a6,0.4284055871073221,0.4468362243325015,0.0,0.11275073885917664,0.20055399431536594,0.2547264175179104,0.3292483394810309,0.4267033190865602,0.6463289392284222
ETTh2,pcsd_direct,0.43989416516812924,0.4563423745915661,-2.681705936278811,0.1310204714536667,0.21934519646068415,0.2706197447453936,0.34301607465992373,0.4394512168530907,0.6487552559624116
ETTh2,dense_matched,0.46693392466411726,0.46625178969387476,-8.993425556596035,0.13747119903564453,0.22670542231450477,0.2810558377144237,0.3603892699660112,0.4656078459340192,0.6978612454608083
ETTh2,equal_skill,0.4240361849681245,0.4459439104734475,1.0199218382516029,0.06695778667926788,0.17392004389936724,0.23453745315782726,0.3206351379631087,0.4281704387893634,0.646336158996241
ETTh2,pcc_transport_full,0.42179092296811493,0.4441112582521714,1.544019111391759,0.06567870080471039,0.17233806739871702,0.2327384448144585,0.3184641343153392,0.42527228839961545,0.6433954302531978
ETTm1,pcsd_mcca,0.6471503945992941,0.5163397623005772,2.911712923651144,0.06321550160646439,0.305581024227043,0.3834685613401234,0.5076735990587622,0.6557775268863354,0.9457805925566289
