target_horizon,mse,mae,num_samples,num_channels,eval_prefix_steps,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0.8009141899334887,0.6092109006519119,2161,7,96,unified,TSAF_tsaf_no_target_global,ETTh1,720,best-val,val,1,method_screening,stage_c_siff_v3_tsaf_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
192,1.045329742366448,0.6931143525677422,2161,7,192,unified,TSAF_tsaf_no_target_global,ETTh1,720,best-val,val,1,method_screening,stage_c_siff_v3_tsaf_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
336,1.2648410216594737,0.7703846786171198,2161,7,336,unified,TSAF_tsaf_no_target_global,ETTh1,720,best-val,val,1,method_screening,stage_c_siff_v3_tsaf_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
720,1.4183392439244522,0.8290394717206557,2161,7,720,unified,TSAF_tsaf_no_target_global,ETTh1,720,best-val,val,1,method_screening,stage_c_siff_v3_tsaf_v1,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a
