scope,residual_mse_norm,residual_mae_norm,max_abs_residual_norm
all,0.3574698567390442,0.4600200653076172,7.88899564743042
1-96,0.3874950706958771,0.4841405153274536,7.88899564743042
97-192,0.3274446129798889,0.43589964509010315,2.845879316329956
