epoch,train_loss,train_pred_loss,train_alignment_loss,train_reconstruction_loss,train_raw_reconstruction_loss,mse,mae
1,0.6491542568443515,0.5619580529048933,0.7459562511731547,0.9979678720024461,2835.4420769874087,0.56493079662323,0.38860079646110535
2,0.6114447411704571,0.527094543931332,0.6920823953675885,0.9949215604058395,2828.150381967531,0.5663975477218628,0.3906766474246979
3,0.6034388277970307,0.5187262272369777,0.702796293488631,0.9914556836828272,2818.668125017315,0.5617009997367859,0.3841358721256256
4,0.5968984073780953,0.5130458357909047,0.6890810658323004,0.9879703773251662,2805.2199992727724,0.548309862613678,0.38906583189964294
5,0.590108001063056,0.5086177573770496,0.6461555598475409,0.9836493347976225,2796.6212508830617,0.56874680519104,0.39130333065986633
6,0.5805614947849977,0.5034120648253894,0.5632618951036575,0.9797267042998726,2786.894602674119,0.5739843249320984,0.3971179127693176
7,0.571848174147572,0.4972065773838801,0.5183074632857708,0.9745245074972193,2769.39033692272,0.5620404481887817,0.3896138668060303
8,0.5638316297996129,0.4912554055240983,0.48148702074449956,0.9700374271430022,2751.2679355702503,0.5640859603881836,0.3964390158653259
9,0.5559753002004421,0.4856363042449275,0.44171873580479454,0.9650612160669151,2747.4339876648382,0.5674681067466736,0.3949686586856842
10,0.5489696639438048,0.4802343932026667,0.41386745521362794,0.9608379714455165,2736.072746763838,0.5648927688598633,0.39668789505958557
11,0.5417107006548144,0.47435829254752354,0.39106499028544056,0.9559831932081398,2725.2162083835465,0.5977582931518555,0.4113630950450897
12,0.5345835997491863,0.46851037802002954,0.37013403743716844,0.9513303863664045,2713.465409082724,0.5954229235649109,0.41199713945388794
13,0.527678075940051,0.46280682340581364,0.35106136993313514,0.9463637101312056,2694.4005494895555,0.6085513234138489,0.41571658849716187
14,0.5213513463101489,0.4575998917327705,0.33326834968641295,0.941760723261123,2688.1445541922926,0.6183027029037476,0.4169637858867645
