epoch,train_loss,train_mse_loss,train_residual_loss,train_smoothness_loss,mse,mae
1,0.3656840409067544,0.3656840409067544,6.146391357222526e-07,1.0245403017386775e-07,0.6553146243095398,0.5409181714057922
2,0.3354470058146751,0.3354470058146751,6.373697072886539e-07,1.4280482500221106e-07,0.6586388945579529,0.5437929630279541
3,0.32613436900305026,0.32613436900305026,8.105483937101505e-07,1.7828690572359432e-07,0.6664326786994934,0.5490282773971558
4,0.31671105686462286,0.31671105686462286,1.1697651862102083e-06,2.1521401867353301e-07,0.676630973815918,0.5522273182868958
5,0.3068857279916604,0.3068857279916604,1.8463363204115482e-06,2.636399187849747e-07,0.7160975337028503,0.565839946269989
6,0.2971714648107688,0.2971714648107688,5.540023514847483e-06,5.404904884058355e-07,0.7300993800163269,0.569754421710968
7,0.28745462017303164,0.28745462017303164,2.0818023241383454e-05,1.4048337268429185e-06,0.735365629196167,0.5704635381698608
8,0.28017137193995895,0.28017137193995895,4.465742131976709e-05,2.578833506173727e-06,0.7243726253509521,0.5648333430290222
9,0.2730868478503191,0.27308684756810014,8.09237694049829e-05,4.154220346036351e-06,0.7633630037307739,0.577468752861023
10,0.2665652261877602,0.26656522037404956,0.0001254426029900611,5.861481833397358e-06,0.7754896879196167,0.5854966044425964
11,0.26033539195178135,0.2603353698822585,0.00016691009623724366,7.519207076022598e-06,0.772084653377533,0.5822561383247375
