scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,9.145118724518397e-07,0.0005219472222961485,0.02902323566377163,0.0007221000269055367,0.0007220276747830212,0.017984095960855484,0.01805182546377182,0.0830647200345993,6.649193348695626e-12
1-96,5.559194846682658e-07,0.0004083719977643341,0.022702986374497414,0.0005649717641063035,0.0005649151280522346,0.017988666892051697,0.01805182546377182,0.0830647200345993,4.225439009103438e-12
97-192,1.1041703373848577e-06,0.0005771940341219306,0.03211430087685585,0.0007985325064510107,0.0007984525291249156,0.01797318086028099,0.018044577911496162,0.0830647200345993,1.0792294141692693e-11
193-336,1.0271346582158003e-06,0.0005608326755464077,0.031176026910543442,0.0007758970023132861,0.0007758192950859666,0.0179887767881155,0.01803761161863804,0.0830647200345993,5.6138843573805275e-12
