meta_type,dataset,horizon,matrix,src_region,dst_region,is_diag_block,block_mean,block_abs_mean,block_abs_max,block_fro
all,ETTm1,336,covariance,97-192,193-336,False,0.012734183110296726,0.013949346728622913,0.07503537833690643,2.087968587875366
all,ETTm1,336,covariance,193-336,1-96,False,0.006152080837637186,0.009961826726794243,0.05345337465405464,1.5599533319473267
all,ETTm1,336,covariance,193-336,97-192,False,0.012734183110296726,0.013949346728622913,0.07503537833690643,2.0879666805267334
all,ETTm1,336,covariance,193-336,193-336,True,0.033208806067705154,0.03351588174700737,1.2147471904754639,14.733739852905273
all,ETTm1,336,precision,1-96,1-96,True,0.004283077549189329,0.015084604732692242,0.9039821028709412,8.784543991088867
all,ETTm1,336,precision,1-96,97-192,False,-0.0009482787572778761,0.002061135834082961,0.02879881113767624,0.28208816051483154
all,ETTm1,336,precision,1-96,193-336,False,-0.00030114970286376774,0.0018256476614624262,0.012850789353251457,0.29485130310058594
all,ETTm1,336,precision,97-192,1-96,False,-0.0009482790483161807,0.002061135834082961,0.028798792511224747,0.28208813071250916
all,ETTm1,336,precision,97-192,97-192,True,0.003995468840003014,0.015181686729192734,0.9053698182106018,8.813674926757812
all,ETTm1,336,precision,97-192,193-336,False,-0.0009269367437809706,0.0020664616022258997,0.02788771130144596,0.3450574576854706
all,ETTm1,336,precision,193-336,1-96,False,-0.00030114970286376774,0.0018256476614624262,0.012850794941186905,0.29485100507736206
all,ETTm1,336,precision,193-336,97-192,False,-0.0009269365109503269,0.0020664616022258997,0.027887728065252304,0.34505772590637207
all,ETTm1,336,precision,193-336,193-336,True,0.0017659493023529649,0.01120286900550127,0.903160810470581,10.796517372131348
all,ETTm1,720,covariance,1-96,1-96,True,0.021290378645062447,0.02247869223356247,1.111961841583252,10.76598072052002
all,ETTm1,720,covariance,1-96,97-192,False,0.005967544857412577,0.006956847850233316,0.044600699096918106,0.8559540510177612
all,ETTm1,720,covariance,1-96,193-336,False,0.003321984549984336,0.005262712482362986,0.027475805953145027,0.8223418593406677
all,ETTm1,720,covariance,1-96,337-720,False,0.0025911713019013405,0.0049155596643686295,0.026741694658994675,1.2572689056396484
all,ETTm1,720,covariance,97-192,1-96,False,0.005967544857412577,0.006956847384572029,0.044600699096918106,0.8559532165527344
all,ETTm1,720,covariance,97-192,97-192,True,0.025487076491117477,0.02556825429201126,1.1233737468719482,10.817118644714355
all,ETTm1,720,covariance,97-192,193-336,False,0.007728423457592726,0.008134603500366211,0.04084249958395958,1.186650276184082
all,ETTm1,720,covariance,97-192,337-720,False,0.004510158207267523,0.005652915686368942,0.03168760985136032,1.4505590200424194
all,ETTm1,720,covariance,193-336,1-96,False,0.0033219840843230486,0.005262712482362986,0.027475805953145027,0.8223406672477722
all,ETTm1,720,covariance,193-336,97-192,False,0.007728425785899162,0.008134603500366211,0.04084249958395958,1.1866480112075806
all,ETTm1,720,covariance,193-336,193-336,True,0.021897299215197563,0.021962769329547882,1.1170527935028076,13.341175079345703
all,ETTm1,720,covariance,193-336,337-720,False,0.006932292599231005,0.00751410610973835,0.04287901893258095,2.2642297744750977
all,ETTm1,720,covariance,337-720,1-96,False,0.0025911720003932714,0.0049155596643686295,0.026741694658994675,1.257269024848938
all,ETTm1,720,covariance,337-720,97-192,False,0.0045101577416062355,0.005652915686368942,0.03168760985136032,1.4505566358566284
all,ETTm1,720,covariance,337-720,193-336,False,0.006932292599231005,0.007514106575399637,0.04287901893258095,2.2642295360565186
all,ETTm1,720,covariance,337-720,337-720,True,0.014647896401584148,0.014873926527798176,1.1185470819473267,22.17522621154785
all,ETTm1,720,precision,1-96,1-96,True,0.0056778062134981155,0.014149610884487629,0.9416332840919495,9.173771858215332
all,ETTm1,720,precision,1-96,97-192,False,-0.0011112755164504051,0.0015644729137420654,0.01946525275707245,0.2130427062511444
all,ETTm1,720,precision,1-96,193-336,False,-0.0002072411880362779,0.001123982248827815,0.0074951606802642345,0.179817333817482
all,ETTm1,720,precision,1-96,337-720,False,-0.00012963329209014773,0.001039767637848854,0.006934977602213621,0.2725050449371338
all,ETTm1,720,precision,97-192,1-96,False,-0.0011112758656963706,0.001564473146572709,0.019465256482362747,0.2130427211523056
all,ETTm1,720,precision,97-192,97-192,True,0.005250527989119291,0.014329533092677593,0.9412360191345215,9.187926292419434
all,ETTm1,720,precision,97-192,193-336,False,-0.000987256527878344,0.0014119165716692805,0.018463462591171265,0.23641854524612427
all,ETTm1,720,precision,97-192,337-720,False,-0.0001832580310292542,0.0010489632841199636,0.007728060241788626,0.2760480046272278
all,ETTm1,720,precision,193-336,1-96,False,-0.00020724131900351495,0.0011239823652431369,0.0074951681308448315,0.1798170953989029
all,ETTm1,720,precision,193-336,97-192,False,-0.0009872564114630222,0.0014119168044999242,0.01846345327794552,0.23641888797283173
all,ETTm1,720,precision,193-336,193-336,True,0.00296027772128582,0.010171540081501007,0.9428664445877075,11.264124870300293
all,ETTm1,720,precision,193-336,337-720,False,-0.00046136867604218423,0.0012070840457454324,0.01878051646053791,0.40006697177886963
all,ETTm1,720,precision,337-720,1-96,False,-0.0001296332775382325,0.001039767637848854,0.006934979930520058,0.2725050151348114
all,ETTm1,720,precision,337-720,97-192,False,-0.00018325804558116943,0.0010489635169506073,0.007728049531579018,0.2760477662086487
all,ETTm1,720,precision,337-720,193-336,False,-0.00046136879245750606,0.0012070841621607542,0.018780531361699104,0.40006759762763977
all,ETTm1,720,precision,337-720,337-720,True,0.0005789028946310282,0.004733752924948931,0.9435219764709473,18.42538833618164
all,Weather,96,covariance,1-96,1-96,True,0.062508225440979,0.06667032092809677,1.6008572578430176,15.582877159118652
all,Weather,96,precision,1-96,1-96,True,0.0018680465873330832,0.014757518656551838,0.7522615790367126,7.241487979888916
all,Weather,192,covariance,1-96,1-96,True,0.018038008362054825,0.018687739968299866,1.0644021034240723,10.311542510986328
all,Weather,192,covariance,1-96,97-192,False,0.004490605555474758,0.0048980023711919785,0.017452646046876907,0.5874183773994446
all,Weather,192,covariance,97-192,1-96,False,0.0044906046241521835,0.0048980023711919785,0.017452646046876907,0.5874186158180237
all,Weather,192,covariance,97-192,97-192,True,0.021854804828763008,0.02188008651137352,1.068818211555481,10.397258758544922
all,Weather,192,precision,1-96,1-96,True,0.006516598630696535,0.013981368392705917,0.9661362171173096,9.415656089782715
all,Weather,192,precision,1-96,97-192,False,-0.0013235530350357294,0.0017755465814843774,0.01098448783159256,0.2236204743385315
all,Weather,192,precision,97-192,1-96,False,-0.001323553267866373,0.0017755465814843774,0.01098448783159256,0.2236204445362091
all,Weather,192,precision,97-192,97-192,True,0.005354398861527443,0.014669573865830898,0.9634398818016052,9.395547866821289
all,Weather,336,covariance,1-96,1-96,True,0.021560005843639374,0.02238013967871666,1.1132996082305908,10.75935173034668
all,Weather,336,covariance,1-96,97-192,False,0.005418615415692329,0.005978497210890055,0.025514092296361923,0.7264612317085266
all,Weather,336,covariance,1-96,193-336,False,0.004132447298616171,0.005125907249748707,0.02239936776459217,0.7639653086662292
all,Weather,336,covariance,97-192,1-96,False,0.005418615415692329,0.005978497210890055,0.025514092296361923,0.72646164894104
all,Weather,336,covariance,97-192,97-192,True,0.024981793016195297,0.025062434375286102,1.113905429840088,10.828518867492676
all,Weather,336,covariance,97-192,193-336,False,0.007333492394536734,0.007634622044861317,0.032152123749256134,1.0961296558380127
all,Weather,336,covariance,193-336,1-96,False,0.004132446367293596,0.005125907249748707,0.02239936776459217,0.763965904712677
all,Weather,336,covariance,193-336,97-192,False,0.007333491463214159,0.007634622044861317,0.032152123749256134,1.0961284637451172
all,Weather,336,covariance,193-336,193-336,True,0.01993604563176632,0.020037341862916946,1.1165350675582886,13.3229398727417
all,Weather,336,precision,1-96,1-96,True,0.00566779263317585,0.01408478245139122,0.9357098937034607,9.106507301330566
all,Weather,336,precision,1-96,97-192,False,-0.0010238589020445943,0.0014413394965231419,0.013832543045282364,0.19564509391784668
all,Weather,336,precision,1-96,193-336,False,-0.0004910302814096212,0.0012263561366125941,0.007318445015698671,0.18728779256343842
all,Weather,336,precision,97-192,1-96,False,-0.001023859134875238,0.0014413394965231419,0.013832545839250088,0.19564512372016907
all,Weather,336,precision,97-192,97-192,True,0.00525182718411088,0.014211921021342278,0.9332271218299866,9.105267524719238
all,Weather,336,precision,97-192,193-336,False,-0.0011300480691716075,0.0015202455688267946,0.014444339089095592,0.24328143894672394
all,Weather,336,precision,193-336,1-96,False,-0.0004910302814096212,0.0012263561366125941,0.007318438496440649,0.18728788197040558
all,Weather,336,precision,193-336,97-192,False,-0.001130047719925642,0.0015202456852421165,0.014444352127611637,0.24328140914440155
all,Weather,336,precision,193-336,193-336,True,0.0028097087051719427,0.010262230411171913,0.9335261583328247,11.15045166015625
all,Weather,720,covariance,1-96,1-96,True,0.024513261392712593,0.025354139506816864,1.128471851348877,10.925774574279785
all,Weather,720,covariance,1-96,97-192,False,0.007257056888192892,0.007706425152719021,0.03469720482826233,0.9154313802719116
all,Weather,720,covariance,1-96,193-336,False,0.004498525522649288,0.005711714271456003,0.026235461235046387,0.8636151552200317
all,Weather,720,covariance,1-96,337-720,False,0.0029402608051896095,0.0047697583213448524,0.024020755663514137,1.1775363683700562
all,Weather,720,covariance,97-192,1-96,False,0.007257055025547743,0.007706425152719021,0.03469720482826233,0.9154303669929504
all,Weather,720,covariance,97-192,97-192,True,0.029613647609949112,0.029638107866048813,1.1262190341949463,11.03672981262207
all,Weather,720,covariance,97-192,193-336,False,0.009564119391143322,0.009787946939468384,0.04300722852349281,1.3782856464385986
all,Weather,720,covariance,97-192,337-720,False,0.005202618893235922,0.006067232228815556,0.025302670896053314,1.4929770231246948
all,Weather,720,covariance,193-336,1-96,False,0.004498525522649288,0.005711713805794716,0.026235461235046387,0.8636152744293213
all,Weather,720,covariance,193-336,97-192,False,0.009564118459820747,0.009787947870790958,0.04300722852349281,1.3782857656478882
all,Weather,720,covariance,193-336,193-336,True,0.024068986997008324,0.024101149290800095,1.125983476638794,13.594717025756836
all,Weather,720,covariance,193-336,337-720,False,0.00816824845969677,0.008472994901239872,0.053231026977300644,2.4379584789276123
all,Weather,720,covariance,337-720,1-96,False,0.0029402608051896095,0.0047697583213448524,0.024020755663514137,1.1775341033935547
all,Weather,720,covariance,337-720,97-192,False,0.00520261749625206,0.006067231297492981,0.025302670896053314,1.4929739236831665
all,Weather,720,covariance,337-720,193-336,False,0.00816824845969677,0.008472994901239872,0.053231026977300644,2.437960147857666
all,Weather,720,covariance,337-720,337-720,True,0.01712489128112793,0.017186880111694336,1.133216142654419,22.75613021850586
all,Weather,720,precision,1-96,1-96,True,0.005200660787522793,0.014299141243100166,0.9289385080337524,9.05048656463623
all,Weather,720,precision,1-96,97-192,False,-0.0011005429551005363,0.0013692541979253292,0.019096024334430695,0.1883547157049179
all,Weather,720,precision,1-96,193-336,False,-0.00024562462931498885,0.0009449790813960135,0.0055625466629862785,0.1452820748090744
all,Weather,720,precision,1-96,337-720,False,-8.121657447190955e-05,0.0008013834012672305,0.004823947325348854,0.19583672285079956
all,Weather,720,precision,97-192,1-96,False,-0.001100542489439249,0.0013692541979253292,0.01909603923559189,0.1883547604084015
all,Weather,720,precision,97-192,97-192,True,0.004795089829713106,0.014474302530288696,0.9283633828163147,9.054821968078613
all,Weather,720,precision,97-192,193-336,False,-0.0010022057686001062,0.001309207291342318,0.020031623542308807,0.21652977168560028
all,Weather,720,precision,97-192,337-720,False,-0.00013153844338376075,0.0007829382666386664,0.005063279066234827,0.1922023594379425
all,Weather,720,precision,193-336,1-96,False,-0.00024562457110732794,0.0009449789649806917,0.005562541540712118,0.14528195559978485
all,Weather,720,precision,193-336,97-192,False,-0.0010022054193541408,0.001309207291342318,0.020031634718179703,0.21653008460998535
all,Weather,720,precision,193-336,193-336,True,0.0028302709106355906,0.010116997174918652,0.9283924102783203,11.101688385009766
all,Weather,720,precision,193-336,337-720,False,-0.0004361794563010335,0.000971964793279767,0.021987339481711388,0.3164140284061432
all,Weather,720,precision,337-720,1-96,False,-8.121660357574001e-05,0.0008013833430595696,0.004823953378945589,0.19583678245544434
all,Weather,720,precision,337-720,97-192,False,-0.00013153850159142166,0.0007829382084310055,0.005063277669250965,0.19220252335071564
all,Weather,720,precision,337-720,193-336,False,-0.00043617954361252487,0.0009719649679027498,0.02198733016848564,0.31641411781311035
all,Weather,720,precision,337-720,337-720,True,0.0005026242579333484,0.0046088420785963535,0.9275988340377808,18.140466690063477
diag,ETTh2,96,covariance,1-96,1-96,True,0.013726623728871346,0.013726623728871346,1.395782709121704,12.918187141418457
diag,ETTh2,96,precision,1-96,1-96,True,0.007913579232990742,0.007913579232990742,0.8376803994178772,7.4478020668029785
diag,ETTh2,192,covariance,1-96,1-96,True,0.010449850931763649,0.010449850931763649,1.0039315223693848,9.829172134399414
diag,ETTh2,192,covariance,1-96,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,192,covariance,97-192,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,192,covariance,97-192,97-192,True,0.01045760978013277,0.010457613505423069,1.0045626163482666,9.83647346496582
diag,ETTh2,192,precision,1-96,1-96,True,0.010383590124547482,0.010383589193224907,0.9977557063102722,9.766845703125
diag,ETTh2,192,precision,1-96,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,192,precision,97-192,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,192,precision,97-192,97-192,True,0.01037588156759739,0.01037588156759739,0.996673583984375,9.75959587097168
diag,ETTh2,336,covariance,1-96,1-96,True,0.011564438231289387,0.011564437299966812,1.143453598022461,10.878859519958496
diag,ETTh2,336,covariance,1-96,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,covariance,1-96,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,covariance,97-192,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,covariance,97-192,97-192,True,0.01194465346634388,0.011944649741053581,1.1668291091918945,11.235490798950195
diag,ETTh2,336,covariance,97-192,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,covariance,193-336,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,covariance,193-336,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,covariance,193-336,193-336,True,0.00816863588988781,0.00816863402724266,1.2023866176605225,14.11596965789795
diag,ETTh2,336,precision,1-96,1-96,True,0.009385094046592712,0.009385095909237862,0.9411218762397766,8.828747749328613
diag,ETTh2,336,precision,1-96,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,precision,1-96,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,precision,97-192,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,precision,97-192,97-192,True,0.009084638208150864,0.009084638208150864,0.8856958746910095,8.545279502868652
diag,ETTh2,336,precision,97-192,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,precision,193-336,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,precision,193-336,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,336,precision,193-336,193-336,True,0.005904193501919508,0.005904193967580795,0.8654500246047974,10.202858924865723
diag,ETTh2,720,covariance,1-96,1-96,True,0.011013337410986423,0.011013339273631573,1.075209379196167,10.359630584716797
diag,ETTh2,720,covariance,1-96,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,1-96,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,1-96,337-720,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,97-192,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,97-192,97-192,True,0.011183702386915684,0.011183700524270535,1.0832613706588745,10.519472122192383
diag,ETTh2,720,covariance,97-192,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,97-192,337-720,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,193-336,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,193-336,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,193-336,193-336,True,0.007442512549459934,0.007442513946443796,1.0812156200408936,12.860724449157715
diag,ETTh2,720,covariance,193-336,337-720,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,337-720,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,337-720,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,337-720,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,covariance,337-720,337-720,True,0.0028070365078747272,0.0028070369735360146,1.093122124671936,21.12285614013672
diag,ETTh2,720,precision,1-96,1-96,True,0.009853162802755833,0.009853162802755833,0.9700834155082703,9.26832389831543
diag,ETTh2,720,precision,1-96,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,1-96,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,1-96,337-720,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,97-192,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,97-192,97-192,True,0.00970231182873249,0.009702309034764767,0.9373108744621277,9.12606430053711
diag,ETTh2,720,precision,97-192,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,97-192,337-720,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,193-336,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,193-336,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,193-336,193-336,True,0.006479770876467228,0.0064797718077898026,0.9397611618041992,11.197100639343262
diag,ETTh2,720,precision,193-336,337-720,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,337-720,1-96,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,337-720,97-192,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,337-720,193-336,False,0.0,0.0,0.0,0.0
diag,ETTh2,720,precision,337-720,337-720,True,0.002416043309494853,0.002416043309494853,0.9367460608482361,18.180641174316406
diag,ETTm1,96,covariance,1-96,1-96,True,0.011546782217919827,0.011546782217919827,1.1459498405456543,10.861876487731934
diag,ETTm1,96,precision,1-96,1-96,True,0.009398754686117172,0.009398754686117172,0.9273248910903931,8.841251373291016
diag,ETTm1,192,covariance,1-96,1-96,True,0.010479036718606949,0.010479033924639225,1.0083972215652466,9.8566255569458
diag,ETTm1,192,covariance,1-96,97-192,False,0.0,0.0,0.0,0.0
diag,ETTm1,192,covariance,97-192,1-96,False,0.0,0.0,0.0,0.0
diag,ETTm1,192,covariance,97-192,97-192,True,0.010486224666237831,0.01048622652888298,1.010270357131958,9.86338996887207
diag,ETTm1,192,precision,1-96,1-96,True,0.010354679077863693,0.010354678146541119,0.9958099126815796,9.739655494689941
