meta_type,dataset,horizon,matrix_dim,param_key,source,covariance_trace,precision_trace,covariance_diag_mean,covariance_diag_std,covariance_diag_min,covariance_diag_max,covariance_offdiag_abs_mean,covariance_offdiag_abs_max,covariance_offdiag_fro_share,covariance_weighted_bandwidth,covariance_weighted_bandwidth_ratio,covariance_condition_number,precision_diag_mean,precision_diag_std,precision_diag_min,precision_diag_max,precision_offdiag_abs_mean,precision_offdiag_abs_max,precision_offdiag_fro_share,precision_weighted_bandwidth,precision_weighted_bandwidth_ratio,precision_condition_number
all,Weather,336,336,L_param,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h336/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_336_TQNet_custom_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,367.16192626953125,311.520263671875,1.0927438735961914,0.007121277041733265,1.0750794410705566,1.1165350675582886,0.008427168242633343,0.04540397226810455,0.033524154662171776,84.62016776010151,0.25259751570179556,3.786977529525757,0.9271435737609863,0.003882323857396841,0.911690890789032,0.9357098937034607,0.00235043209977448,0.021119972690939903,0.005542534950247449,67.1360852963819,0.20040622476531914,3.786975860595703
all,Weather,720,720,L_param,analysis/phase2_qdf_upstream_gate_20260623/raw/all/Weather/h720/seed2023/checkpoints/long_term_forecast_meta_ml3_Weather_96_720_TQNet_custom_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,797.9078979492188,664.0968627929688,1.1082054376602173,0.007421569433063269,1.087602972984314,1.133216142654419,0.009754260070621967,0.06640369445085526,0.08829806614371821,170.26101868085357,0.23680252945876712,7.805084228515625,0.9223566651344299,0.003196385921910405,0.9055821299552917,0.9289385080337524,0.0015498549910262227,0.028214896097779274,0.006915950085599604,140.05758413407867,0.1947949709792471,7.80508279800415
diag,ETTh2,96,96,diag_param,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h96/seed2023/checkpoints/long_term_forecast_meta_ml3_ETTh2_96_96_TQNet_ETTh2_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,126.50456237792969,72.93154907226562,1.3177558183670044,0.04299287125468254,1.1937726736068726,1.395782709121704,0.0,0.0,0.0,0.0,0.0,1.1692198514938354,0.7597036361694336,0.02569662593305111,0.7164438962936401,0.8376803994178772,0.0,0.0,0.0,0.0,0.0,1.1692198514938354
diag,ETTh2,192,192,diag_param,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h192/seed2023/checkpoints/long_term_forecast_meta_ml3_ETTh2_96_192_TQNet_ETTh2_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,192.6831817626953,191.3192901611328,1.0035581588745117,0.0004813979030586779,1.0022493600845337,1.0045626163482666,0.0,0.0,0.0,0.0,0.0,1.0023080110549927,0.996454656124115,0.0004781149618793279,0.9954581260681152,0.9977557063102722,0.0,0.0,0.0,0.0,0.0,1.0023080110549927
diag,ETTh2,336,336,diag_param,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h336/seed2023/checkpoints/long_term_forecast_meta_ml3_ETTh2_96_336_TQNet_ETTh2_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,386.0445556640625,292.6464538574219,1.1489421129226685,0.030058875679969788,1.0625616312026978,1.2023866176605225,0.0,0.0,0.0,0.0,0.0,1.1315923929214478,0.8709715008735657,0.023161428049206734,0.8316792249679565,0.9411218762397766,0.0,0.0,0.0,0.0,0.0,1.1315923929214478
diag,ETTh2,720,720,diag_param,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTh2/h720/seed2023/checkpoints/long_term_forecast_meta_ml3_ETTh2_96_720_TQNet_ETTh2_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,772.810302734375,670.8478393554688,1.0733476877212524,0.009158935397863388,1.030839204788208,1.093122124671936,0.0,0.0,0.0,0.0,0.0,1.0604196786880493,0.9317331314086914,0.008033983409404755,0.9148108959197998,0.9700834155082703,0.0,0.0,0.0,0.0,0.0,1.0604195594787598
diag,ETTm1,96,96,diag_param,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h96/seed2023/checkpoints/long_term_forecast_meta_ml3_ETTm1_96_96_TQNet_ETTm1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,106.41514587402344,86.61891174316406,1.108491063117981,0.014479138888418674,1.0783706903457642,1.1459498405456543,0.0,0.0,0.0,0.0,0.0,1.0626678466796875,0.9022803902626038,0.011720193549990654,0.8726385235786438,0.9273248910903931,0.0,0.0,0.0,0.0,0.0,1.0626678466796875
diag,ETTm1,192,192,diag_param,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h192/seed2023/checkpoints/long_term_forecast_meta_ml3_ETTm1_96_192_TQNet_ETTm1_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,193.21583557128906,190.79197692871094,1.006332516670227,0.0009145188960246742,1.004207730293274,1.010270357131958,0.0,0.0,0.0,0.0,0.0,1.0060372352600098,0.9937081933021545,0.0009025431936606765,0.9898340702056885,0.9958099126815796,0.0,0.0,0.0,0.0,0.0,1.0060372352600098
diag,ETTm1,336,336,diag_param,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h336/seed2023/checkpoints/long_term_forecast_meta_ml3_ETTm1_96_336_TQNet_ETTm1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,359.09381103515625,314.4151306152344,1.0687315464019775,0.009301470592617989,1.0437835454940796,1.101056456565857,0.0,0.0,0.0,0.0,0.0,1.0548704862594604,0.9357593059539795,0.008123212493956089,0.9082186222076416,0.9580530524253845,0.0,0.0,0.0,0.0,0.0,1.0548704862594604
diag,ETTm1,720,720,diag_param,analysis/phase2_qdf_upstream_gate_20260623/raw/diag/ETTm1/h720/seed2023/checkpoints/long_term_forecast_meta_ml3_ETTm1_96_720_TQNet_ETTm1_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_ax0.0_rl1.0_axlMSE_mf1_TQNet_0/A.pth,748.52880859375,692.5762329101562,1.0396232604980469,0.005253663286566734,1.0233263969421387,1.0556509494781494,0.0,0.0,0.0,0.0,0.0,1.0315877199172974,0.9619114398956299,0.004859364591538906,0.9472827911376953,0.9772053360939026,0.0,0.0,0.0,0.0,0.0,1.0315877199172974
