epoch,train_loss,mse,mae
1,0.4705015491221992,0.4066312909126282,0.2854089140892029
2,0.42858756826797,0.4083315134048462,0.28166672587394714
3,0.417070763106917,0.4055379331111908,0.27950119972229004
4,0.4099717469702304,0.40879690647125244,0.28173670172691345
5,0.4043241762884066,0.40809112787246704,0.27647534012794495
6,0.40003527805838784,0.4046550691127777,0.2773045301437378
7,0.3955265985618175,0.40899625420570374,0.28072330355644226
8,0.39127527565603526,0.4083511531352997,0.2796792984008789
9,0.38818742791321914,0.4156794846057892,0.2853183150291443
10,0.3860463053512741,0.4074174761772156,0.2791946828365326
11,0.3820650086961162,0.4068417251110077,0.28258681297302246
12,0.3797776055273036,0.41233521699905396,0.28356367349624634
13,0.3763460900477121,0.4130900204181671,0.2848030924797058
14,0.37366968089006314,0.4328136742115021,0.29514390230178833
15,0.37019025224825025,0.4249935448169708,0.29222846031188965
16,0.36688302940046286,0.41688406467437744,0.2868005633354187
