dataset,horizon,is_specialist_gap,relative_mse_vs_fixed_pct,residual_mse,residual_mae,label_top1_variance_ratio,residual_top1_energy_share,residual_top1_over_label_ratio,label_top2_variance_ratio,residual_top2_energy_share,residual_top2_over_label_ratio,label_top4_variance_ratio,residual_top4_energy_share,residual_top4_over_label_ratio,label_top8_variance_ratio,residual_top8_energy_share,residual_top8_over_label_ratio,label_top16_variance_ratio,residual_top16_energy_share,residual_top16_over_label_ratio,label_top32_variance_ratio,residual_top32_energy_share,residual_top32_over_label_ratio,label_top64_variance_ratio,residual_top64_energy_share,residual_top64_over_label_ratio,label_top128_variance_ratio,residual_top128_energy_share,residual_top128_over_label_ratio
ETTh2,96,False,-0.8627450828338268,0.3047959268238685,0.35886070337742093,0.7676998597782387,0.47574860874088626,0.6197065203037984,0.8397168419738381,0.6241417749034441,0.7432764757180965,0.8872514359208048,0.7110650014348442,0.8014244583294348,0.9381114017451805,0.7984323697514394,0.8511061354398908,0.9601329810633197,0.8539259360211098,0.8893829842980827,0.9766666256736529,0.9025096461013318,0.9240713487868273,0.9913430735643047,0.9607112960380024,0.969100729764351,1.0,1.0,1.0
ETTh2,192,False,-2.1987404109377495,0.36904332494990133,0.4003613901943427,0.6988552760029342,0.4489132127768887,0.6423550457319634,0.778135817119919,0.5743505206872375,0.7381108902210113,0.8483007143733731,0.6943024886113298,0.8184626947110384,0.9028846282569577,0.7647156891012613,0.846969441242526,0.9409642772334975,0.8332603007344164,0.8855387190513347,0.9625348603097705,0.8797349730050622,0.9139772586750147,0.9782590699331759,0.9237998398994036,0.9443304624433563,0.9916420155246389,0.9680555387489275,0.9762147262757591
ETTh2,336,False,-0.313676363951787,0.3829101619411894,0.4155936059110424,0.6383705303498436,0.3632924917787035,0.5690934567101802,0.721780565808826,0.5032371094323284,0.697216208458594,0.7973428954839116,0.6123348813267464,0.7679693200942327,0.8665661664855521,0.702589917433189,0.8107746928115304,0.9163610306495792,0.7864728195774073,0.858256509467564,0.9477030856185051,0.8507668294554647,0.8977145293351279,0.968057383155426,0.8931251277211186,0.922595233776264,0.9813461251805039,0.9354756884057153,0.953257637037746
ETTh2,720,True,0.7536184049062644,0.4104734046653696,0.4392986997597893,0.5345450012556611,0.3000652681739735,0.5613470661387009,0.6326559946663618,0.38598354248742944,0.6101001899001719,0.7148271555924924,0.5353123904478011,0.7488696900498996,0.7893025649239839,0.6193292262138925,0.7846537611005215,0.8734817918851036,0.7348751917858565,0.8413171271720348,0.9157655598600387,0.7968307264200489,0.8701252387585233,0.9476397479075821,0.8529665884532129,0.900095833186176,0.968193856930937,0.9001726073532219,0.9297441838834481
ETTm1,96,True,2.826269514868307,0.29868495726368566,0.3522827644119685,0.6571863717005003,0.2870988307062725,0.43686059703793145,0.7710991090173308,0.5040716079156659,0.6537053434778857,0.9051038149598399,0.7347599001938161,0.8117962691676621,0.9565144156087954,0.8525424333743805,0.8913011863305379,0.9762219807336574,0.9012575088826535,0.9232096046488668,0.9859598224028406,0.9339841873867172,0.9472842261569484,0.9943939530959438,0.9703489702095283,0.9758194598714585,1.0,1.0,1.0
ETTm1,192,False,-2.380515120368043,0.32966214972645935,0.37305043266226984,0.6205602850748936,0.21356012439704336,0.34414081844001576,0.7100949937502969,0.359933599071146,0.5068809134538353,0.8340669757868001,0.5711904607172551,0.6848256522546456,0.9215618369875557,0.7668671839569504,0.8321386077180905,0.959451724408877,0.8669457528775956,0.9035845481561098,0.9770096719454161,0.911317669999444,0.9327621784795983,0.9859958125494015,0.9398232111189952,0.9531716049472646,0.9944204078049509,0.9732421250516504,0.9787028880470698
ETTm1,336,False,-0.22444459483620394,0.3607288571103958,0.39244198870795755,0.5955377829639497,0.17396164442302953,0.2921084931962413,0.6753009942139698,0.27973047555852826,0.4142308066407131,0.790636872415371,0.4646122861155707,0.5876430790486594,0.873597187263964,0.6249895460677539,0.7154207398780333,0.9382512201318046,0.8076242378978815,0.8607761125900025,0.965881611736581,0.8883419067659581,0.9197213157094766,0.9792901831870159,0.9256517895645326,0.9452272732399689,0.9876907244128331,0.9519851042136527,0.9638493920043576
ETTm1,720,True,1.0913105885269836,0.41729283015001933,0.42424758375825566,0.5552414427955309,0.1516341311289322,0.2730958452335336,0.6295489209442439,0.2544542585896676,0.40418504444105524,0.7418269396490313,0.39480664471538107,0.5322085564891585,0.8148079096587966,0.5052313557743944,0.620061918625657,0.8805089146715417,0.6702760769308195,0.7612371274864993,0.9398854051113381,0.8155438842113185,0.8677056583453489,0.9665514864809509,0.900524907636418,0.9316885031288665,0.9788396697521377,0.9342365211408924,0.9544326308081285
Weather,96,True,0.6386997008156259,0.1480263604420251,0.19702931579619176,0.5850122413495067,0.41700904125098903,0.7128210518963368,0.7373634918076004,0.5732386685035431,0.7774166674543167,0.8245672354792625,0.6909194764035016,0.8379176938820752,0.8617680773813533,0.7816060397130227,0.9069795693617263,0.8922582284869687,0.8499203343828133,0.9525497297167558,0.9273060466417681,0.9104705784776235,0.9818447553263412,0.9687707787593705,0.9643969584464769,0.9954851855477157,1.0,1.0,1.0
Weather,192,False,-1.4340370951050563,0.19240910962729693,0.2399049755567159,0.5144684606049478,0.4066931140277689,0.79051126584038,0.6274306482232603,0.4870566526282655,0.7762716947402843,0.7742096070554843,0.6765165489937037,0.8738157507069281,0.8279225281328206,0.7654103545152413,0.9244951411594508,0.8625424280433699,0.8330049612660863,0.9657553462682552,0.8924452490691932,0.8843455397696822,0.9909241386987506,0.9273665692454448,0.9308239077286516,1.0037281249916308,0.9687783372832584,0.9724093220949248,1.0037480037196629
Weather,336,False,-2.389830790456582,0.2447934502866627,0.2804331720794901,0.47043281661767666,0.42575461057920594,0.9050274460874167,0.5706311928969499,0.470679364719322,0.8248398800805161,0.7158895370114321,0.6455942542644383,0.9018070818014047,0.7898294711908334,0.7603873891470049,0.9627234952382336,0.8361055353380253,0.8284704894232616,0.990868322727134,0.8685761868328568,0.8779746330873431,1.01082052029167,0.8987237408698464,0.9156200527260914,1.0188003399575174,0.9346628883402348,0.9514221749605148,1.0179308356299896
Weather,720,False,-0.7056680516677627,0.3208470092970583,0.3337559024644412,0.4125149234878679,0.4262944886048145,1.0334037978564232,0.5002883534253759,0.4564093825423994,0.9122926396696108,0.6413835595761047,0.6001045074062283,0.9356406138673744,0.7212968488643939,0.7511668039861454,1.041411459330203,0.7898633838043759,0.8140776909280656,1.030656323131554,0.8326501822445566,0.8641816160850072,1.0378687647139548,0.865245475771284,0.9022235869067471,1.0427371331846615,0.8949893114815723,0.9316424433388952,1.0409537090411136
