dataset,horizon,component,residual_component_energy,residual_energy_share,label_eigenvalue,label_variance_ratio,residual_to_label_variance_ratio
ETTh2,96,1,13.92059886108901,0.47574860874088515,75.60847316648918,0.7676998597782387,0.18411427024106117
ETTh2,96,2,4.3420447310251475,0.14839316616255857,7.092738127424429,0.07201698219559935,0.6121817347571896
ETTh2,96,3,1.8638479040852232,0.06369862791978989,2.896568602944786,0.029410662815822296,0.6434675506012006
ETTh2,96,4,0.6795612536580459,0.023224598611609967,1.784972008456891,0.018123931131144497,0.38071255484030075
ETTh2,96,5,0.518386241707032,0.01771630198840766,1.6989187643847812,0.01725017901526522,0.3051271506173233
ETTh2,96,6,0.9356579866384791,0.03197692784933327,1.3581508180317607,0.013790150083639069,0.6889205338729902
ETTh2,96,7,0.6759217684072689,0.023100216028513632,1.1842160021124977,0.012024081702682073,0.5707757429400604
ETTh2,96,8,0.42643893126822674,0.01457392245034045,0.767761000931688,0.007795555022789332,0.5554318736569551
ETTh2,96,9,0.37571194936580576,0.012840283595681802,0.5425204497477596,0.0055085475973184715,0.6925304834877467
ETTh2,96,10,0.254643682433085,0.008702669967800414,0.3530745948338627,0.0035849859889162624,0.7212177997482547
ETTh2,96,11,0.1888560264268527,0.006454319438515751,0.2842905488124531,0.002886578783028916,0.6643063837885139
ETTh2,96,12,0.19518646743594117,0.006670667781919885,0.2668625239708719,0.002709621205832085,0.7314120564086616
ETTh2,96,13,0.16943428703645091,0.0057905645536494785,0.20995718219363596,0.00213182587320025,0.8069944798563154
ETTh2,96,14,0.16663108240228422,0.00569476259009685,0.18176644735758032,0.0018455878065614768,0.9167317996510047
ETTh2,96,15,0.1516234686723181,0.00518186430003051,0.16629694514385357,0.0016885163278904753,0.9117634033575162
ETTh2,96,16,0.12167748076416919,0.004158434041976319,0.16407108008764248,0.0016659157353910636,0.7416144313743304
ETTh2,192,1,31.80833753416813,0.44891321277688895,138.4045222165648,0.6988552760029342,0.22982151901364087
ETTh2,192,2,8.888025827327915,0.12543730791034843,15.701084031482548,0.07928054111698478,0.5660772090325968
ETTh2,192,3,5.0374251330948265,0.07109352062777607,8.55932744903296,0.043219188585714455,0.5885304847945687
ETTh2,192,4,3.4619296976874714,0.04885844729631673,5.33645242728282,0.026945708667739713,0.6487324200602298
ETTh2,192,5,1.723230112037123,0.024320062785975285,3.049930690569872,0.015400220458207877,0.5650063187879005
ETTh2,192,6,0.8707623405441753,0.01228912763639133,3.0362672463695866,0.01533122870913193,0.2867871204635663
ETTh2,192,7,1.1644103529874252,0.016433401839651564,3.0092035820734004,0.015194574326179275,0.38694967662677165
ETTh2,192,8,1.2308173472315815,0.017370608227913066,1.7146485459678837,0.008657890390065585,0.7178248569515513
ETTh2,192,9,0.6612817614514179,0.009332714096265952,1.4507514911580552,0.007325377216927292,0.4558201494065348
ETTh2,192,10,0.601839924615807,0.008493807444242097,1.3373958580944145,0.006753002984044773,0.4500088144981526
ETTh2,192,11,1.158335485242137,0.01634766682147268,1.2158830763182504,0.0061394403107587845,0.952670127418526
ETTh2,192,12,0.8786180891304193,0.01239999634598139,1.064002508092412,0.005372539527987633,0.8257669342393209
ETTh2,192,13,0.47416329340740976,0.006691898537474375,0.7633864351075909,0.003854618543238325,0.6211314107783192
ETTh2,192,14,0.4140780937331576,0.0058439120623203274,0.6345305262005213,0.003203977723547816,0.6525739529232714
ETTh2,192,15,0.3517117659509124,0.004963731872338687,0.6019236073984721,0.003039333412263281,0.584312962023568
ETTh2,192,16,0.3167904122926191,0.0044708844530599295,0.47359581716696175,0.0023913592577717076,0.668904582366566
ETTh2,336,1,46.74041798462446,0.36329249177870326,221.32722218083268,0.6383705303498436,0.2111824181592799
ETTh2,336,2,18.004968646071895,0.13994461765362493,28.918802752414425,0.08341003545898233,0.6226042205211508
ETTh2,336,3,8.888739730651812,0.06908822267235876,15.546918341536946,0.04484172533862013,0.5717364390410173
ETTh2,336,4,5.147541158529098,0.04000954922205953,10.65103368380766,0.03072060433646547,0.48329029006402435
ETTh2,336,5,4.778958278674626,0.03714471834071504,7.719866162580353,0.022266285221841174,0.6190467785360241
ETTh2,336,6,4.2696570920978365,0.03318614661381698,6.346963956085197,0.018306445573364877,0.6727085771464437
ETTh2,336,7,1.3075201482241472,0.010162772888669245,4.97090848368576,0.014337511010996765,0.26303444380747587
ETTh2,336,8,1.2558801661560528,0.009761398263241272,4.962420478719979,0.014313029195437761,0.2530781443333069
ETTh2,336,9,3.254283151680658,0.025294096332566567,4.825504085799434,0.013918123455867848,0.674392373069875
ETTh2,336,10,2.137441882613572,0.01661338561033594,3.000025252772382,0.008652924356997974,0.712474630217969
ETTh2,336,11,1.2804948881404574,0.009952717555402843,2.0042597710147803,0.005780854069257663,0.6388866885713761
ETTh2,336,12,1.195468429875871,0.009291844691573925,1.7295305673383283,0.004988457066641168,0.691209772438798
ETTh2,336,13,0.6078664450535155,0.004724675666460627,1.6087709397972552,0.004640152024366433,0.3778452419895909
ETTh2,336,14,0.5139777571334638,0.003994920630989421,1.6058902258978165,0.004631843227817818,0.3200578400968289
ETTh2,336,15,0.9947061948683098,0.007731409082398348,1.3003113461817326,0.0037504670031223942,0.7649754020751957
ETTh2,336,16,0.8079521070650739,0.006279852574490893,1.1899116557213372,0.0034320429599557574,0.6790017588114848
ETTh2,720,1,88.68154481942231,0.30006526817397294,391.64205651186177,0.5345450012556611,0.2264351934244743
ETTh2,720,2,25.392359937900547,0.08591827431345607,71.88242549369753,0.09811099341070062,0.3532485132979672
ETTh2,720,3,23.386792125088874,0.07913218094061462,34.916615944561364,0.04765704347526756,0.6697897689232286
ETTh2,720,4,20.745982733587937,0.07019666701975737,25.28726282239234,0.03451411745086306,0.8204123506486034
ETTh2,720,5,9.073369355028486,0.030700897399814447,16.537725905470847,0.022572036296714598,0.5486467369753011
ETTh2,720,6,6.414894459708564,0.02170561000352139,14.976796311081724,0.020441552355780993,0.4283222076648005
ETTh2,720,7,5.596588112040247,0.018936766563078973,12.727451160377802,0.0173714627512162,0.43972575824632887
