dataset,horizon,component,residual_component_energy,residual_energy_share,label_eigenvalue,label_variance_ratio,residual_to_label_variance_ratio
ETTh2,720,8,3.7455552440281803,0.012673561799676688,10.323502685201554,0.014090357927779773,0.36281825638475657
ETTh2,720,9,2.088746070910912,0.007067537571559614,10.041139490770203,0.01370496562475144,0.2080188282247133
ETTh2,720,10,2.6241085900885075,0.008879004638517339,9.984030616240561,0.013627018777880483,0.2628305832536202
ETTh2,720,11,4.932267714343075,0.016688954138359184,9.055792275111152,0.012360083429711243,0.5446533626769322
ETTh2,720,12,5.240335568367134,0.017731340842624895,7.620311182250969,0.010400821828902587,0.6876799966611321
ETTh2,720,13,5.32887351836274,0.018030920239478013,7.023784076024735,0.009586633011729219,0.7586898259803472
ETTh2,720,14,5.259447756927104,0.017796009359589915,7.015830461374624,0.00957577727016,0.7496543404067109
ETTh2,720,15,4.383164359149509,0.014830993207853384,6.263161619374897,0.008548473484976104,0.699832548722729
ETTh2,720,16,4.291609458094505,0.014521205573981509,4.671067406856345,0.006375453533008599,0.9187641890577602
ETTm1,96,1,8.232201790075896,0.2870988307062731,63.15525954218483,0.6571863717005003,0.13034863366489946
ETTm1,96,2,6.221424450064369,0.21697277720939237,10.946953254355918,0.11391273731683045,0.5683247480378883
ETTm1,96,3,4.367892747083167,0.15233068045656192,9.527352388010197,0.09914053387123352,0.45845819165668633
ETTm1,96,4,2.246807034068704,0.07835761182158867,3.350428327032084,0.03486417207127545,0.670602924390565
ETTm1,96,5,1.626329712683215,0.056718405447385836,2.6421141464896967,0.027493536122519105,0.6155410487635256
ETTm1,96,6,0.7844796663274586,0.02735880395776647,1.0265996473565535,0.010682677932542095,0.7641534539267156
ETTm1,96,7,0.5679058463126306,0.019805771115106438,0.7339163218744552,0.0076370488887355795,0.7738019027321448
ETTm1,96,8,0.3985523800634681,0.013899552660305832,0.5379011658441076,0.005597337705158752,0.7409397959531008
ETTm1,96,9,0.30371144737521594,0.010591965993672564,0.440691292669885,0.004585782938256702,0.6891705201053778
ETTm1,96,10,0.23796648174946955,0.008299103982110784,0.3326631080122538,0.0034616540655201555,0.7153377576833796
ETTm1,96,11,0.20051023606075552,0.0069928138043310745,0.24257939062311257,0.002524253256633939,0.8265757265928725
ETTm1,96,12,0.137273181274858,0.004787415424978139,0.21260375593741548,0.002212330247508238,0.6456761813524466
ETTm1,96,13,0.1185838259103293,0.004135622355683037,0.2024599102576046,0.002106774555302558,0.5857150966798632
ETTm1,96,14,0.14912868137474686,0.0052008771333900295,0.17281039094745315,0.0017982450652909289,0.862961310122218
ETTm1,96,15,0.13961898275790707,0.004869225477747294,0.1554948695224806,0.0016180617395969068,0.897900896580525
ETTm1,96,16,0.11005134714014002,0.0038380513363598027,0.13458377146600808,0.0014004632567527788,0.8177163259831499
ETTm1,192,1,13.517316423279182,0.21356012439704247,119.14551877257854,0.6205602850748936,0.11345215969960765
ETTm1,192,2,9.264728510207336,0.14637347467410394,17.190367430611786,0.08953470867540331,0.5389488355966813
ETTm1,192,3,7.6762612481571315,0.12127727543888799,16.391718908369,0.08537500917731618,0.46830117640913904
ETTm1,192,4,5.695269853549334,0.08997958620722013,7.410490914358079,0.03859697285918691,0.7685415068136112
ETTm1,192,5,4.4884818289300945,0.07091353843647298,5.313647979181955,0.027675727452602224,0.8447081640551402
ETTm1,192,6,2.9977261613106,0.04736108498690118,4.590907014523587,0.023911386639081645,0.6529703502656726
ETTm1,192,7,2.527806313465484,0.03993681984285147,4.312524536715106,0.022461452881032108,0.5861546507027968
ETTm1,192,8,2.3713698693422405,0.03746527997346916,2.5816439432232756,0.013446294228039612,0.9185503196778947
ETTm1,192,9,1.9036896222166861,0.030076398288183915,2.0523871927539497,0.010689701086035128,0.9275489678252489
ETTm1,192,10,1.0393418867257354,0.016420565715096196,1.232330881195811,0.006418500761251222,0.8433951486448138
ETTm1,192,11,0.7861069162399025,0.01241970562533022,1.093148316324852,0.005693579060262704,0.7191219201460072
ETTm1,192,12,0.7112703282440622,0.011237362137807958,0.7908715589295225,0.004119193781880484,0.8993499895315443
ETTm1,192,13,0.389977299429441,0.006161252571904374,0.6302341299876186,0.0032825260689456647,0.6187816255477981
ETTm1,192,14,0.4785629016353005,0.007560816777880168,0.5892344229140458,0.003068982243112585,0.8121774340144254
ETTm1,192,15,0.6385938663453239,0.010089146489241653,0.49948949349385025,0.0026015526699422645,1.2784930907724614
ETTm1,192,16,0.38694348417370233,0.006113321315201869,0.38703685731427284,0.0020158517498915255,0.99975874871138
ETTm1,336,1,21.085003018384857,0.17396164442302947,199.86609868206645,0.5955377829639497,0.10549564512151438
ETTm1,336,2,12.819700176666036,0.10576883113549855,26.76901836782379,0.07976321125002009,0.47890064553413897
ETTm1,336,3,14.314584191927278,0.11810235943946874,26.670773462292622,0.07947047249335577,0.5367142506071436
ETTm1,336,4,8.093996426914149,0.06677945111757298,12.036648087784673,0.03586540570804539,0.6724460470958105
ETTm1,336,5,6.115785200855239,0.05045823562610532,7.298527813143442,0.02174730532792541,0.8379477830915052
ETTm1,336,6,4.676047469749314,0.03857969128714161,7.147553525506098,0.021297449683886797,0.6542165026204846
ETTm1,336,7,4.012699015023314,0.0331067403034974,6.945793282247626,0.020696267948951585,0.5777164467706161
ETTm1,336,8,4.633977425892208,0.03823259273543879,6.450111141453534,0.01921929188782919,0.7184337330423024
ETTm1,336,9,4.317119442796033,0.0356183585453885,4.801100723136974,0.014305762204284034,0.8991936832300584
ETTm1,336,10,4.820288099692562,0.039769747421146535,3.684446611974933,0.010978486002446148,1.3082800776719077
ETTm1,336,11,3.9938346899307726,0.03295110034408323,2.937538444075355,0.008752935809983759,1.3595855053355417
ETTm1,336,12,2.577311983721138,0.021264091377571636,2.6198734567377504,0.007806394582973342,0.9837543783242073
ETTm1,336,13,2.1959263237083797,0.018117472118502443,2.588697896266509,0.0077135012694593,0.8482744652728327
ETTm1,336,14,1.6641480624116591,0.013730039936352188,1.7408925388966434,0.00518730935275926,0.9559165917652654
ETTm1,336,15,1.3203523552567646,0.010893556274950984,1.6639849819392503,0.004958149148674638,0.7934881441766335
ETTm1,336,16,1.2472378697534423,0.010290325812132866,1.661751640488308,0.004951494497260185,0.7505561236497048
ETTm1,720,1,45.55860172281464,0.15163413112893256,398.15539574666025,0.5552414427955309,0.11442417259567376
ETTm1,720,2,30.89239342882271,0.10282012746073532,53.28478944272938,0.074307478148713,0.5797600732198808
ETTm1,720,3,28.094789089610348,0.09350877269616266,53.26845147205175,0.07428469428465312,0.527418918951507
ETTm1,720,4,14.07420289617903,0.04684361342955117,27.24444890868949,0.037993324420134436,0.5165897443310049
ETTm1,720,5,9.104518306958084,0.030302855456858773,15.018631721320432,0.02094400034469615,0.6062148986603967
ETTm1,720,6,8.28583038480265,0.02757799062239605,13.76561953544369,0.019196631600334683,0.6019220830176448
ETTm1,720,7,8.216899950327367,0.02734856728311992,13.724632505426257,0.019139473772195482,0.5986972654516383
ETTm1,720,8,7.569948299257879,0.025195297696638645,9.824686386883958,0.01370086429253877,0.7705027927775716
ETTm1,720,9,5.048684758689619,0.016803696728567828,7.936927169110999,0.011068318902161218,0.6361006786528336
ETTm1,720,10,4.3455005496848615,0.014463266545816495,7.791503493747209,0.010865520567168926,0.5577229803172374
ETTm1,720,11,5.731375379850644,0.01907591745648765,6.9328313271311925,0.009668072591395158,0.8267005368241505
ETTm1,720,12,6.395892057168639,0.02128764927387,6.235595939505954,0.008695753776357762,1.0257066235878307
ETTm1,720,13,5.840499096029891,0.019439117363040402,6.013175626870909,0.008385580972940338,0.9712836375393089
ETTm1,720,14,5.503989226860224,0.01831910095124828,4.6320730620263255,0.0064595857737170526,1.188234544912915
ETTm1,720,15,8.449853947454237,0.028123915419620244,3.786474218941918,0.005280368998869775,2.231588929137207
ETTm1,720,16,8.272029714995464,0.027532057417774407,3.7846344876895612,0.005277803430134988,2.1856878760425187
Weather,96,1,5.925919742188753,0.4170090412509777,56.143714963134684,0.5850122413495067,0.1055491206109153
Weather,96,2,2.220105899079452,0.15622962725256453,14.621172986508771,0.15235125045809372,0.15184184614517487
Weather,96,3,1.0111660784104604,0.07115610997926103,6.3399879273643975,0.06606207925413662,0.15949022143182742
Weather,96,4,0.6611406435710366,0.046524697920694635,2.0289687924575524,0.021141664417525432,0.32585057297517217
Weather,96,5,0.484491719126818,0.034093851431826735,1.3111502092443206,0.01366206214105267,0.36951656317551446
Weather,96,6,0.33210824685334034,0.023370573284325662,0.8932620851357914,0.009307707102762167,0.3717926153810212
Weather,96,7,0.2515650338823702,0.01770271926646277,0.7501623968239702,0.007816621779130062,0.3353474326991644
Weather,96,8,0.22053918327701208,0.015519419326906423,0.6155958394529455,0.0064144508791459465,0.35825320631308377
Weather,96,9,0.20010528631077237,0.01408147886304088,0.5236780248818972,0.005456675876949067,0.3821151104362289
Weather,96,10,0.16374911083131222,0.011523082101048574,0.4358008295067337,0.004541003747598713,0.3757429994262599
Weather,96,11,0.12888064466455246,0.009069375962814227,0.38125432320336133,0.003972634270600727,0.33804375929871733
Weather,96,12,0.10727853081362627,0.007549227668898595,0.3455036035183928,0.0036001151263564527,0.3104990214897001
Weather,96,13,0.09885853929819993,0.006956709926177289,0.3297308991406495,0.003435765026862224,0.2998158181591316
Weather,96,14,0.09090706369851355,0.006397161812025636,0.31816105355486346,0.0033152083215809165,0.285726561069605
Weather,96,15,0.09227602386108139,0.006493496016628337,0.30295420385840716,0.0031567543747654907,0.3045873689351701
Weather,96,16,0.08872717551073789,0.00624376231915925,0.2890615630177997,0.0030119943609017113,0.30694906159237184
Weather,192,1,15.024280312632738,0.40669311402775266,98.83575325350549,0.5144684606049478,0.15201260493352753
Weather,192,2,2.9688339664552585,0.08036353860050402,21.701433143815063,0.1129621876183125,0.1368035901952116
Weather,192,3,3.045826462349256,0.08244765293146274,19.62993406650844,0.10217944042041316,0.15516233788812794
Weather,192,4,3.953305051842927,0.10701224343396924,8.568119009261773,0.044599518411810674,0.4613970753171813
Weather,192,5,1.051746723362818,0.02846979297459315,3.496359507990547,0.01819955466099077,0.30081195053288023
Weather,192,6,0.9284409484881618,0.02513202181232232,3.252026570229943,0.01692773159871928,0.28549611401930025
Weather,192,7,0.7167246719573835,0.019401061659757454,2.127790054989608,0.011075757891714099,0.336839938826053
Weather,192,8,0.5870514267735962,0.01589092907486844,1.4427402253986272,0.007509876925912348,0.40690029739164907
Weather,192,9,0.5233164801230054,0.014165684112290968,1.2780189838397358,0.0066524555901698295,0.40947473139305846
Weather,192,10,0.4094205474923242,0.011082628514764648,1.0128222298115162,0.005272030376508719,0.4042373236303437
Weather,192,11,0.34997295409131085,0.00947343816563456,0.8966948638928722,0.004667554109453474,0.3902921363594673
Weather,192,12,0.2924044050129969,0.007915111776114718,0.8268397595571019,0.004303938243635736,0.3536409583999974
Weather,192,13,0.24268803166083613,0.006569336386144404,0.7428607937376748,0.0038668036253817505,0.32669382165097294
Weather,192,14,0.2175897303205841,0.005889949013406723,0.6970685333775835,0.0036284417682646087,0.31214969533378945
Weather,192,15,0.22614391742860734,0.006121502799714402,0.6241879998789002,0.003249077675384535,0.3623009693753836
Weather,192,16,0.23558100917352257,0.006376955982778225,0.5724177220581703,0.002979598521750658,0.4115543598588695
Weather,336,1,35.01857187331108,0.4257546105792116,158.33103322341066,0.47043281661767666,0.2211731406053458
Weather,336,2,3.6950879512642554,0.04492475414011509,33.72322653353198,0.10019837627927326,0.10957100879982888
Weather,336,3,3.8234554238450404,0.04648544152329541,31.280474633516565,0.09294047722292756,0.12223137495964542
Weather,336,4,10.563399067089591,0.12842944802181322,17.608341995657973,0.052317866891554564,0.5999087858297171
Weather,336,5,4.668356516981915,0.05675772039257152,9.555691863284558,0.028391850583280965,0.48854196888861073
Weather,336,6,2.423945555607327,0.029470247953753286,6.777039409090705,0.02013592454139395,0.35767027595499185
Weather,336,7,1.2616152934886145,0.01533867600093068,4.461172453932074,0.013255025753284536,0.28279904139922407
Weather,336,8,1.087886773116697,0.013226490535314354,4.09166071893397,0.012157133301441811,0.26587902757492854
Weather,336,9,1.028731925966622,0.012507287907538215,3.4492786599240772,0.010248489144877285,0.29824552533811977
Weather,336,10,0.9953443948250222,0.012101363434923532,2.948143563328957,0.008759517651433157,0.33761734238651137
Weather,336,11,0.7607753709908106,0.009249481189188828,2.1968818243610833,0.0065273704299780595,0.34629781290673933
Weather,336,12,0.6390274908673842,0.0077692745868659305,1.6910859689067932,0.005024550900093712,0.3778799556124785
Weather,336,13,0.5485582354807729,0.0066693524445276915,1.436135957527087,0.004267043988730171,0.38196817829514346
Weather,336,14,0.6162561453768806,0.007492421339773265,1.3878116938346825,0.0041234630430559555,0.4440488202503139
Weather,336,15,0.591881877801827,0.007196079820275736,1.3874367528411014,0.004122349019202988,0.4266009795328042
Weather,336,16,0.4193003583642479,0.005097839553164361,1.0781106449420075,0.003203279969820709,0.38892145285032637
Weather,720,1,98.47822445904382,0.4262944886048142,298.326820965518,0.4125149234878679,0.3301018129725131
Weather,720,2,6.956837031724229,0.030114893937586224,63.47689944668506,0.08777342993750796,0.10959635855508904
Weather,720,3,4.781177009250012,0.0206968537388181,62.351014397575206,0.0862165991323308,0.07668162347389089
Weather,720,4,28.413811756200023,0.1229982711250068,39.687680223515905,0.054878607018397974,0.7159353128269804
Weather,720,5,15.475033660676344,0.06698863222563388,24.154059563482754,0.03339931019445003,0.6406804462829192
Weather,720,6,9.337970417528577,0.04042239130136608,14.451853954057796,0.01998347117708556,0.6461434254188999
Weather,720,7,6.157685848388925,0.02665551246630941,10.864107433878234,0.015022472442624465,0.566791693276801
Weather,720,8,3.9261880475583237,0.01699576058660858,8.322500455323087,0.011508035474129125,0.47175582250009085
Weather,720,9,2.734270841026705,0.011836165774569776,7.5895012791751135,0.010494472234703523,0.36027016011306173
Weather,720,10,2.271913517625781,0.009834704235081319,7.471039911921573,0.010330668384648384,0.3040960220277338
Weather,720,11,2.362444189370139,0.010226595200076955,6.9787389548459755,0.009649933441059395,0.33852021183994546
Weather,720,12,1.702883462572568,0.007371475661940632,6.43495814578726,0.008898014126138144,0.26463007590614795
Weather,720,13,1.499588089388043,0.006491446623810843,6.129853719752345,0.008476127389456998,0.24463684745949024
Weather,720,14,1.4517484242704763,0.006284357333885634,5.700608821596469,0.007882583953612871,0.2546655049844151
Weather,720,15,1.2086212792326645,0.005231903732806067,5.18728745217354,0.0071727827874057525,0.2329967811454591
Weather,720,16,1.3015645443426864,0.005634238379749429,4.094669623543536,0.005661952622957069,0.3178680245309534
