dataset,trial_id,profile_id,seed,horizon,val_mse,val_mae,test_mse,test_mae,checkpoint_sha256,validation_complete,test_complete
ETTm2,ETTm2__h4m_p2_lr1e5,h4m_p2_lr1e5,2021,96,0.11194976252348472,0.2289859043279042,,,01d88fa350b473da2b24022c14e7bda37117f5edbfe28ac179fc8dd6bab1a843,True,False
ETTm2,ETTm2__h4m_p2_lr1e5,h4m_p2_lr1e5,2021,192,0.1483974174479954,0.26347614525972557,,,01d88fa350b473da2b24022c14e7bda37117f5edbfe28ac179fc8dd6bab1a843,True,False
ETTm2,ETTm2__h4m_p2_lr1e5,h4m_p2_lr1e5,2021,336,0.1922060033594746,0.29829364613674225,,,01d88fa350b473da2b24022c14e7bda37117f5edbfe28ac179fc8dd6bab1a843,True,False
ETTm2,ETTm2__h4m_p2_lr1e5,h4m_p2_lr1e5,2021,720,0.2672491318080574,0.34815235869545075,,,01d88fa350b473da2b24022c14e7bda37117f5edbfe28ac179fc8dd6bab1a843,True,False
ETTm2,ETTm2__h4m_p2_lr2e5,h4m_p2_lr2e5,2021,96,0.11179407158245643,0.2291713171483328,,,65d065811855d45a0c40f9c3ba52bc42656c10aba5fd6dad5decb4322e021424,True,False
ETTm2,ETTm2__h4m_p2_lr2e5,h4m_p2_lr2e5,2021,192,0.1482518497699251,0.26362813795761514,,,65d065811855d45a0c40f9c3ba52bc42656c10aba5fd6dad5decb4322e021424,True,False
ETTm2,ETTm2__h4m_p2_lr2e5,h4m_p2_lr2e5,2021,336,0.19209825784145368,0.29839278094559196,,,65d065811855d45a0c40f9c3ba52bc42656c10aba5fd6dad5decb4322e021424,True,False
ETTm2,ETTm2__h4m_p2_lr2e5,h4m_p2_lr2e5,2021,720,0.2669957001797027,0.3481153460529943,,,65d065811855d45a0c40f9c3ba52bc42656c10aba5fd6dad5decb4322e021424,True,False
ETTm2,ETTm2__h4m_p2_lr5e5,h4m_p2_lr5e5,2021,96,0.1118626519261549,0.22812333485732475,,,95b9819f86f582eaef17bd6355f2db2d7ec95982b59f8ceae7e6f890e8f6ebe2,True,False
ETTm2,ETTm2__h4m_p2_lr5e5,h4m_p2_lr5e5,2021,192,0.14857016205011556,0.2632947778329253,,,95b9819f86f582eaef17bd6355f2db2d7ec95982b59f8ceae7e6f890e8f6ebe2,True,False
ETTm2,ETTm2__h4m_p2_lr5e5,h4m_p2_lr5e5,2021,336,0.19237494373339273,0.29903137169423555,,,95b9819f86f582eaef17bd6355f2db2d7ec95982b59f8ceae7e6f890e8f6ebe2,True,False
ETTm2,ETTm2__h4m_p2_lr5e5,h4m_p2_lr5e5,2021,720,0.2653930351655516,0.34804352070722316,,,95b9819f86f582eaef17bd6355f2db2d7ec95982b59f8ceae7e6f890e8f6ebe2,True,False
ETTm2,ETTm2__h4m_p4_lr1e5,h4m_p4_lr1e5,2021,96,0.11194822355173528,0.22894204198382795,,,8ebed79101ca811391def04c4a512e1696e27020d7cb321d02da97764d63a241,True,False
ETTm2,ETTm2__h4m_p4_lr1e5,h4m_p4_lr1e5,2021,192,0.14959171682130545,0.26468599125898135,,,8ebed79101ca811391def04c4a512e1696e27020d7cb321d02da97764d63a241,True,False
ETTm2,ETTm2__h4m_p4_lr1e5,h4m_p4_lr1e5,2021,336,0.193508164846294,0.299473832161831,,,8ebed79101ca811391def04c4a512e1696e27020d7cb321d02da97764d63a241,True,False
ETTm2,ETTm2__h4m_p4_lr1e5,h4m_p4_lr1e5,2021,720,0.268766144487179,0.3492662023028566,,,8ebed79101ca811391def04c4a512e1696e27020d7cb321d02da97764d63a241,True,False
ETTm2,ETTm2__h4m_p4_lr2e5,h4m_p4_lr2e5,2021,96,0.11059089292151232,0.2270199212556084,,,39270c99362b5ba42df4a38cceee89aa940c769c7863703f8b553b2ebbd45150,True,False
ETTm2,ETTm2__h4m_p4_lr2e5,h4m_p4_lr2e5,2021,192,0.1487727389903739,0.26321697250629467,,,39270c99362b5ba42df4a38cceee89aa940c769c7863703f8b553b2ebbd45150,True,False
ETTm2,ETTm2__h4m_p4_lr2e5,h4m_p4_lr2e5,2021,336,0.19419292092234605,0.2994236004139696,,,39270c99362b5ba42df4a38cceee89aa940c769c7863703f8b553b2ebbd45150,True,False
ETTm2,ETTm2__h4m_p4_lr2e5,h4m_p4_lr2e5,2021,720,0.27125826373489365,0.3506833887348572,,,39270c99362b5ba42df4a38cceee89aa940c769c7863703f8b553b2ebbd45150,True,False
ETTm2,ETTm2__h4m_p4_lr5e5,h4m_p4_lr5e5,2021,96,0.10961597063578665,0.22721921637033424,,,b14035760cf4022b3cadfe2b9aa9f299930cd7d29f07a08b67bb726be982e086,True,False
ETTm2,ETTm2__h4m_p4_lr5e5,h4m_p4_lr5e5,2021,192,0.14716743697257093,0.2629891470229874,,,b14035760cf4022b3cadfe2b9aa9f299930cd7d29f07a08b67bb726be982e086,True,False
ETTm2,ETTm2__h4m_p4_lr5e5,h4m_p4_lr5e5,2021,336,0.19169752608009039,0.2989305467566564,,,b14035760cf4022b3cadfe2b9aa9f299930cd7d29f07a08b67bb726be982e086,True,False
ETTm2,ETTm2__h4m_p4_lr5e5,h4m_p4_lr5e5,2021,720,0.2704532483282189,0.3504097469771902,,,b14035760cf4022b3cadfe2b9aa9f299930cd7d29f07a08b67bb726be982e086,True,False
ETTm2,ETTm2__h4m_p6_lr1e5,h4m_p6_lr1e5,2021,96,0.11196376639418304,0.2290715971030295,,,9756c2af265fc76ad8f98d951b52ca7c111bcab334f35f4f888e0aff86736cb9,True,False
ETTm2,ETTm2__h4m_p6_lr1e5,h4m_p6_lr1e5,2021,192,0.14980903139803559,0.2648649103163431,,,9756c2af265fc76ad8f98d951b52ca7c111bcab334f35f4f888e0aff86736cb9,True,False
ETTm2,ETTm2__h4m_p6_lr1e5,h4m_p6_lr1e5,2021,336,0.1941783325524912,0.2999452580032604,,,9756c2af265fc76ad8f98d951b52ca7c111bcab334f35f4f888e0aff86736cb9,True,False
ETTm2,ETTm2__h4m_p6_lr1e5,h4m_p6_lr1e5,2021,720,0.2693003576766286,0.34977422722925744,,,9756c2af265fc76ad8f98d951b52ca7c111bcab334f35f4f888e0aff86736cb9,True,False
ETTm2,ETTm2__h4m_p6_lr2e5,h4m_p6_lr2e5,2021,96,0.1118400429841131,0.22973153522859016,,,87d9e2bd668636ec2cb1847171e2a32f60489939f4c0bfc36eb9fe29c5224c33,True,False
ETTm2,ETTm2__h4m_p6_lr2e5,h4m_p6_lr2e5,2021,192,0.1490527296361203,0.2650404516607523,,,87d9e2bd668636ec2cb1847171e2a32f60489939f4c0bfc36eb9fe29c5224c33,True,False
ETTm2,ETTm2__h4m_p6_lr2e5,h4m_p6_lr2e5,2021,336,0.19294489265996076,0.2997174644399257,,,87d9e2bd668636ec2cb1847171e2a32f60489939f4c0bfc36eb9fe29c5224c33,True,False
ETTm2,ETTm2__h4m_p6_lr2e5,h4m_p6_lr2e5,2021,720,0.2699548503280514,0.35017699582709205,,,87d9e2bd668636ec2cb1847171e2a32f60489939f4c0bfc36eb9fe29c5224c33,True,False
ETTm2,ETTm2__h4m_p6_lr5e5,h4m_p6_lr5e5,2021,96,0.11023910134099424,0.22637637603717545,,,aeb581e8c4b00f6516c1bf45683ee5e88b583af8b16cab332ebbeb8ea1ddc7e8,True,False
ETTm2,ETTm2__h4m_p6_lr5e5,h4m_p6_lr5e5,2021,192,0.1475789570637668,0.2621937202832972,,,aeb581e8c4b00f6516c1bf45683ee5e88b583af8b16cab332ebbeb8ea1ddc7e8,True,False
ETTm2,ETTm2__h4m_p6_lr5e5,h4m_p6_lr5e5,2021,336,0.19250270819646262,0.29830896763485815,,,aeb581e8c4b00f6516c1bf45683ee5e88b583af8b16cab332ebbeb8ea1ddc7e8,True,False
ETTm2,ETTm2__h4m_p6_lr5e5,h4m_p6_lr5e5,2021,720,0.2718226889665756,0.35021055861272743,,,aeb581e8c4b00f6516c1bf45683ee5e88b583af8b16cab332ebbeb8ea1ddc7e8,True,False
ETTm2,ETTm2__h4m_p4_lr1e5_r48,h4m_p4_lr1e5_r48,2021,96,0.11341106181498617,0.23191400989890099,,,cfe1d6936ffdc3b7d51b387e1187281682cb2d59e89751ab8cf090c7adb4e63a,True,False
ETTm2,ETTm2__h4m_p4_lr1e5_r48,h4m_p4_lr1e5_r48,2021,192,0.1507411214406602,0.2669971869327128,,,cfe1d6936ffdc3b7d51b387e1187281682cb2d59e89751ab8cf090c7adb4e63a,True,False
ETTm2,ETTm2__h4m_p4_lr1e5_r48,h4m_p4_lr1e5_r48,2021,336,0.19389531824604742,0.30091407522559166,,,cfe1d6936ffdc3b7d51b387e1187281682cb2d59e89751ab8cf090c7adb4e63a,True,False
ETTm2,ETTm2__h4m_p4_lr1e5_r48,h4m_p4_lr1e5_r48,2021,720,0.26891957219793566,0.35012503117322924,,,cfe1d6936ffdc3b7d51b387e1187281682cb2d59e89751ab8cf090c7adb4e63a,True,False
ETTm2,ETTm2__h4m_p4_lr1e5_r80,h4m_p4_lr1e5_r80,2021,96,0.11228216140686224,0.22911320665540794,,,920266a2317843c2d3566cf6e0f717c4083a0c3f7cc60db20f8de225f9244f35,True,False
ETTm2,ETTm2__h4m_p4_lr1e5_r80,h4m_p4_lr1e5_r80,2021,192,0.14994579109285647,0.2647918196162209,,,920266a2317843c2d3566cf6e0f717c4083a0c3f7cc60db20f8de225f9244f35,True,False
ETTm2,ETTm2__h4m_p4_lr1e5_r80,h4m_p4_lr1e5_r80,2021,336,0.1935702514768179,0.2995148920454085,,,920266a2317843c2d3566cf6e0f717c4083a0c3f7cc60db20f8de225f9244f35,True,False
ETTm2,ETTm2__h4m_p4_lr1e5_r80,h4m_p4_lr1e5_r80,2021,720,0.26847480131416684,0.34916812683352166,,,920266a2317843c2d3566cf6e0f717c4083a0c3f7cc60db20f8de225f9244f35,True,False
ETTm2,ETTm2__h4m_seq960_p4_lr1e5,h4m_seq960_p4_lr1e5,2021,96,0.11415043756520997,0.232855637713025,,,16ddae78b6792fbf6ab0ccefd9c8ec50cf261f3b2688f368354907979a516d65,True,False
ETTm2,ETTm2__h4m_seq960_p4_lr1e5,h4m_seq960_p4_lr1e5,2021,192,0.1508111724203142,0.2674706936037789,,,16ddae78b6792fbf6ab0ccefd9c8ec50cf261f3b2688f368354907979a516d65,True,False
ETTm2,ETTm2__h4m_seq960_p4_lr1e5,h4m_seq960_p4_lr1e5,2021,336,0.19352779179323643,0.30141458602710847,,,16ddae78b6792fbf6ab0ccefd9c8ec50cf261f3b2688f368354907979a516d65,True,False
ETTm2,ETTm2__h4m_seq960_p4_lr1e5,h4m_seq960_p4_lr1e5,2021,720,0.26919802818964755,0.351677591415743,,,16ddae78b6792fbf6ab0ccefd9c8ec50cf261f3b2688f368354907979a516d65,True,False
Weather,Weather__h4m_seq384_p12,h4m_seq384_p12,2021,96,0.39653646014630795,0.2524216814587514,,,ed3bf92d20ff28cbd9e15d26c260749dc123e385d234289b79703146918d3418,True,False
Weather,Weather__h4m_seq384_p12,h4m_seq384_p12,2021,192,0.45730852413301665,0.2985755220676462,,,ed3bf92d20ff28cbd9e15d26c260749dc123e385d234289b79703146918d3418,True,False
Weather,Weather__h4m_seq384_p12,h4m_seq384_p12,2021,336,0.5322700315820319,0.3531164522504523,,,ed3bf92d20ff28cbd9e15d26c260749dc123e385d234289b79703146918d3418,True,False
Weather,Weather__h4m_seq384_p12,h4m_seq384_p12,2021,720,0.6318596597760916,0.41682587154209616,,,ed3bf92d20ff28cbd9e15d26c260749dc123e385d234289b79703146918d3418,True,False
Weather,Weather__h4m_seq640_p20,h4m_seq640_p20,2021,96,0.3955744719132781,0.25491045919867855,,,c39fd21b2e9b9597f9f6b57eeb08d8940f426773241eaef0f6452c15fe1d0c21,True,False
Weather,Weather__h4m_seq640_p20,h4m_seq640_p20,2021,192,0.45281363154451054,0.2973646296886727,,,c39fd21b2e9b9597f9f6b57eeb08d8940f426773241eaef0f6452c15fe1d0c21,True,False
Weather,Weather__h4m_seq640_p20,h4m_seq640_p20,2021,336,0.5173912835972649,0.34378541236565935,,,c39fd21b2e9b9597f9f6b57eeb08d8940f426773241eaef0f6452c15fe1d0c21,True,False
Weather,Weather__h4m_seq640_p20,h4m_seq640_p20,2021,720,0.5998088324235545,0.3956888905105492,,,c39fd21b2e9b9597f9f6b57eeb08d8940f426773241eaef0f6452c15fe1d0c21,True,False
