system,model_count,main_i_mse,main_i_mae,total_parameters_million,one_epoch_cycle_seconds
ISCF-BSCA,1,0.26071428571428573,0.30610714285714286,2.9258912857142856,133.11280935142855
TimeAlign,4,0.27425,0.3140714285714286,10.741193142857142,104.64335725971429
QDF,4,0.28751084581017494,0.33142596057483126,5.337385142857143,55.361362797714285
