dataset,comparison,mean_relative_mse_pct,early_1_96_relative_mse_pct,late_337_720_relative_mse_pct,min_relative_mse_pct,max_relative_mse_pct,improved_steps,degraded_steps,sign_changes
ETTh2,r3_vs_fixed,0.8451083517421115,-2.691214374559034,0.9523998681411734,-34.29689527213937,13.215543792467987,318,402,153
ETTh2,phase2_vs_r3,3.6749575887427457,5.559103358410561,3.156917355051011,-5.674409114401624,13.882487378949616,63,657,85
ETTm1,r3_vs_fixed,0.6680745230676925,-3.353177216161504,2.987915015201695,-14.062201819135945,9.1636799234861,313,407,85
ETTm1,phase2_vs_r3,-1.3592262444164516,-0.6044599723631485,-1.7037283574416144,-5.356144685423425,4.212781444196034,579,141,161
Weather,r3_vs_fixed,-1.0071455999955061,-3.9047331832725027,-0.05002007017356674,-6.409612610488214,2.626525810997471,483,237,109
Weather,phase2_vs_r3,-0.25252345581187435,0.45452077793689494,-0.3060590392280706,-3.0800273950307377,2.280616210571451,430,290,199
