scope,residual_base_mae_ratio,residual_energy,residual_second_diff_smoothness,error_process_state_norm,segment_state_cosine,base_prediction_mse,final_prediction_mse,residual_gain_mse_pct,prediction_decomposition_max_abs
all,0.005965144373476505,8.47308401716873e-05,0.00030018563847988844,3.001893997192383,0.8513163328170776,0.3556869924068451,0.3556285500526428,-0.01643083847587823,9.5367431640625e-07
1-96,0.003156578866764903,2.3034936020849273e-05,0.00011753693979699165,2.1956946849823,0.7261477708816528,0.2941427230834961,0.2941249907016754,-0.006028496178556164,9.5367431640625e-07
97-192,0.0068665677681565285,0.00010572744940873235,0.0003578045580070466,3.097276210784912,0.8960791230201721,0.3511672019958496,0.35108813643455505,-0.02251507596522373,4.76837158203125e-07
193-336,0.007342941127717495,0.00011186370102223009,0.00038999589742161334,3.4757726192474365,0.9231299757957458,0.3997296690940857,0.39965784549713135,-0.01796804278174635,9.5367431640625e-07
