short_horizon,long_horizon,chpd_raw,nchpd
96,192,1.0670927452215675,0.18357797147473323
96,336,1.693228771754253,0.2912956765503622
96,720,2.1015284740606224,0.36153777259945247
192,336,1.3817384202766323,0.23770823805049685
192,720,1.605741501555803,0.2762447490046422
336,720,1.7407793353935017,0.29947606766862533
