model,horizon,mse_raw,mae_raw,mse_scaled,mae_scaled
UVHF,96,13.719628176369568,3.055811750400886,0.40604964964019463,0.5257084961539763
TimeMixer,96,14.528887888387844,3.187050542588754,0.4300007085398024,0.5482862442986706
UVHF,192,22.261752146585064,3.794925022656031,0.6588645510865208,0.6528623127441907
TimeMixer,192,22.466248092211043,3.7704235406350697,0.6649168657707691,0.648647184876745
UVHF,336,22.52866451488008,3.912197152954285,0.6667641582943528,0.6730372974276487
TimeMixer,336,23.590970144115175,3.9991328317067065,0.6982044293437291,0.6879933315920781
UVHF,720,23.380670522724085,3.8376995992041487,0.6919803475765279,0.6602210639198103
TimeMixer,720,34.23581076908114,5.0559123971899,1.0132518745571384,0.8697970687049876
