scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,future_raw_reconstruction_loss,future_normalized_reconstruction_loss,future_alignment_confidence_mean,future_alignment_confidence_min,future_alignment_confidence_max,teacher_student_cosine,prediction_leakage_max_abs
all,0.7221433439038016,0.06998691682449797,0.6639938679608431,1.0931893478740344,0.6639938679608431,0.4567270590500398,0.05000000074505806,0.9907429218292236,0.2948387731713327,0.0
